Gene,Confidence,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YGR009C,0.280494,25,3337,1005,81,0.23156474820143885,0.0074360499702558,0.2358490566037736,0.7685398433901428,0.23146015660985722
YKR091W,0.280271,25,3336,1006,81,0.23178956834532374,0.007438262421898245,0.2358490566037736,0.7683095347766007,0.23169046522339937
YDL184C,0.280271,25,3335,1007,81,0.23201438848920863,0.00744047619047619,0.2358490566037736,0.7680792261630585,0.2319207738369415
YIR029W,0.280271,25,3334,1008,81,0.23223920863309352,0.007442691277165823,0.2358490566037736,0.7678489175495163,0.23215108245048366
YMR251W-A,0.279779,25,3333,1009,81,0.23246402877697842,0.007444907683144729,0.2358490566037736,0.7676186089359742,0.2323813910640258
YDR369C,0.278135,25,3332,1010,81,0.2326888489208633,0.0074471254095918975,0.2358490566037736,0.7673883003224321,0.23261169967756795
YML028W,0.278135,25,3331,1011,81,0.2329136690647482,0.007449344457687724,0.2358490566037736,0.7671579917088899,0.2328420082911101
YOL111C,0.277426,25,3330,1012,81,0.2331384892086331,0.007451564828614009,0.2358490566037736,0.7669276830953478,0.23307231690465224
YFL005W,0.277426,25,3329,1013,81,0.23336330935251798,0.007453786523553965,0.2358490566037736,0.7666973744818056,0.2333026255181944
YER103W,0.277426,25,3328,1014,81,0.23358812949640287,0.007456009543692216,0.2358490566037736,0.7664670658682635,0.23353293413173654
YPR159W,0.277426,25,3327,1015,81,0.23381294964028776,0.007458233890214797,0.2358490566037736,0.7662367572547213,0.23376324274527868
YDR146C,0.276946,25,3326,1016,81,0.23403776978417265,0.007460459564309161,0.2358490566037736,0.7660064486411792,0.23399355135882083
YCR059C,0.276946,25,3325,1017,81,0.23426258992805754,0.007462686567164179,0.2358490566037736,0.765776140027637,0.23422385997236297
YKR061W,0.276946,25,3324,1018,81,0.23448741007194246,0.0074649148999701405,0.2358490566037736,0.7655458314140949,0.23445416858590512
YPR182W,0.276946,25,3323,1019,81,0.23471223021582735,0.007467144563918757,0.2358490566037736,0.7653155228005527,0.23468447719944727
YMR020W,0.276596,25,3322,1020,81,0.23493705035971224,0.007469375560203167,0.2358490566037736,0.7650852141870106,0.2349147858129894
YBL004W,0.276091,25,3321,1021,81,0.23516187050359713,0.007471607890017932,0.2358490566037736,0.7648549055734685,0.23514509442653156
YPR105C,0.274607,25,3320,1022,81,0.23538669064748202,0.007473841554559043,0.2358490566037736,0.7646245969599264,0.2353754030400737
YHL002W,0.274607,25,3319,1023,81,0.2356115107913669,0.007476076555023923,0.2358490566037736,0.7643942883463841,0.23560571165361585
YLR320W,0.274607,25,3318,1024,81,0.2358363309352518,0.007478312892611427,0.2358490566037736,0.764163979732842,0.235836020267158
YAL035W,0.274607,25,3317,1025,81,0.2360611510791367,0.007480550568521843,0.2358490566037736,0.7639336711192999,0.23606632888070014
YMR149W,0.274607,25,3316,1026,81,0.23628597122302158,0.0074827895839568994,0.2358490566037736,0.7637033625057578,0.2362966374942423
YDL004W,0.273448,25,3315,1027,81,0.23651079136690648,0.0074850299401197605,0.2358490566037736,0.7634730538922155,0.23652694610778444
YHR075C,0.273448,25,3314,1028,81,0.23673561151079137,0.007487271638215035,0.2358490566037736,0.7632427452786734,0.23675725472132658
YDL117W,0.272757,25,3313,1029,81,0.23696043165467626,0.007489514679448772,0.2358490566037736,0.7630124366651313,0.23698756333486873
YIL051C,0.272358,24,3313,1029,82,0.23673561151079137,0.00719208870242733,0.22641509433962265,0.7630124366651313,0.23698756333486873
YDR416W,0.272358,24,3312,1030,82,0.23696043165467626,0.007194244604316547,0.22641509433962265,0.7627821280515892,0.23721787194841087
YHR004C,0.272358,24,3311,1031,82,0.23718525179856115,0.00719640179910045,0.22641509433962265,0.762551819438047,0.23744818056195302
YOL043C,0.272358,24,3310,1032,82,0.23741007194244604,0.007198560287942412,0.22641509433962265,0.7623215108245048,0.23767848917549517
YER124C,0.272358,24,3309,1033,82,0.23763489208633093,0.0072007200720072,0.22641509433962265,0.7620912022109627,0.2379087977890373
YJL052W,0.272358,24,3308,1034,82,0.23785971223021582,0.007202881152460984,0.22641509433962265,0.7618608935974206,0.23813910640257946
YJR031C,0.272358,24,3307,1035,82,0.2380845323741007,0.00720504353047133,0.22641509433962265,0.7616305849838784,0.2383694150161216
YOR070C,0.272358,24,3306,1036,82,0.2383093525179856,0.007207207207207207,0.22641509433962265,0.7614002763703362,0.23859972362966375
YGR254W,0.272358,24,3305,1037,82,0.2385341726618705,0.00720937218383899,0.22641509433962265,0.7611699677567941,0.2388300322432059
YBL075C,0.272358,24,3304,1038,82,0.23875899280575538,0.007211538461538462,0.22641509433962265,0.760939659143252,0.23906034085674804
YGL115W,0.272358,24,3303,1039,82,0.2389838129496403,0.007213706041478809,0.22641509433962265,0.7607093505297098,0.2392906494702902
YPR188C,0.271815,24,3302,1040,82,0.2392086330935252,0.0072158749248346366,0.22641509433962265,0.7604790419161677,0.23952095808383234
YEL060C,0.271815,24,3301,1041,82,0.23943345323741008,0.007218045112781955,0.22641509433962265,0.7602487333026255,0.23975126669737448
YDR378C,0.271815,24,3300,1042,82,0.23965827338129497,0.007220216606498195,0.22641509433962265,0.7600184246890834,0.23998157531091663
YDL077C,0.271815,24,3299,1043,82,0.23988309352517986,0.0072223894071622025,0.22641509433962265,0.7597881160755412,0.24021188392445877
YNL119W,0.271815,24,3298,1044,82,0.24010791366906475,0.007224563515954244,0.22641509433962265,0.7595578074619991,0.24044219253800092
YBR271W,0.271534,24,3297,1045,82,0.24033273381294964,0.007226738934056007,0.22641509433962265,0.759327498848457,0.24067250115154307
YOR226C,0.271484,24,3296,1046,82,0.24055755395683454,0.007228915662650603,0.22641509433962265,0.7590971902349147,0.2409028097650852
YMR190C,0.271484,24,3295,1047,82,0.24078237410071943,0.0072310937029225674,0.22641509433962265,0.7588668816213726,0.24113311837862736
YBL105C,0.271007,24,3294,1048,82,0.24100719424460432,0.007233273056057866,0.22641509433962265,0.7586365730078305,0.2413634269921695
YER007W,0.271007,24,3293,1049,82,0.2412320143884892,0.007235453723243895,0.22641509433962265,0.7584062643942884,0.24159373560571165
YGL208W,0.270335,24,3292,1050,82,0.2414568345323741,0.007237635705669481,0.22641509433962265,0.7581759557807461,0.2418240442192538
YLR070C,0.270335,24,3291,1051,82,0.241681654676259,0.007239819004524887,0.22641509433962265,0.757945647167204,0.24205435283279594
YBR139W,0.270335,24,3290,1052,82,0.24190647482014388,0.00724200362100181,0.22641509433962265,0.7577153385536619,0.2422846614463381
YNL026W,0.270335,23,3290,1052,83,0.241681654676259,0.006942348324781165,0.2169811320754717,0.7577153385536619,0.2422846614463381
YHR168W,0.270335,23,3289,1053,83,0.24190647482014388,0.006944444444444444,0.2169811320754717,0.7574850299401198,0.24251497005988024
YML071C,0.270222,23,3288,1054,83,0.24213129496402877,0.00694654183026276,0.2169811320754717,0.7572547213265776,0.24274527867342238
YER122C,0.270222,23,3287,1055,83,0.24235611510791366,0.006948640483383686,0.2169811320754717,0.7570244127130354,0.24297558728696453
YHR081W,0.270222,23,3286,1056,83,0.24258093525179855,0.00695074040495618,0.2169811320754717,0.7567941040994933,0.24320589590050667
YNL255C,0.26905,23,3285,1057,83,0.24280575539568344,0.006952841596130592,0.2169811320754717,0.7565637954859512,0.24343620451404882
YPL137C,0.26905,23,3284,1058,83,0.24303057553956833,0.006954944058058663,0.2169811320754717,0.756333486872409,0.24366651312759097
YHR060W,0.26905,23,3283,1059,83,0.24325539568345322,0.0069570477918935265,0.2169811320754717,0.7561031782588669,0.2438968217411331
YML014W,0.26905,23,3282,1060,83,0.24348021582733814,0.006959152798789713,0.2169811320754717,0.7558728696453247,0.24412713035467526
YER053C,0.267893,23,3281,1061,83,0.24370503597122303,0.0069612590799031475,0.2169811320754717,0.7556425610317826,0.2443574389682174
YDR050C,0.267854,23,3280,1062,83,0.24392985611510792,0.00696336663639116,0.2169811320754717,0.7554122524182404,0.24458774758175955
YGR211W,0.267854,23,3279,1063,83,0.24415467625899281,0.006965475469412477,0.2169811320754717,0.7551819438046983,0.2448180561953017
YPL088W,0.267854,23,3278,1064,83,0.2443794964028777,0.0069675855801272345,0.2169811320754717,0.7549516351911562,0.24504836480884384
YCR081W,0.267854,23,3277,1065,83,0.2446043165467626,0.0069696969696969695,0.2169811320754717,0.754721326577614,0.245278673422386
YOR099W,0.267854,23,3276,1066,83,0.2448291366906475,0.006971809639284632,0.2169811320754717,0.7544910179640718,0.24550898203592814
YDR503C,0.267854,23,3275,1067,83,0.24505395683453238,0.006973923590054579,0.2169811320754717,0.7542607093505297,0.24573929064947028
YEL062W,0.267708,23,3274,1068,83,0.24527877697841727,0.006976038823172581,0.2169811320754717,0.7540304007369876,0.24596959926301243
YDL223C,0.267708,23,3273,1069,83,0.24550359712230216,0.006978155339805826,0.2169811320754717,0.7538000921234455,0.24619990787655457
Q0275,0.267256,23,3272,1070,83,0.24572841726618705,0.006980273141122913,0.2169811320754717,0.7535697835099032,0.24643021649009672
YPL173W,0.267256,23,3271,1071,83,0.24595323741007194,0.006982392228293868,0.2169811320754717,0.7533394748963611,0.24666052510363887
YOL008W,0.267256,23,3270,1072,83,0.24617805755395683,0.006984512602490131,0.2169811320754717,0.753109166282819,0.246890833717181
Q0105,0.267256,23,3269,1073,83,0.24640287769784172,0.0069866342648845685,0.2169811320754717,0.7528788576692769,0.24712114233072316
YNL159C,0.267256,23,3268,1074,83,0.2466276978417266,0.006988757216651474,0.2169811320754717,0.7526485490557346,0.2473514509442653
YJR095W,0.267256,23,3267,1075,83,0.2468525179856115,0.006990881458966565,0.2169811320754717,0.7524182404421925,0.24758175955780745
YPR046W,0.266345,23,3266,1076,83,0.2470773381294964,0.006993006993006993,0.2169811320754717,0.7521879318286504,0.2478120681713496
YBR212W,0.266312,22,3266,1076,84,0.2468525179856115,0.006690997566909975,0.20754716981132076,0.7521879318286504,0.2478120681713496
YHR116W,0.266312,22,3265,1077,84,0.2470773381294964,0.006693033160937024,0.20754716981132076,0.7519576232151083,0.24804237678489174
YNL006W,0.266312,22,3264,1078,84,0.24730215827338128,0.006695069993913573,0.20754716981132076,0.751727314601566,0.2482726853984339
YNL225C,0.266312,22,3263,1079,84,0.24752697841726617,0.006697108066971081,0.20754716981132076,0.7514970059880239,0.24850299401197604
YOR027W,0.265215,22,3262,1080,84,0.24775179856115107,0.006699147381242387,0.20754716981132076,0.7512666973744818,0.24873330262551818
YGL253W,0.265215,22,3261,1081,84,0.24797661870503598,0.006701187937861712,0.20754716981132076,0.7510363887609397,0.24896361123906033
YBL068W,0.264981,22,3260,1082,84,0.24820143884892087,0.006703229737964655,0.20754716981132076,0.7508060801473975,0.24919391985260247
YOR125C,0.264212,22,3259,1083,84,0.24842625899280577,0.006705272782688205,0.20754716981132076,0.7505757715338554,0.24942422846614462
YCR061W,0.264212,22,3258,1084,84,0.24865107913669066,0.006707317073170732,0.20754716981132076,0.7503454629203132,0.24965453707968677
YLR288C,0.263599,22,3257,1085,84,0.24887589928057555,0.006709362610551998,0.20754716981132076,0.7501151543067711,0.2498848456932289
YDL243C,0.263599,22,3256,1086,84,0.24910071942446044,0.006711409395973154,0.20754716981132076,0.7498848456932289,0.25011515430677106
YLR287C-A,0.263599,22,3255,1087,84,0.24932553956834533,0.006713457430576747,0.20754716981132076,0.7496545370796868,0.25034546292031323
YBL101C,0.263599,22,3254,1088,84,0.24955035971223022,0.006715506715506716,0.20754716981132076,0.7494242284661446,0.25057577153385535
YML034W,0.263599,22,3253,1089,84,0.2497751798561151,0.006717557251908397,0.20754716981132076,0.7491939198526025,0.2508060801473975
YOR232W,0.263432,22,3252,1090,84,0.25,0.006719609040928528,0.20754716981132076,0.7489636112390603,0.25103638876093964
YHR090C,0.263432,22,3251,1091,84,0.2502248201438849,0.006721662083715246,0.20754716981132076,0.7487333026255182,0.2512666973744818
YMR238W,0.263432,22,3250,1092,84,0.2504496402877698,0.006723716381418093,0.20754716981132076,0.7485029940119761,0.25149700598802394
YOL144W,0.263432,22,3249,1093,84,0.2506744604316547,0.006725771935188016,0.20754716981132076,0.748272685398434,0.2517273146015661
YGL191W,0.261201,22,3248,1094,84,0.25089928057553956,0.00672782874617737,0.20754716981132076,0.7480423767848917,0.25195762321510823
YHR056C,0.261201,22,3247,1095,84,0.2511241007194245,0.00672988681553992,0.20754716981132076,0.7478120681713496,0.2521879318286504
YML029W,0.261201,22,3246,1096,84,0.25134892086330934,0.006731946144430845,0.20754716981132076,0.7475817595578075,0.2524182404421925
Q0250,0.261201,22,3245,1097,84,0.25157374100719426,0.006734006734006734,0.20754716981132076,0.7473514509442654,0.2526485490557347
YDR306C,0.261201,22,3244,1098,84,0.2517985611510791,0.006736068585425597,0.20754716981132076,0.7471211423307231,0.2528788576692768
YHR171W,0.261201,22,3243,1099,84,0.25202338129496404,0.006738131699846861,0.20754716981132076,0.746890833717181,0.253109166282819
YGR169C,0.261201,22,3242,1100,84,0.2522482014388489,0.006740196078431373,0.20754716981132076,0.7466605251036389,0.2533394748963611
YER144C,0.260912,22,3241,1101,84,0.2524730215827338,0.006742261722341404,0.20754716981132076,0.7464302164900968,0.2535697835099033
YGL206C,0.260912,22,3240,1102,84,0.2526978417266187,0.00674432863274065,0.20754716981132076,0.7461999078765545,0.2538000921234454
YMR095C,0.260912,22,3239,1103,84,0.2529226618705036,0.006746396810794235,0.20754716981132076,0.7459695992630124,0.25403040073698757
YLR134W,0.259091,22,3238,1104,84,0.25314748201438847,0.006748466257668712,0.20754716981132076,0.7457392906494703,0.2542607093505297
YGR284C,0.259091,22,3237,1105,84,0.2533723021582734,0.006750536974532065,0.20754716981132076,0.7455089820359282,0.25449101796407186
YDR411C,0.259091,22,3236,1106,84,0.25359712230215825,0.006752608962553714,0.20754716981132076,0.745278673422386,0.254721326577614
YOL006C,0.259091,22,3235,1107,84,0.25382194244604317,0.006754682222904513,0.20754716981132076,0.7450483648088438,0.25495163519115616
YDR356W,0.259091,22,3234,1108,84,0.25404676258992803,0.006756756756756757,0.20754716981132076,0.7448180561953017,0.2551819438046983
YLR147C,0.259091,22,3233,1109,84,0.25427158273381295,0.006758832565284178,0.20754716981132076,0.7445877475817596,0.25541225241824045
YKL106W,0.259091,22,3232,1110,84,0.25449640287769787,0.006760909649661954,0.20754716981132076,0.7443574389682174,0.25564256103178257
YBR196C,0.259091,22,3231,1111,84,0.25472122302158273,0.006762988011066708,0.20754716981132076,0.7441271303546753,0.25587286964532474
YPL145C,0.259091,22,3230,1112,84,0.25494604316546765,0.006765067650676507,0.20754716981132076,0.7438968217411331,0.25610317825886686
YCR034W,0.258251,22,3229,1113,84,0.2551708633093525,0.00676714856967087,0.20754716981132076,0.743666513127591,0.25633348687240903
YOL122C,0.258251,22,3228,1114,84,0.25539568345323743,0.00676923076923077,0.20754716981132076,0.7434362045140488,0.25656379548595115
YIR037W,0.258251,22,3227,1115,84,0.2556205035971223,0.006771314250538628,0.20754716981132076,0.7432058959005067,0.2567941040994933
YBR068C,0.258251,22,3226,1116,84,0.2558453237410072,0.0067733990147783255,0.20754716981132076,0.7429755872869646,0.25702441271303544
YDR216W,0.258251,22,3225,1117,84,0.2560701438848921,0.006775485063135201,0.20754716981132076,0.7427452786734224,0.2572547213265776
YDR512C,0.258251,22,3224,1118,84,0.256294964028777,0.006777572396796057,0.20754716981132076,0.7425149700598802,0.25748502994011974
YLR010C,0.258223,22,3223,1119,84,0.25651978417266186,0.006779661016949152,0.20754716981132076,0.7422846614463381,0.2577153385536619
YNL202W,0.258223,22,3222,1120,84,0.2567446043165468,0.006781750924784217,0.20754716981132076,0.742054352832796,0.25794564716720403
YER058W,0.258223,22,3221,1121,84,0.25696942446043164,0.0067838421214924454,0.20754716981132076,0.7418240442192539,0.2581759557807462
YOL060C,0.258223,21,3221,1121,85,0.2567446043165468,0.006477483035163479,0.19811320754716982,0.7418240442192539,0.2581759557807462
YHR109W,0.258223,21,3220,1122,85,0.25696942446043164,0.0064794816414686825,0.19811320754716982,0.7415937356057116,0.2584062643942883
YDL154W,0.258223,21,3219,1123,85,0.25719424460431656,0.006481481481481481,0.19811320754716982,0.7413634269921695,0.2586365730078305
YDR284C,0.258223,21,3218,1124,85,0.2574190647482014,0.006483482556344551,0.19811320754716982,0.7411331183786274,0.2588668816213726
YKL197C,0.258223,21,3217,1125,85,0.25764388489208634,0.006485484867201977,0.19811320754716982,0.7409028097650853,0.2590971902349148
Q0045,0.258223,21,3216,1126,85,0.2578687050359712,0.006487488415199258,0.19811320754716982,0.740672501151543,0.2593274988484569
YMR312W,0.257864,21,3215,1127,85,0.2580935251798561,0.0064894932014833125,0.19811320754716982,0.7404421925380009,0.2595578074619991
YMR307W,0.257405,21,3214,1128,85,0.258318345323741,0.006491499227202473,0.19811320754716982,0.7402118839244588,0.2597881160755412
YIL002C,0.255615,21,3213,1129,85,0.2585431654676259,0.006493506493506494,0.19811320754716982,0.7399815753109166,0.26001842468908337
YDR517W,0.255615,21,3212,1130,85,0.25876798561151076,0.006495515001546551,0.19811320754716982,0.7397512666973745,0.26024873330262555
YNL173C,0.255278,21,3211,1131,85,0.2589928057553957,0.006497524752475247,0.19811320754716982,0.7395209580838323,0.26047904191616766
YGL144C,0.255278,21,3210,1132,85,0.2592176258992806,0.0064995357474466105,0.19811320754716982,0.7392906494702902,0.26070935052970984
YPL033C,0.255278,21,3209,1133,85,0.25944244604316546,0.006501547987616099,0.19811320754716982,0.739060340856748,0.26093965914325196
YGR143W,0.255278,21,3208,1134,85,0.2596672661870504,0.006503561474140601,0.19811320754716982,0.7388300322432059,0.26116996775679413
YPR093C,0.255278,21,3207,1135,85,0.25989208633093525,0.006505576208178439,0.19811320754716982,0.7385997236296638,0.26140027637033625
YNL128W,0.255278,21,3206,1136,85,0.26011690647482016,0.006507592190889371,0.19811320754716982,0.7383694150161216,0.2616305849838784
YJL003W,0.255278,21,3205,1137,85,0.260341726618705,0.006509609423434594,0.19811320754716982,0.7381391064025794,0.26186089359742054
YJR034W,0.255278,21,3204,1138,85,0.26056654676258995,0.0065116279069767444,0.19811320754716982,0.7379087977890373,0.2620912022109627
YAL058W,0.255278,21,3203,1139,85,0.2607913669064748,0.006513647642679901,0.19811320754716982,0.7376784891754952,0.26232151082450483
YAL044C,0.254828,21,3202,1140,85,0.2610161870503597,0.006515668631709587,0.19811320754716982,0.737448180561953,0.262551819438047
YDR019C,0.254828,21,3201,1141,85,0.2612410071942446,0.006517690875232775,0.19811320754716982,0.7372178719484108,0.2627821280515891
YKL152C,0.254828,21,3200,1142,85,0.2614658273381295,0.006519714374417882,0.19811320754716982,0.7369875633348687,0.2630124366651313
YPL094C,0.254828,21,3199,1143,85,0.26169064748201437,0.006521739130434782,0.19811320754716982,0.7367572547213266,0.2632427452786734
YJR009C,0.254828,21,3198,1144,85,0.2619154676258993,0.0065237651444548,0.19811320754716982,0.7365269461077845,0.2634730538922156
YLR346C,0.254828,21,3197,1145,85,0.26214028776978415,0.006525792417650715,0.19811320754716982,0.7362966374942422,0.2637033625057577
YBR025C,0.253005,21,3196,1146,85,0.26236510791366907,0.006527820951196767,0.19811320754716982,0.7360663288807001,0.2639336711192999
YDL106C,0.253005,21,3195,1147,85,0.26258992805755393,0.0065298507462686565,0.19811320754716982,0.735836020267158,0.264163979732842
YPR181C,0.253005,21,3194,1148,85,0.26281474820143885,0.006531881804043546,0.19811320754716982,0.7356057116536159,0.2643942883463842
YKL201C,0.252366,21,3193,1149,85,0.2630395683453237,0.006533914125700062,0.19811320754716982,0.7353754030400736,0.2646245969599263
YLL058W,0.252366,21,3192,1150,85,0.26326438848920863,0.006535947712418301,0.19811320754716982,0.7351450944265315,0.26485490557346847
YBL030C,0.252366,21,3191,1151,85,0.26348920863309355,0.006537982565379826,0.19811320754716982,0.7349147858129894,0.2650852141870106
YDR022C,0.252366,21,3190,1152,85,0.2637140287769784,0.006540018685767673,0.19811320754716982,0.7346844771994473,0.26531552280055276
YJR064W,0.252366,21,3189,1153,85,0.26393884892086333,0.0065420560747663555,0.19811320754716982,0.7344541685859051,0.2655458314140949
YMR062C,0.250646,21,3188,1154,85,0.2641636690647482,0.006544094733561857,0.19811320754716982,0.734223859972363,0.26577614002763705
YDR538W,0.250643,21,3187,1155,85,0.2643884892086331,0.006546134663341646,0.19811320754716982,0.7339935513588208,0.26600644864117917
YFR041C,0.250643,21,3186,1156,85,0.264613309352518,0.006548175865294668,0.19811320754716982,0.7337632427452787,0.26623675725472135
YCR012W,0.250643,21,3185,1157,85,0.2648381294964029,0.006550218340611353,0.19811320754716982,0.7335329341317365,0.26646706586826346
YMR008C,0.249485,21,3184,1158,85,0.26506294964028776,0.006552262090483619,0.19811320754716982,0.7333026255181944,0.26669737448180564
YMR035W,0.249485,21,3183,1159,85,0.2652877697841727,0.006554307116104869,0.19811320754716982,0.7330723169046522,0.26692768309534776
YKL054C,0.247858,21,3182,1160,85,0.26551258992805754,0.006556353418669997,0.19811320754716982,0.7328420082911101,0.26715799170888993
YER069W,0.247334,21,3181,1161,85,0.26573741007194246,0.00655840099937539,0.19811320754716982,0.7326116996775679,0.26738830032243205
YAL005C,0.247334,21,3180,1162,85,0.2659622302158273,0.006560449859418931,0.19811320754716982,0.7323813910640258,0.2676186089359742
YDR104C,0.246637,21,3179,1163,85,0.26618705035971224,0.0065625,0.19811320754716982,0.7321510824504837,0.26784891754951634
YOR324C,0.246637,21,3178,1164,85,0.2664118705035971,0.006564551422319475,0.19811320754716982,0.7319207738369415,0.2680792261630585
YDL069C,0.246637,21,3177,1165,85,0.266636690647482,0.006566604127579738,0.19811320754716982,0.7316904652233993,0.26830953477660063
YEL030W,0.246637,21,3176,1166,85,0.2668615107913669,0.0065686581169846735,0.19811320754716982,0.7314601566098572,0.2685398433901428
YGL006W,0.246637,21,3175,1167,85,0.2670863309352518,0.006570713391739674,0.19811320754716982,0.7312298479963151,0.2687701520036849
YGR227W,0.246637,21,3174,1168,85,0.26731115107913667,0.006572769953051643,0.19811320754716982,0.730999539382773,0.2690004606172271
YHR174W,0.246533,21,3173,1169,85,0.2675359712230216,0.006574827802128992,0.19811320754716982,0.7307692307692307,0.2692307692307692
YLR085C,0.246533,21,3172,1170,85,0.26776079136690645,0.0065768869401816475,0.19811320754716982,0.7305389221556886,0.2694610778443114
YKL060C,0.246533,21,3171,1171,85,0.26798561151079137,0.006578947368421052,0.19811320754716982,0.7303086135421465,0.2696913864578535
YJL074C,0.246533,21,3170,1172,85,0.2682104316546763,0.006581009088060169,0.19811320754716982,0.7300783049286044,0.2699216950713957
YGR192C,0.246533,21,3169,1173,85,0.26843525179856115,0.0065830721003134795,0.19811320754716982,0.7298479963150621,0.2701520036849378
YBR008C,0.246023,21,3168,1174,85,0.26866007194244607,0.00658513640639699,0.19811320754716982,0.72961768770152,0.27038231229848
YCR066W,0.245321,21,3167,1175,85,0.26888489208633093,0.006587202007528231,0.19811320754716982,0.7293873790879779,0.2706126209120221
YGR172C,0.245321,21,3166,1176,85,0.26910971223021585,0.006589268904926263,0.19811320754716982,0.7291570704744358,0.27084292952556427
YOR270C,0.245321,21,3165,1177,85,0.2693345323741007,0.006591337099811676,0.19811320754716982,0.7289267618608936,0.2710732381391064
YOL133W,0.245321,21,3164,1178,85,0.26955935251798563,0.006593406593406593,0.19811320754716982,0.7286964532473514,0.27130354675264856
YOL140W,0.244067,21,3163,1179,85,0.2697841726618705,0.006595477386934673,0.19811320754716982,0.7284661446338093,0.2715338553661907
YFR045W,0.243819,21,3162,1180,85,0.2700089928057554,0.006597549481621112,0.19811320754716982,0.7282358360202672,0.27176416397973285
YOR054C,0.243819,21,3161,1181,85,0.2702338129496403,0.006599622878692646,0.19811320754716982,0.728005527406725,0.27199447259327497
YKL140W,0.243819,21,3160,1182,85,0.2704586330935252,0.006601697579377554,0.19811320754716982,0.7277752187931829,0.27222478120681715
YDR142C,0.243819,21,3159,1183,85,0.27068345323741005,0.006603773584905661,0.19811320754716982,0.7275449101796407,0.27245508982035926
YDR486C,0.243819,21,3158,1184,85,0.270908273381295,0.006605850896508336,0.19811320754716982,0.7273146015660986,0.27268539843390144
YPL274W,0.243819,21,3157,1185,85,0.27113309352517984,0.006607929515418502,0.19811320754716982,0.7270842929525564,0.27291570704744356
YPR128C,0.243819,21,3156,1186,85,0.27135791366906475,0.0066100094428706326,0.19811320754716982,0.7268539843390143,0.27314601566098573
YBR076W,0.243819,21,3155,1187,85,0.2715827338129496,0.006612090680100755,0.19811320754716982,0.7266236757254722,0.27337632427452785
YOL109W,0.243819,21,3154,1188,85,0.27180755395683454,0.006614173228346456,0.19811320754716982,0.72639336711193,0.27360663288807
YHR186C,0.243819,21,3153,1189,85,0.2720323741007194,0.006616257088846881,0.19811320754716982,0.7261630584983878,0.27383694150161214
YIR022W,0.243819,21,3152,1190,85,0.2722571942446043,0.006618342262842736,0.19811320754716982,0.7259327498848457,0.2740672501151543
YPL051W,0.242809,21,3151,1191,85,0.27248201438848924,0.006620428751576293,0.19811320754716982,0.7257024412713036,0.27429755872869643
YMR272C,0.242809,21,3150,1192,85,0.2727068345323741,0.006622516556291391,0.19811320754716982,0.7254721326577614,0.2745278673422386
YPL234C,0.242809,21,3149,1193,85,0.272931654676259,0.006624605678233439,0.19811320754716982,0.7252418240442192,0.2747581759557807
YPL036W,0.242496,21,3148,1194,85,0.2731564748201439,0.006626696118649416,0.19811320754716982,0.7250115154306771,0.2749884845693229
YGR189C,0.242496,21,3147,1195,85,0.2733812949640288,0.006628787878787879,0.19811320754716982,0.724781206817135,0.275218793182865
YKL092C,0.242496,21,3146,1196,85,0.27360611510791366,0.006630880959898958,0.19811320754716982,0.7245508982035929,0.2754491017964072
YMR134W,0.242496,20,3146,1196,86,0.2733812949640288,0.006317119393556538,0.18867924528301888,0.7245508982035929,0.2754491017964072
YCL025C,0.242496,20,3145,1197,86,0.27360611510791366,0.00631911532385466,0.18867924528301888,0.7243205895900506,0.2756794104099493
YCR002C,0.242496,20,3144,1198,86,0.2738309352517986,0.006321112515802781,0.18867924528301888,0.7240902809765085,0.2759097190234915
YER061C,0.242496,20,3143,1199,86,0.27405575539568344,0.006323110970597534,0.18867924528301888,0.7238599723629664,0.2761400276370336
YPR032W,0.242496,20,3142,1200,86,0.27428057553956836,0.006325110689437065,0.18867924528301888,0.7236296637494243,0.2763703362505758
YNL323W,0.241033,20,3141,1201,86,0.2745053956834532,0.006327111673521037,0.18867924528301888,0.723399355135882,0.2766006448641179
YIL134W,0.241033,20,3140,1202,86,0.27473021582733814,0.006329113924050633,0.18867924528301888,0.7231690465223399,0.27683095347766007
YGL236C,0.241033,20,3139,1203,86,0.274955035971223,0.006331117442228553,0.18867924528301888,0.7229387379087978,0.2770612620912022
YMR071C,0.241033,20,3138,1204,86,0.2751798561151079,0.006333122229259025,0.18867924528301888,0.7227084292952557,0.27729157070474436
YNL047C,0.241033,20,3137,1205,86,0.2754046762589928,0.0063351282863477985,0.18867924528301888,0.7224781206817135,0.2775218793182865
YCL052C,0.241033,20,3136,1206,86,0.2756294964028777,0.0063371356147021544,0.18867924528301888,0.7222478120681713,0.27775218793182865
YHR001W,0.241033,20,3135,1207,86,0.27585431654676257,0.006339144215530904,0.18867924528301888,0.7220175034546292,0.27798249654537077
YNL204C,0.241033,20,3134,1208,86,0.2760791366906475,0.0063411540900443885,0.18867924528301888,0.7217871948410871,0.27821280515891295
YIL088C,0.241033,20,3133,1209,86,0.27630395683453235,0.006343165239454488,0.18867924528301888,0.7215568862275449,0.27844311377245506
YDR436W,0.241033,20,3132,1210,86,0.27652877697841727,0.006345177664974619,0.18867924528301888,0.7213265776140028,0.27867342238599724
