Gene,Confidence,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YHR121W,0.180812,14,2593,1749,92,0.39635791366906475,0.005370157268891446,0.1320754716981132,0.5971902349147858,0.4028097650852142
YCL057W,0.180812,14,2592,1750,92,0.3965827338129496,0.005372217958557176,0.1320754716981132,0.5969599263012436,0.40304007369875633
YNL259C,0.180812,14,2591,1751,92,0.39680755395683454,0.005374280230326296,0.1320754716981132,0.5967296176877015,0.4032703823122985
YGR111W,0.180812,14,2590,1752,92,0.3970323741007194,0.005376344086021506,0.1320754716981132,0.5964993090741594,0.4035006909258406
YOL052C-A,0.180812,14,2589,1753,92,0.3972571942446043,0.005378409527468306,0.1320754716981132,0.5962690004606173,0.4037309995393828
YOL089C,0.180812,14,2588,1754,92,0.39748201438848924,0.005380476556495004,0.1320754716981132,0.596038691847075,0.4039613081529249
YLR135W,0.180812,14,2587,1755,92,0.3977068345323741,0.005382545174932718,0.1320754716981132,0.5958083832335329,0.4041916167664671
YER081W,0.180812,14,2586,1756,92,0.397931654676259,0.005384615384615384,0.1320754716981132,0.5955780746199908,0.4044219253800092
YLR438W,0.180812,14,2585,1757,92,0.3981564748201439,0.005386687187379761,0.1320754716981132,0.5953477660064487,0.4046522339935514
YNL223W,0.180812,14,2584,1758,92,0.3983812949640288,0.005388760585065435,0.1320754716981132,0.5951174573929064,0.4048825426070935
YER174C,0.180812,14,2583,1759,92,0.39860611510791366,0.005390835579514825,0.1320754716981132,0.5948871487793643,0.4051128512206357
YLL013C,0.180812,13,2583,1759,93,0.3983812949640288,0.005007704160246533,0.12264150943396226,0.5948871487793643,0.4051128512206357
YDR515W,0.180812,13,2582,1760,93,0.39860611510791366,0.005009633911368015,0.12264150943396226,0.5946568401658222,0.4053431598341778
YLR452C,0.18081,13,2581,1761,93,0.3988309352517986,0.0050115651503469544,0.12264150943396226,0.5944265315522801,0.40557346844771996
YOR204W,0.18081,13,2580,1762,93,0.39905575539568344,0.005013497878904744,0.12264150943396226,0.5941962229387379,0.4058037770612621
YDR164C,0.18081,13,2579,1763,93,0.39928057553956836,0.005015432098765432,0.12264150943396226,0.5939659143251957,0.40603408567480426
YHR006W,0.18081,13,2578,1764,93,0.3995053956834532,0.005017367811655731,0.12264150943396226,0.5937356057116536,0.4062643942883464
YEL058W,0.18081,13,2577,1765,93,0.39973021582733814,0.005019305019305019,0.12264150943396226,0.5935052970981115,0.40649470290188855
YNL227C,0.180507,13,2576,1766,93,0.399955035971223,0.005021243723445346,0.12264150943396226,0.5932749884845693,0.40672501151543067
YML048W,0.180507,13,2575,1767,93,0.4001798561151079,0.005023183925811438,0.12264150943396226,0.5930446798710272,0.40695532012897284
YHR216W,0.180507,13,2574,1768,93,0.4004046762589928,0.005025125628140704,0.12264150943396226,0.592814371257485,0.40718562874251496
YNL247W,0.180507,13,2573,1769,93,0.4006294964028777,0.005027068832173241,0.12264150943396226,0.5925840626439429,0.40741593735605713
YGR155W,0.180507,13,2572,1770,93,0.40085431654676257,0.005029013539651838,0.12264150943396226,0.5923537540304007,0.40764624596959925
YEL051W,0.180507,13,2571,1771,93,0.4010791366906475,0.005030959752321981,0.12264150943396226,0.5921234454168586,0.4078765545831414
YDR285W,0.180507,13,2570,1772,93,0.40130395683453235,0.005032907471931862,0.12264150943396226,0.5918931368033165,0.40810686319668354
YGR020C,0.180507,13,2569,1773,93,0.40152877697841727,0.005034856700232378,0.12264150943396226,0.5916628281897743,0.4083371718102257
YPL120W,0.180507,13,2568,1774,93,0.40175359712230213,0.005036807438977141,0.12264150943396226,0.5914325195762321,0.40856748042376784
YMR029C,0.180507,13,2567,1775,93,0.40197841726618705,0.0050387596899224806,0.12264150943396226,0.59120221096269,0.40879778903731
YAL026C,0.179533,13,2566,1776,93,0.40220323741007197,0.005040713454827452,0.12264150943396226,0.5909719023491479,0.40902809765085213
YJL117W,0.178416,13,2565,1777,93,0.40242805755395683,0.00504266873545384,0.12264150943396226,0.5907415937356058,0.4092584062643943
YPL020C,0.178416,13,2564,1778,93,0.40265287769784175,0.005044625533566162,0.12264150943396226,0.5905112851220635,0.4094887148779364
YKL196C,0.178416,13,2563,1779,93,0.4028776978417266,0.005046583850931677,0.12264150943396226,0.5902809765085214,0.4097190234914786
YDR429C,0.178416,13,2562,1780,93,0.40310251798561153,0.005048543689320388,0.12264150943396226,0.5900506678949793,0.4099493321050207
YMR283C,0.178416,13,2561,1781,93,0.4033273381294964,0.005050505050505051,0.12264150943396226,0.5898203592814372,0.4101796407185629
YDR144C,0.178416,13,2560,1782,93,0.4035521582733813,0.005052467936261173,0.12264150943396226,0.5895900506678949,0.410409949332105
YDR479C,0.178416,13,2559,1783,93,0.4037769784172662,0.00505443234836703,0.12264150943396226,0.5893597420543528,0.4106402579456472
