Used 2009 Datasets
Initialized Expression Datasets
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/CE_OnlyPos_ps/Original_x_b_113x25000x53_lr0.01_batch50_Train_/
./Yeast Resources/Pairwise/Spell/CE_OnlyPos_ps/Original_x_b_113x25000x53_lr0.01_batch50_Test_/
Time for 100 Batches: 0.37668563524882
100 Batch Cumulative Loss: 106.69521880149841
Time for 100 Batches: 0.3747082511583964
100 Batch Cumulative Loss: 112.11811909079552
Time for 100 Batches: 0.3755437215169271
100 Batch Cumulative Loss: 104.85447615385056
Time for 100 Batches: 0.3738770127296448
100 Batch Cumulative Loss: 108.06367963552475
Time for 100 Batches: 0.37775127092997235
100 Batch Cumulative Loss: 103.98705756664276
Time for 100 Batches: 0.3754883766174316
100 Batch Cumulative Loss: 104.34329038858414
Time for 100 Batches: 0.375760813554128
100 Batch Cumulative Loss: 105.61731374263763
Time for 100 Batches: 0.375785239537557
100 Batch Cumulative Loss: 105.37068921327591
Time for 100 Batches: 0.3827528675397237
100 Batch Cumulative Loss: 109.46025043725967
Time for 100 Batches: 0.37124924262364706
100 Batch Cumulative Loss: 102.47013092041016
Time for 100 Batches: 0.3769589066505432
100 Batch Cumulative Loss: 106.03620266914368
Time for 100 Batches: 0.3779017964998881
100 Batch Cumulative Loss: 107.39151561260223
Time for 100 Batches: 0.3733366131782532
100 Batch Cumulative Loss: 100.23807460069656
Time for 100 Batches: 0.3767600178718567
100 Batch Cumulative Loss: 102.91089540719986
Time for 100 Batches: 0.37647119363149006
100 Batch Cumulative Loss: 102.81796300411224
Time for 100 Batches: 0.37286648352940877
100 Batch Cumulative Loss: 100.71812719106674
Time for 100 Batches: 0.3747868736584981
100 Batch Cumulative Loss: 125.31039333343506
Time for 100 Batches: 0.3793980240821838
100 Batch Cumulative Loss: 110.15128666162491
Time for 100 Batches: 0.38038700421651206
100 Batch Cumulative Loss: 112.17399382591248
Time for 100 Batches: 0.3759640137354533
100 Batch Cumulative Loss: 106.43806105852127
Time for 100 Batches: 0.37471023003260295
100 Batch Cumulative Loss: 103.46110451221466
Time for 100 Batches: 0.3745132088661194
100 Batch Cumulative Loss: 110.5317594408989
Time for 100 Batches: 0.37833453019460045
100 Batch Cumulative Loss: 103.24903291463852
Time for 100 Batches: 0.37622369130452477
100 Batch Cumulative Loss: 105.383067548275
Time for 100 Batches: 0.3730135440826416
100 Batch Cumulative Loss: 107.12011075019836
Time for 100 Batches: 0.37965014775594075
100 Batch Cumulative Loss: 118.928759932518
Time for 100 Batches: 0.37509572903315225
100 Batch Cumulative Loss: 108.9643580019474
Time for 100 Batches: 0.3730666359265645
100 Batch Cumulative Loss: 104.64702868461609
Time for 100 Batches: 0.3739046613375346
100 Batch Cumulative Loss: 100.7271009683609
Time for 100 Batches: 0.3707764943440755
100 Batch Cumulative Loss: 98.12481719255447
Time for 100 Batches: 0.3738751173019409
100 Batch Cumulative Loss: 109.21462723612785
Time for 100 Batches: 0.3799448768297831
100 Batch Cumulative Loss: 112.71740680932999
Time for 100 Batches: 0.36908071438471474
100 Batch Cumulative Loss: 105.09533149003983
Time for 100 Batches: 0.3776575207710266
100 Batch Cumulative Loss: 97.6724693775177
Time for 100 Batches: 0.37527538537979127
100 Batch Cumulative Loss: 106.62372398376465
Time for 100 Batches: 0.377603010336558
100 Batch Cumulative Loss: 100.59706288576126
Time for 100 Batches: 0.37485003074010215
100 Batch Cumulative Loss: 107.38158237934113
Time for 100 Batches: 0.3803454717000326
100 Batch Cumulative Loss: 101.5358784198761
Time for 100 Batches: 0.3735359867413839
100 Batch Cumulative Loss: 99.28959229588509
Time for 100 Batches: 0.3753415902455648
100 Batch Cumulative Loss: 104.35895669460297
Time for 100 Batches: 0.3758878151575724
100 Batch Cumulative Loss: 102.60835945606232
Time for 100 Batches: 0.3771980325380961
100 Batch Cumulative Loss: 98.27440810203552
Time for 100 Batches: 0.37786579529444375
