File Name,Mean,Standard Deviation
Yamamoto_2005_PMID_15647283\2010.Yamamoto05.filter.flt.knn.avg.div.log.pcl,0.1405666156770288,0.7565517518384894
Yeang_2005_PMID_15998451\2010.Yeang05.flt.knn.avg.pcl,0.0068818325470542,0.4647662379428273
Alper_2006_PMID_17158319\GSE5185_setA_family.pcl,0.4098636763633421,0.884708516794497
Anderson_2006_PMID_16896209\GSE4261_setA_family.pcl,0.0012375782111083,0.2165982038231112
Angell_2006_PMID_17185230\GSE6185_setA_family.pcl,0.0559413757140665,0.5687119112771474
Aragon_2006_PMID_16507144\GSE3729_set0_family.pcl,0.0097750291960724,0.0711269168614515
Aragon_2006_PMID_16507144\GSE3729_set1_family.pcl,0.007680517351049,0.0612644674912198
Aragon_2006_PMID_16507144\GSE3729_set2_family.pcl,0.0067742165394394,0.069461188967691
Aragon_2006_PMID_16507144\GSE3729_set3_family.pcl,0.03960310313904,0.2434400972478335
Aragon_2006_PMID_16507144\GSE3729_set4_family.pcl,0.0385055961500489,0.2031859840409691
Aragon_2006_PMID_16507144\GSE3729_set5_family.pcl,0.0314509851027649,0.1644939938852016
Aragon_2006_PMID_16507144\GSE3729_set6_family.pcl,0.0799194424049667,0.3660670306317427
Auld_2006_PMID_16543154\GSE4272_set0_family.pcl,0.1477316713631739,0.3253068824821971
Benton_2006_PMID_17140446\GSE6018_set0_family.pcl,0.7060193031303508,0.6726863539873517
Benton_2006_PMID_17140446\GSE6018_set1_family.pcl,0.6052372182572341,0.5915552364786967
Chen_2006_PMID_16397762\GSE3160_setA_family.pcl,0.0550105538783911,0.4238482715914607
Chua_2006_PMID_16880382\GSE5499_set0_family.pcl,0.0041239161141525,0.1435074640566382
Chua_2006_PMID_16880382\GSE5499_set1_family.pcl,0.0062116578122287,0.1602720647523553
Dubacq_2006_PMID_16328372\GSE1914_setA_family.pcl,0.3838001006659839,0.408911087918527
Dubacq_2006_PMID_16328372\GSE1915_setA_family.pcl,0.2822973049933396,0.5570780777124424
Friedlander_2006_PMID_16542486\GSE3814_set0_family.pcl,0.0837563505629338,0.4881730167955545
Friedlander_2006_PMID_16542486\GSE3814_set1_family.pcl,0.0309791095770401,0.3369933671981813
Friedlander_2006_PMID_16542486\GSE3815_set0_family.pcl,0.0194052576882065,0.5191374839338927
Friedlander_2006_PMID_16542486\GSE3815_set1_family.pcl,0.0132193357593022,0.3234276246475087
Friedlander_2006_PMID_16542486\GSE3816_set0_family.pcl,0.065121131211465,0.4627407057420368
Friedlander_2006_PMID_16542486\GSE3816_set1_family.pcl,0.0442053308562568,0.3273112769113324
Friedlander_2006_PMID_16542486\GSE3820_setA_family.pcl,0.0234721187892909,0.3413354622658278
Fry_2006_PMID_17163986\GSE5301_setA_family.pcl,0.0162171279291963,0.3210447256703319
Gonzalez_2006_PMID_16973600\GSE6801_setA_family.pcl,0.0680998585737372,0.3292052536822032
Guan_2006_PMID_17166056\GSE3076_setA_family.pcl,0.0296141049285275,0.3548757079799438
Guo_2006_PMID_16122766\GSE2419_setA_family.pcl,0.010508188696903,0.4287357051484298
Guo_2006_PMID_16122766\GSE2420_setA_family.pcl,0.0167642590939528,0.4367119497836905
Irvin_2006_PMID_16407318\GSE3006_setA_family.pcl,0.3949315084852672,0.4277494823447757
Johanson_2006_PMID_16440349\GSE2818_set0_family.pcl,0.0088792068752144,0.5170386823186265
Kelly_2006_PMID_16720269\GSE4311_setA_family.pcl,0.0168866584095267,0.6330537274695629
Kresnowati_2006_PMID_16969341\GSE3821_setA_family.pcl,0.7625057792748502,0.6276379040243355
Kuranda_2006_PMID_16925551\GSE4049_setA_family.pcl,0.0328592664019355,0.3321685992802731
Lai_2006_PMID_16963631\2010.galactose_anoxia_reoxygenation.pcl,0.0152712242304738,0.4554107961006924
Lai_2006_PMID_16963631\2010.glucose_anoxia_reoxygenation.pcl,0.0175799557426916,0.3969802994572391
Landry_2006_PMID_16427747\GSE3021_setA_family.pcl,0.4526693113013892,0.392024768891368
Li_2006_PMID_17043222\GSE9302_setA_family.pcl,0.277481677219257,0.4761750719833434
Malagon_2006_PMID_16510790\GSE2831_setA_family.pcl,0.3106650248514796,0.4933587131638927
Mendiratta_2006_PMID_16415340\GSE3354_setA_family.pcl,0.0368495999520645,0.4605353233557277
Oberstrass_2006_PMID_16429156\GSE3859_setA_family.pcl,0.0155276288414067,0.6285420942367481
Parra_2006_PMID_16648479\GSE3806_setA_family.pcl,0.0703121484023616,0.4093238324182641
Pramila_2006_PMID_16912276\GSE4987_setA_family.pcl,0.0079135170626869,0.3189016145178184
Reinke_2006_PMID_16923813\GSE4584_set0_family.pcl,0.0097901967111278,0.5955258052564749
Reinke_2006_PMID_16923813\GSE4584_set1_family.pcl,0.0542248362078384,0.5618566373436451
Reinke_2006_PMID_16923813\GSE4586_setA_family.pcl,0.038108043893697,0.544672970332528
Roberts_2006_PMID_16741729\2010.glucose_glycerol_transition.pcl,0.0590358851385956,0.8892022527263377
Ronen_2006_PMID_16381818\GSE4158_set0_family.pcl,0.037397584951133524,0.31781522430438885
Scherens_2006_PMID_16879428\GSE2891_setA_family.pcl,0.6382174063930582,0.6336102154892105
Schrader_2006_PMID_16987817\GSE5290_setA_family.pcl,0.03580876118945874,0.5352244028762405
Simons_2006_PMID_16870766\GSE4669_setA_family.pcl,0.02684340804672807,0.5192372045684605
Tanaka_2006_PMID_16943074\GSE3043_setA_family.pcl,0.5505565476891885,0.6531395330331353
Yu_2006_PMID_16461773\GSE4135_setA_family.pcl,0.05169534674009673,0.38368858462883615
Barbara_2007_PMID_17124610\GSE5027_setA_family.pcl,0.16656456650417453,0.6183946792710249
Boer_2007_PMID_17419774\GSE6405_setA_family.pcl,0.027194577671582794,0.3472016898952572
Carter_2007_PMID_17389876\GSE5938_setA_family.pcl,0.865301256113688,0.7468905290563955
Daran-Lapujade_2007_PMID_17898166\GSE9232_setA_family.pcl,0.13996656829451978,0.5269539026677431
Dettman_2007_PMID_17538619\GSE6870_setA_family.pcl,0.00040153397996721055,0.45631200643676717
De_Nicola_2007_PMID_17933919\GSE8035_setA_family.pcl,0.4940232061691833,0.6067895440580677
De_Nicola_2007_PMID_17933919\GSE8089_setA_family.pcl,0.23717632247768947,0.5861995424256687
Dong_2007_PMID_17317628\GSE6647_setA_family.pcl,0.023195496714117452,0.47290591333463494
Hickman_2007_PMID_17785431\GSE8613_setA_family.pcl,0.0025393498425602336,0.5108173253969859
Huisinga_2007_PMID_17407552\GSE7385_setA_family.pcl,0.6145197446576885,0.48141959032453857
Hu_2007_PMID_17417638\GSE4654_setA_family.pcl,0.02336417507745733,0.18015910309932354
Iwahashi_2007_PMID_17408496\GSE6118_setA_family.pcl,0.010870393410661837,0.3874084297603486
Iwahashi_2007_PMID_18075112\GSE8718_setA_family.pcl,0.003217190274272857,0.41937684302493405
James_2007_PMID_17660549\GSE9432_setA_family.pcl,0.07663464797002484,0.5432915741321319
Jin_2007_PMID_17664279\GSE6331_setA_family.pcl,0.13001544397268466,0.3533075374755715
Johansson_2007_PMID_18087042\GSE9482_setA_family.pcl,0.032448492749828854,0.2936859136214449
Joseph-Strauss_2007_PMID_17999778\GSE7393_set0_family.pcl,0.010312850191197624,0.31967097241532516
Joseph-Strauss_2007_PMID_17999778\GSE7393_set1_family.pcl,0.022448864173153952,0.8897752625569616
Joseph-Strauss_2007_PMID_17999778\GSE7393_set2_family.pcl,0.0006249226661487917,0.5212474587190469
Joseph-Strauss_2007_PMID_17999778\GSE7393_set3_family.pcl,0.0037187988942523897,0.3526594343182592
Joseph-Strauss_2007_PMID_17999778\GSE7393_set4_family.pcl,0.004124732358768052,0.5207000647559973
Joseph-Strauss_2007_PMID_17999778\GSE7393_set5_family.pcl,0.004419963767592234,0.5907225608281197
Knijnenburg_2007_PMID_17241460\GSE4807_setA_family.pcl,0.26057794528155076,0.33188727588437805
Komili_2007_PMID_17981122\GSE8761_setA_family.pcl,0.2077243992629128,0.27988502065789794
Kugou_2007_PMID_17396017\GSE6620_setA_family.pcl,0.1740851039825455,0.5103973266117272
Landry_2007_PMID_17525304\GSE7537_setA_family.pcl,0.5337372449443816,0.5280914270894823
Levy_2007_PMID_17327914\GSE6302_set00_family.pcl,0.003873850843965322,0.48697231840180283
Levy_2007_PMID_17327914\GSE6302_set01_family.pcl,0.002829680068781014,0.5538389453171336
Levy_2007_PMID_17327914\GSE6302_set02_family.pcl,0.004242356328807862,0.49351102426906845
Levy_2007_PMID_17327914\GSE6302_set03_family.pcl,0.006824441150863899,0.5590926032869775
Levy_2007_PMID_17327914\GSE6302_set04_family.pcl,0.002767586765137023,0.4684343025439657
Levy_2007_PMID_17327914\GSE6302_set05_family.pcl,0.0076031987602013145,0.5065224993421564
Levy_2007_PMID_17327914\GSE6302_set06_family.pcl,0.0043699778821829054,0.6109246959077571
Levy_2007_PMID_17327914\GSE6302_set07_family.pcl,0.005178728614626385,0.4508194581908484
Levy_2007_PMID_17327914\GSE6302_set08_family.pcl,0.002305529849214148,0.6568852955735733
