GO Term,AUC,Average Precision
GO:0000054,0.939966228006433,0.2977893979485079
GO:0000278,0.7655581033893502,0.18322279734232208
GO:0000747,0.8437160769113319,0.2336702098142017
GO:0001403,0.7897699092628794,0.20716026815162464
GO:0002181,0.849090906909921,0.25363187938928605
GO:0006260,0.8341363166282906,0.23264860342578456
GO:0006281,0.7840426836683658,0.19219868157804013
GO:0006310,0.8174218070126478,0.1988513772690838
GO:0006325,0.8548987610272174,0.2429342328851873
GO:0006352,0.8834788141047413,0.2685120993900028
GO:0006353,0.8799037739175634,0.2650349618927882
GO:0006360,0.8763300474543463,0.2603730123164979
GO:0006364,0.919958458807166,0.2873023490045558
GO:0006366,0.7736864136578938,0.1923132964961908
GO:0006383,0.8371889988871143,0.24583949678526684
GO:0006397,0.8066146957521771,0.20638768869570712
GO:0006401,0.872656232370815,0.2540561819598079
GO:0006413,0.905267463078754,0.2612462868886915
GO:0006414,0.873785047705409,0.2521426305195668
GO:0006418,0.9409763892528672,0.2947396171178929
GO:0006457,0.8474277181215161,0.2405293410163034
GO:0006468,0.8186047117493687,0.22789206654713912
GO:0006470,0.8242183528823003,0.2260097503404342
GO:0006486,0.8254392454414206,0.24580089130455798
GO:0006629,0.7763077642133523,0.19836197148534385
GO:0006811,0.8090228591202335,0.2107403865456581
GO:0006865,0.8546664536342723,0.250294846334918
GO:0006869,0.7877316222747807,0.2156065575434196
GO:0006873,0.8485965406931619,0.23761151764000005
GO:0006887,0.8778830260273217,0.2555319698920304
GO:0006897,0.8284047443839637,0.2070562155808915
GO:0006970,0.8181253191442652,0.22537863960658963
GO:0006979,0.8713141110986471,0.25460985736887565
GO:0007005,0.8371411136812107,0.22762827984108167
GO:0007010,0.8233363571300764,0.21147097723931074
GO:0007031,0.8783601398204501,0.2532648136206185
GO:0007033,0.8365684766024775,0.2335492228723385
GO:0007059,0.8233273789697771,0.21713129723478447
GO:0007124,0.805706565973169,0.21709719343144784
GO:0008033,0.8911330195694358,0.27077745789357205
GO:0008380,0.8194340528540038,0.21283025849746032
GO:0008643,0.9104320101498576,0.2763285375865255
GO:0009408,0.8736949510546401,0.24557131233088897
GO:0009451,0.868294180176951,0.2496743735576218
GO:0016197,0.8787862415035966,0.2661841678616944
GO:0032196,0.8972203943438468,0.26134599040177736
GO:0032543,0.9527377553288613,0.3080487754663283
GO:0042273,0.9500364762409061,0.30514740290492776
GO:0042274,0.9460507174818248,0.29952214046567677
GO:0045333,0.8911259878320958,0.26336324067684735
GO:0051321,0.8115797272652642,0.20662174143032594
GO:0051603,0.8365394950969652,0.23184701419621706
GO:0051726,0.7815775890390134,0.1939662061137232
