Gene A,Gene B,Label,Score,Precision,Recall,False Positive Rate
YML129C,YLR423C,0,0.05159352,0.0,0.0,0.00010010010009864345
YLR085C,YGL150C,1,0.047707543,0.5,0.0009900990407913923,0.00010010010009864345
YGL150C,YLR085C,1,0.047707543,0.6666666865348816,0.0019801980815827847,0.00010010010009864345
YDL181W,YKL173W,0,0.0438788,0.5,0.0019801980815827847,0.0002002002001972869
YKL014C,YBR046C,0,0.04343578,0.4000000059604645,0.0019801980815827847,0.00030030030757188797
YOL017W,YPR052C,1,0.040388357,0.5,0.002970297122374177,0.00030030030757188797
YLR399C,YPR052C,1,0.039854113,0.5714285969734192,0.003960396163165569,0.00030030030757188797
YAL011W,YJL080C,1,0.03955957,0.625,0.004950494971126318,0.00030030030757188797
YBL002W,YNR023W,1,0.03855818,0.6666666865348816,0.005940594244748354,0.00030030030757188797
YGL136C,YLR070C,0,0.038433913,0.6000000238418579,0.005940594244748354,0.0004004004003945738
YDR334W,YDL002C,1,0.038215607,0.6363636255264282,0.006930693052709103,0.0004004004003945738
YNL030W,YER030W,1,0.036919035,0.6666666865348816,0.007920792326331139,0.0004004004003945738
YPR018W,YGR274C,1,0.036487967,0.692307710647583,0.0089108906686306,0.0004004004003945738
YNL081C,YLR189C,0,0.035235487,0.6428571343421936,0.0089108906686306,0.0005005004932172596
YLL031C,YOL126C,0,0.03519307,0.6000000238418579,0.0089108906686306,0.0006006006151437759
YIL154C,YHR197W,0,0.034508444,0.5625,0.0089108906686306,0.0007007006788626313
YKR031C,YDR478W,0,0.034270585,0.529411792755127,0.0089108906686306,0.0008008008007891476
YLR272C,YJL080C,1,0.033847652,0.5555555820465088,0.009900989942252636,0.0008008008007891476
YDR231C,YJL057C,0,0.033179928,0.5263158082962036,0.009900989942252636,0.0009009009227156639
YDR071C,YJL076W,1,0.032835644,0.550000011920929,0.010891089215874672,0.0009009009227156639
YBR245C,YJL115W,1,0.032787606,0.5714285969734192,0.011881188489496708,0.0009009009227156639
YLR438C-A,YBR104W,0,0.03255842,0.5454545617103577,0.011881188489496708,0.0010010009864345193
YOL115W,YKL116C,0,0.031725187,0.52173912525177,0.011881188489496708,0.0011011010501533747
YDL205C,YLR304C,0,0.031524796,0.5,0.011881188489496708,0.0012012012302875519
YCL061C,YKL160W,1,0.031360153,0.5199999809265137,0.01287128683179617,0.0012012012302875519
YKL049C,YGL207W,1,0.031157209,0.5384615659713745,0.013861386105418205,0.0012012012302875519
YOL052C-A,YHR172W,0,0.030612309,0.5185185074806213,0.013861386105418205,0.0013013012940064073
YKL049C,YBR054W,0,0.030527167,0.5,0.013861386105418205,0.0014014013577252626
YGR116W,YOL006C,1,0.030204482,0.517241358757019,0.014851485379040241,0.0014014013577252626
YDL175C,YCR027C,0,0.030151857,0.5,0.014851485379040241,0.0015015015378594398
YER111C,YDL072C,0,0.030071223,0.4838709533214569,0.014851485379040241,0.0016016016015782952
YBL002W,YML102W,1,0.029488653,0.5,0.015841584652662277,0.0016016016015782952
YIL050W,YGL145W,0,0.029291712,0.4848484992980957,0.015841584652662277,0.0017017016652971506
YDL120W,YGL205W,0,0.028668948,0.47058823704719543,0.015841584652662277,0.0018018018454313278
YBR050C,YHR062C,0,0.02857887,0.4571428596973419,0.015841584652662277,0.0019019019091501832
