Gene A,Gene B,Label,Score,Precision,Recall,False Positive Rate
YOR208W,YBL056W,1,0.06649019,1.0,0.001347708865068853,0.0
YIL113W,YOR090C,1,0.061721466,1.0,0.002695417730137706,0.0
YFR003C,YOR208W,1,0.058820087,1.0,0.004043126478791237,0.0
YPL179W,YLR361C,1,0.0572503,1.0,0.005390835460275412,0.0
YMR036C,YIL113W,1,0.052669168,1.0,0.006738544441759586,0.0
YNL128W,YDL236W,1,0.05204826,1.0,0.008086252957582474,0.0
YNL128W,YOR014W,1,0.050589647,1.0,0.009433962404727936,0.0
YPL137C,YNR032W,1,0.04244578,1.0,0.010781670920550823,0.0
YDR481C,YBL046W,1,0.041430585,1.0,0.012129380367696285,0.0
YFR003C,YDL230W,1,0.039854523,1.0,0.013477088883519173,0.0
YOR014W,YBL056W,1,0.038509693,1.0,0.01482479739934206,0.0
YMR251W-A,YBR005W,0,0.038368743,0.9166666865348816,0.01482479739934206,0.00013497097825165838
YPL179W,YGR161C,1,0.038326748,0.9230769276618958,0.016172505915164948,0.00013497097825165838
YBR156C,YOR080W,0,0.037340652,0.8571428656578064,0.016172505915164948,0.00026994195650331676
YOR014W,YBR045C,1,0.037154034,0.8666666746139526,0.01752021536231041,0.00026994195650331676
YPR102C,YPL037C,0,0.036019176,0.8125,0.01752021536231041,0.00040491294930689037
YOL115W,YDL060W,0,0.03440065,0.7647058963775635,0.01752021536231041,0.0005398839130066335
YDL236W,YBR045C,1,0.03438434,0.7777777910232544,0.01886792480945587,0.0005398839130066335
YDR075W,YFR003C,1,0.033764753,0.7894737124443054,0.020215634256601334,0.0005398839130066335
YBL046W,YGR161C,1,0.032363527,0.800000011920929,0.021563341841101646,0.0005398839130066335
YPL137C,YER054C,1,0.03213161,0.8095238208770752,0.02291105128824711,0.0005398839130066335
YPR073C,YPR134W,0,0.031986967,0.7727272510528564,0.02291105128824711,0.0006748549058102071
YPR073C,YBL046W,1,0.03158487,0.782608687877655,0.02425876073539257,0.0006748549058102071
YKL148C,YPL226W,0,0.031249158,0.75,0.02425876073539257,0.0008098258986137807
YNR032W,YOR208W,1,0.031114317,0.7599999904632568,0.025606468319892883,0.0008098258986137807
YCL038C,YLR034C,0,0.031109877,0.7307692170143127,0.025606468319892883,0.0009447968914173543
YJR052W,YHR070W,0,0.030425765,0.7037037014961243,0.025606468319892883,0.001079767826013267
YGL190C,YBL056W,1,0.03028008,0.7142857313156128,0.026954177767038345,0.001079767826013267
YDL236W,YDL188C,1,0.030003704,0.7241379022598267,0.028301887214183807,0.001079767826013267
YJR121W,YNR037C,0,0.029463809,0.699999988079071,0.028301887214183807,0.0012147388188168406
YNL066W,YNL209W,0,0.029229883,0.6774193644523621,0.028301887214183807,0.0013497098116204143
YHR150W,YLR214W,0,0.02922501,0.65625,0.028301887214183807,0.0014846808044239879
YMR316W,YDR456W,0,0.028810294,0.6363636255264282,0.028301887214183807,0.0016196517972275615
YDL006W,YFR003C,1,0.028758962,0.6470588445663452,0.02964959479868412,0.0016196517972275615
YOR064C,YMR139W,0,0.028696265,0.6285714507102966,0.02964959479868412,0.001754622790031135
YOR113W,YDR179C,0,0.028651007,0.6111111044883728,0.02964959479868412,0.0018895937828347087
YFR003C,YBR125C,1,0.028438654,0.6216216087341309,0.030997304245829582,0.0018895937828347087
YJL151C,YLR214W,0,0.028367925,0.6052631735801697,0.030997304245829582,0.0020245646592229605
YPL179W,YDR075W,1,0.028205395,0.6153846383094788,0.032345011830329895,0.0020245646592229605
YKR060W,YDR397C,0,0.028203864,0.6000000238418579,0.032345011830329895,0.002159535652026534
YIL153W,YDR469W,0,0.027781557,0.5853658318519592,0.032345011830329895,0.0022945066448301077
YLR015W,YKL156W,0,0.027734693,0.5714285969734192,0.032345011830329895,0.0024294776376336813
YDR529C,YLR421C,0,0.027651027,0.5581395626068115,0.032345011830329895,0.002564448630437255
YGR002C,YPR081C,0,0.027575707,0.5454545617103577,0.032345011830329895,0.0026994196232408285
YGR280C,YJR048W,0,0.02725096,0.5333333611488342,0.032345011830329895,0.002834390616044402
YML016C,YNL067W,0,0.027049221,0.52173912525177,0.032345011830329895,0.0029693616088479757
YAL016W,YPL137C,1,0.026990473,0.5319148898124695,0.03369272127747536,0.0029693616088479757
YDR244W,YPL157W,0,0.026894752,0.5208333134651184,0.03369272127747536,0.0031043326016515493
YKL021C,YDR087C,0,0.026824541,0.5102040767669678,0.03369272127747536,0.003239303594455123
YKL099C,YLR200W,0,0.026745627,0.5,0.03369272127747536,0.0033742745872586966
YDL201W,YHR052W,0,0.026706554,0.4901960790157318,0.03369272127747536,0.00350924558006227
YCR053W,YHR150W,0,0.026606277,0.48076921701431274,0.03369272127747536,0.0036442165728658438
YPL137C,YIL113W,1,0.026564484,0.49056604504585266,0.03504043072462082,0.0036442165728658438
YKL040C,YDR534C,0,0.026460012,0.48148149251937866,0.03504043072462082,0.0037791875656694174
YPL173W,YDR341C,0,0.026459895,0.4727272689342499,0.03504043072462082,0.003914158325642347
YGR254W,YBR286W,0,0.025900066,0.4642857015132904,0.03504043072462082,0.004049129318445921
YGR038W,YIL016W,0,0.025875423,0.45614033937454224,0.03504043072462082,0.0041841003112494946
YER133W,YBL056W,1,0.025867142,0.4655172526836395,0.03638814017176628,0.0041841003112494946
YBL046W,YFR003C,1,0.025568798,0.47457626461982727,0.03773584961891174,0.0041841003112494946
YIL136W,YBR273C,0,0.025541998,0.46666666865348816,0.03773584961891174,0.004319071304053068
YDR481C,YNL053W,1,0.025433663,0.4754098355770111,0.039083559066057205,0.004319071304053068
YNL254C,YML113W,0,0.025229836,0.4677419364452362,0.039083559066057205,0.004454042296856642
YCR021C,YIL114C,0,0.025099251,0.460317462682724,0.039083559066057205,0.004589013289660215
YNL173C,YBR082C,0,0.024935443,0.453125,0.039083559066057205,0.004723984282463789
YDR399W,YOL080C,0,0.024898455,0.446153849363327,0.039083559066057205,0.004858955275267363
YOR208W,YNL032W,1,0.024844471,0.4545454680919647,0.04043126851320267,0.004858955275267363
YPR134W,YLR242C,0,0.024805374,0.447761207818985,0.04043126851320267,0.004993926268070936
