Gene,Label,Annos,Score,Background Score,Precision,Recall,False Positive Rate
YGL153W,1,+/+,103.62332796305418,1480.4335711747408,0.05819295558958652,0.14615384615384616,0.18189884649511978
YAL030W,-1,-/-,103.60286775231361,1445.6845830008388,0.0581039755351682,0.14615384615384616,0.18219461697722567
YBR010W,-1,-/-,103.5150847285986,1498.7413236647844,0.05801526717557252,0.14615384615384616,0.18249038745933155
YMR036C,-1,-/-,103.50833357870579,1492.6343143209815,0.057926829268292686,0.14615384615384616,0.18278615794143743
YNL020C,-1,-/-,103.47977527976036,1342.7863495275378,0.0578386605783866,0.14615384615384616,0.18308192842354334
YHR069C,-1,-/-,103.45811040699482,1461.027158908546,0.057750759878419454,0.14615384615384616,0.18337769890564923
YIL120W,-1,-/-,103.43103183805943,1593.0580813586712,0.057663125948406675,0.14615384615384616,0.1836734693877551
YOR275C,-1,-/-,103.42405977100134,1534.7926349118352,0.05757575757575758,0.14615384615384616,0.183969239869861
YNL030W,-1,-/-,103.38121899217367,1501.730930864811,0.057488653555219364,0.14615384615384616,0.18426501035196688
YAL007C,-1,-/+,103.36083313822746,1362.261698976159,0.05740181268882175,0.14615384615384616,0.18456078083407276
YNR019W,-1,-/-,103.35836279392242,1533.0241430699825,0.05731523378582202,0.14615384615384616,0.18485655131617865
YOR207C,-1,-/-,103.35266888141632,1319.3044459149241,0.0572289156626506,0.14615384615384616,0.18515232179828453
YDL188C,-1,-/-,103.34846801310778,1465.7752149254084,0.05714285714285714,0.14615384615384616,0.18544809228039041
YHR169W,-1,-/-,103.33268352597952,1433.6858295202255,0.057057057057057055,0.14615384615384616,0.1857438627624963
YEL016C,-1,-/-,103.29096253961325,1427.3931432664394,0.05697151424287856,0.14615384615384616,0.18603963324460218
YPL061W,-1,-/-,103.21245242655277,1434.8682921305299,0.05688622754491018,0.14615384615384616,0.18633540372670807
YPL046C,-1,-/-,103.19777282327414,1512.799150928855,0.05680119581464873,0.14615384615384616,0.18663117420881395
YAR003W,-1,-/-,103.15439484268427,1305.6431407108903,0.056716417910447764,0.14615384615384616,0.18692694469091983
YDR011W,-1,-/-,103.09607668220997,1494.87856079638,0.05663189269746647,0.14615384615384616,0.18722271517302574
YKL195W,1,+/+,103.0639153495431,1464.856127165258,0.05803571428571429,0.15,0.18722271517302574
YCR067C,-1,-/+,103.0625847876072,1405.8684467300773,0.05794947994056464,0.15,0.18751848565513163
YDR160W,-1,-/-,103.0439715757966,1391.5899906679988,0.057863501483679525,0.15,0.1878142561372375
YGL206C,-1,-/+,103.01234501600266,1403.1215148046613,0.057777777777777775,0.15,0.1881100266193434
YIL038C,-1,-/-,103.0106928423047,1440.3975899145007,0.057692307692307696,0.15,0.18840579710144928
YMR006C,-1,-/-,103.00692473351955,1374.162729330361,0.05760709010339734,0.15,0.18870156758355516
YDR293C,-1,-/-,102.9666320681572,1492.7084983065724,0.05752212389380531,0.15,0.18899733806566105
YPL058C,-1,-/-,102.96023794263601,1438.192928723991,0.05743740795287187,0.15,0.18929310854776693
YHR181W,-1,-/+,102.95241458714008,1352.7912760153413,0.057352941176470586,0.15,0.18958887902987281
YGR135W,-1,-/-,102.93415381014347,1428.1846755966544,0.05726872246696035,0.15,0.1898846495119787
YDR252W,-1,-/+,102.92881441861391,1451.7856034860015,0.05718475073313783,0.15,0.19018041999408458
YNL048W,-1,-/-,102.86851182579994,1396.8884640336037,0.05710102489019034,0.15,0.19047619047619047
YML075C,-1,-/-,102.82227678596973,1433.932003647089,0.05701754385964912,0.15,0.19077196095829635
YEL034W,-1,-/-,102.79975962638855,1435.9794657677412,0.05693430656934306,0.15,0.19106773144040226
YDR381W,-1,-/-,102.76489391177893,1381.512417562306,0.056851311953352766,0.15,0.19136350192250814
YAL031C,-1,-/-,102.660904109478,1396.1692201793194,0.056768558951965066,0.15,0.19165927240461403
YNR030W,-1,-/-,102.65933280438185,1377.027272440493,0.056686046511627904,0.15,0.1919550428867199
YAL026C,1,+/+,102.63640040904284,1397.7436552122235,0.05805515239477504,0.15384615384615385,0.1919550428867199
YDR126W,-1,-/+,102.57356894016266,1444.4526013955474,0.057971014492753624,0.15384615384615385,0.1922508133688258
YGL232W,-1,-/-,102.56031061708927,1353.0025359094143,0.05788712011577424,0.15384615384615385,0.19254658385093168
YJL198W,-1,-/-,102.51732056587934,1400.9394325390458,0.057803468208092484,0.15384615384615385,0.19284235433303756
YKL006C-A,-1,-/+,102.50808468461037,1476.5568383038044,0.05772005772005772,0.15384615384615385,0.19313812481514345
YJL062W,-1,-/-,102.48896990716457,1475.9688171893358,0.05763688760806916,0.15384615384615385,0.19343389529724933
YMR129W,1,+/+,102.39227259904146,1403.5484609901905,0.058992805755395686,0.1576923076923077,0.19343389529724933
YPR031W,-1,-/-,102.39044164866209,1518.5284496247768,0.05890804597701149,0.1576923076923077,0.19372966577935521
YJR068W,-1,-/-,102.36575115472078,1319.2085801661015,0.058823529411764705,0.1576923076923077,0.1940254362614611
YLR172C,-1,-/-,102.3378824070096,1360.587318725884,0.05873925501432665,0.1576923076923077,0.19432120674356698
YOR014W,-1,-/-,102.3262930214405,1425.019301019609,0.058655221745350504,0.1576923076923077,0.19461697722567287
YCR086W,-1,-/-,102.30139394849539,1354.0861049816012,0.05857142857142857,0.1576923076923077,0.19491274770777878
YDR137W,-1,-/-,102.29444343596697,1383.0921580791473,0.05848787446504993,0.1576923076923077,0.19520851818988466
YHR107C,-1,-/-,102.29313961416483,1386.8710372820497,0.0584045584045584,0.1576923076923077,0.19550428867199054
YNL099C,-1,-/-,102.24189566075802,1333.4605461731553,0.05832147937411095,0.1576923076923077,0.19580005915409643
YHL009C,-1,-/-,102.22656360268593,1413.3837142512202,0.05823863636363636,0.1576923076923077,0.1960958296362023
YJL003W,-1,-/-,102.21250766515732,1430.2065700739622,0.05815602836879433,0.1576923076923077,0.1963916001183082
YOR307C,-1,-/-,102.15978688001633,1389.3306511119008,0.05807365439093484,0.1576923076923077,0.19668737060041408
YLR342W,-1,-/-,102.15306220203638,1403.5027551949024,0.05799151343705799,0.1576923076923077,0.19698314108251996
YPR010C,-1,-/-,102.14014654606581,1360.8630446121097,0.05790960451977401,0.1576923076923077,0.19727891156462585
YMR199W,-1,-/-,102.13753800094128,1366.837969608605,0.05782792665726375,0.1576923076923077,0.19757468204673173
YMR182C,-1,-/-,102.11592018604279,1425.5745957419276,0.057746478873239436,0.1576923076923077,0.19787045252883761
YHR129C,-1,-/-,102.1127515733242,1357.6475685834885,0.057665260196905765,0.1576923076923077,0.1981662230109435
YJR040W,-1,-/-,102.0944361537695,1352.6987319216132,0.05758426966292135,0.1576923076923077,0.19846199349304938
YMR288W,-1,-/-,102.06887538731098,1395.1947456672788,0.05750350631136045,0.1576923076923077,0.19875776397515527
YJL179W,-1,-/-,102.06595468521118,1332.2153251245618,0.05742296918767507,0.1576923076923077,0.19905353445726118
YHL028W,1,+/+,102.04876253008842,1386.7401369586587,0.05874125874125874,0.16153846153846155,0.19905353445726118
YDL147W,-1,-/-,102.04374741017818,1426.0529363751411,0.05865921787709497,0.16153846153846155,0.19934930493936706
YML115C,-1,-/-,102.03432160615921,1357.0483587756753,0.058577405857740586,0.16153846153846155,0.19964507542147295
YER120W,1,+/+,102.01107776910067,1402.513687543571,0.05988857938718663,0.16538461538461538,0.19964507542147295
YNL002C,-1,-/-,101.96906649321318,1376.379223242402,0.059805285118219746,0.16538461538461538,0.19994084590357883
YFL022C,-1,-/-,101.92765461653471,1309.0650363117456,0.059722222222222225,0.16538461538461538,0.2002366163856847
YDR435C,-1,-/-,101.88603860884905,1485.7037795037031,0.059639389736477116,0.16538461538461538,0.2005323868677906
YIL008W,-1,-/-,101.87516424804926,1444.879979453981,0.05955678670360111,0.16538461538461538,0.20082815734989648
YMR308C,1,+/+,101.87125308811665,1308.4843361750245,0.06085753803596127,0.16923076923076924,0.20082815734989648
YPL231W,-1,-/-,101.8270645737648,1448.3490651324391,0.06077348066298342,0.16923076923076924,0.20112392783200236
YML107C,-1,-/-,101.82509511709213,1463.7120481580496,0.060689655172413794,0.16923076923076924,0.20141969831410825
YLR107W,-1,-/-,101.81513481587172,1453.6396533250809,0.06060606060606061,0.16923076923076924,0.20171546879621413
YKL144C,-1,-/-,101.80143581330776,1371.0251215696335,0.06052269601100413,0.16923076923076924,0.20201123927832002
YKL051W,-1,-/-,101.79535938799381,1508.2122962102294,0.06043956043956044,0.16923076923076924,0.2023070097604259
YPL063W,1,+/+,101.76274932920933,1380.443613231182,0.06172839506172839,0.17307692307692307,0.2023070097604259
YDR425W,-1,-/+,101.74208295345306,1415.2085464149714,0.06164383561643835,0.17307692307692307,0.20260278024253178
YJL109C,-1,-/-,101.71035481244326,1385.5580331981182,0.06155950752393981,0.17307692307692307,0.2028985507246377
YJR065C,-1,-/-,101.68136062473059,1385.4583726376295,0.06147540983606557,0.17307692307692307,0.20319432120674358
YNL032W,-1,-/-,101.67750731855631,1432.711780384183,0.061391541609822645,0.17307692307692307,0.20349009168884946
YFL039C,-1,-/+,101.66156220436096,1361.0358680412173,0.06130790190735695,0.17307692307692307,0.20378586217095535
YBR077C,-1,-/+,101.65155474841595,1382.787925556302,0.061224489795918366,0.17307692307692307,0.20408163265306123
YDR311W,-1,-/-,101.64850618690252,1472.686194986105,0.06114130434782609,0.17307692307692307,0.2043774031351671
YNR002C,-1,-/-,101.63382823765278,1477.919554322958,0.06105834464043419,0.17307692307692307,0.204673173617273
YLR095C,-1,-/-,101.62838451564312,1370.4001939743757,0.06097560975609756,0.17307692307692307,0.20496894409937888
YPR102C,-1,-/-,101.58478853851557,1285.7905459702015,0.06089309878213803,0.17307692307692307,0.20526471458148476
YLR220W,-1,-/-,101.56572480499744,1402.3274894058704,0.060810810810810814,0.17307692307692307,0.20556048506359065
YIL160C,-1,-/-,101.55078303813934,1454.0654855892062,0.06072874493927125,0.17307692307692307,0.20585625554569653
YDL058W,-1,-/+,101.53522615134716,1372.9282911121845,0.06064690026954178,0.17307692307692307,0.20615202602780242
YBR212W,-1,-/-,101.46428854763508,1495.793958351016,0.06056527590847914,0.17307692307692307,0.2064477965099083
YHR171W,1,+/+,101.43560088425875,1383.4066864699125,0.06182795698924731,0.17692307692307693,0.2064477965099083
YPL116W,-1,-/-,101.41037286818027,1335.4036982133985,0.06174496644295302,0.17692307692307693,0.2067435669920142
YGL145W,-1,-/+,101.40476767718792,1442.7807481586933,0.06166219839142091,0.17692307692307693,0.2070393374741201
YMR038C,-1,-/-,101.39597184211016,1395.4791890233755,0.06157965194109773,0.17692307692307693,0.20733510795622598
YOL017W,-1,-/-,101.38931499421597,1360.0714845433831,0.06149732620320856,0.17692307692307693,0.20763087843833186
YGL241W,1,+/+,101.3791228607297,1331.5840637534857,0.06275033377837116,0.18076923076923077,0.20763087843833186
YOR136W,-1,-/-,101.34816501289606,1342.7526413872838,0.06266666666666666,0.18076923076923077,0.20792664892043775
YDR106W,-1,-/-,101.33519477397203,1407.3254834413528,0.06258322237017311,0.18076923076923077,0.20822241940254363
YPR025C,-1,-/-,101.3242791518569,1405.876495949924,0.0625,0.18076923076923077,0.2085181898846495
YDL212W,-1,-/+,101.311498939991,1356.048225298524,0.06241699867197875,0.18076923076923077,0.2088139603667554
YLR361C,-1,-/-,101.30603213608265,1377.5654793158174,0.0623342175066313,0.18076923076923077,0.20910973084886128
YFL018C,-1,-/-,101.28456062078476,1476.2959896624088,0.06225165562913907,0.18076923076923077,0.20940550133096716
YNL339C,-1,-/-,101.27988661825657,1435.7837079390883,0.062169312169312166,0.18076923076923077,0.20970127181307305
YJL139C,-1,-/-,101.25095724314451,1440.8484908044338,0.062087186261558784,0.18076923076923077,0.20999704229517893
YNL001W,-1,-/-,101.2297570630908,1394.9842156991363,0.06200527704485488,0.18076923076923077,0.21029281277728482
YPL249C,-1,-/+,101.2235359698534,1391.5487797036767,0.061923583662714096,0.18076923076923077,0.2105885832593907
YLL035W,-1,-/-,101.21816024929285,1396.077391564846,0.06184210526315789,0.18076923076923077,0.2108843537414966
YNL167C,-1,-/-,101.21328359097242,1463.174496077001,0.06176084099868594,0.18076923076923077,0.2111801242236025
YNL243W,-1,-/-,101.1852558851242,1337.0960465669632,0.06167979002624672,0.18076923076923077,0.21147589470570838
YGR152C,-1,-/-,101.17848839610815,1410.063917607069,0.061598951507208385,0.18076923076923077,0.21177166518781426
YNL283C,-1,-/-,101.17689177393913,1356.78541778028,0.061518324607329845,0.18076923076923077,0.21206743566992015
YJL104W,1,+/+,101.16469463706017,1456.1793048456311,0.06274509803921569,0.18461538461538463,0.21206743566992015
YLR447C,-1,-/-,101.13189213722944,1292.4867717772722,0.06266318537859007,0.18461538461538463,0.21236320615202603
YKL185W,-1,-/-,101.13178221136332,1463.1692595928907,0.06258148631029987,0.18461538461538463,0.2126589766341319
YOL001W,-1,-/-,101.08802142739296,1431.9757060483098,0.0625,0.18461538461538463,0.2129547471162378
YNL323W,-1,-/-,101.06346683204174,1451.2398340031505,0.06241872561768531,0.18461538461538463,0.21325051759834368
YGL098W,-1,-/+,101.03306677937508,1356.5141376778483,0.06233766233766234,0.18461538461538463,0.21354628808044956
YIL131C,-1,-/-,101.0311609134078,1307.6543638706207,0.0622568093385214,0.18461538461538463,0.21384205856255545
YMR186W,-1,-/-,101.02248679101467,1339.9170784279704,0.06217616580310881,0.18461538461538463,0.21413782904466133
YOR081C,-1,-/-,101.0148960351944,1420.5671949833632,0.062095730918499355,0.18461538461538463,0.21443359952676722
YDL192W,-1,-/+,100.99519120901823,1382.3404070436954,0.06201550387596899,0.18461538461538463,0.21472937000887313
YLR451W,-1,-/-,100.96252643316984,1320.476141370833,0.06193548387096774,0.18461538461538463,0.215025140490979
YJL125C,-1,-/-,100.95930337160826,1401.788991369307,0.061855670103092786,0.18461538461538463,0.2153209109730849
YOR332W,-1,-/-,100.94440854340792,1405.3425114005804,0.06177606177606178,0.18461538461538463,0.21561668145519078
YML114C,-1,-/-,100.93439119309187,1412.3803507387638,0.061696658097686374,0.18461538461538463,0.21591245193729666
YHR142W,-1,-/+,100.91033232957125,1310.710638254881,0.06161745827984596,0.18461538461538463,0.21620822241940255
YPL237W,-1,-/-,100.87882366776466,1430.0867242887616,0.06153846153846154,0.18461538461538463,0.21650399290150843
YDL195W,-1,-/+,100.87246836721897,1447.7023601680994,0.06145966709346991,0.18461538461538463,0.2167997633836143
YML098W,-1,-/-,100.86078563332558,1336.0202678740025,0.061381074168797956,0.18461538461538463,0.2170955338657202
YPR032W,-1,-/+,100.84791745990515,1399.2358733043075,0.06130268199233716,0.18461538461538463,0.21739130434782608
YNL182C,-1,-/-,100.84033059328794,1409.6081211939454,0.061224489795918366,0.18461538461538463,0.21768707482993196
YML062C,-1,-/-,100.82662419229746,1314.7084144949913,0.061146496815286625,0.18461538461538463,0.21798284531203785
YLR147C,-1,-/-,100.82431808114052,1429.4873803779483,0.061068702290076333,0.18461538461538463,0.21827861579414373
YHR068W,-1,-/-,100.77845619618893,1347.9978061839938,0.060991105463786534,0.18461538461538463,0.21857438627624964
YMR058W,-1,-/-,100.77227663248777,1424.2841045707464,0.06091370558375635,0.18461538461538463,0.21887015675835553
YLR007W,-1,-/-,100.76961439102888,1361.394734442234,0.060836501901140684,0.18461538461538463,0.2191659272404614
YMR267W,-1,-/-,100.75036982446909,1368.2205913811922,0.060759493670886074,0.18461538461538463,0.2194616977225673
YPR182W,-1,-/-,100.72413205355406,1466.2671325281262,0.0606826801517067,0.18461538461538463,0.21975746820467318
YOR187W,-1,-/-,100.7189274802804,1409.3382696732879,0.06060606060606061,0.18461538461538463,0.22005323868677906
YLR212C,-1,-/-,100.71022519469261,1362.74271260947,0.0605296343001261,0.18461538461538463,0.22034900916888495
YIL128W,-1,-/-,100.68853717297316,1290.6070301309228,0.060453400503778336,0.18461538461538463,0.22064477965099083
YDR295C,-1,-/-,100.67006809264421,1372.2262794598937,0.06037735849056604,0.18461538461538463,0.2209405501330967
YGR077C,1,+/+,100.64508777856827,1405.9654545783997,0.06155778894472362,0.18846153846153846,0.2209405501330967
YNR032W,-1,-/-,100.64170365780592,1322.1926462501287,0.06148055207026349,0.18846153846153846,0.2212363206152026
YDR224C,-1,-/-,100.63173028081656,1416.014889523387,0.06140350877192982,0.18846153846153846,0.22153209109730848
YJL134W,-1,-/-,100.62983994930983,1332.8456290960312,0.06132665832290363,0.18846153846153846,0.22182786157941436
YER122C,-1,-/+,100.62762749195099,1216.4143631830812,0.06125,0.18846153846153846,0.22212363206152025
YFL023W,-1,-/-,100.62066540122032,1443.9351274222136,0.06117353308364544,0.18846153846153846,0.22241940254362613
YDR076W,-1,-/-,100.60396868735552,1305.499913342297,0.06109725685785536,0.18846153846153846,0.22271517302573204
YNR056C,-1,-/-,100.55318753421307,1399.7355959266424,0.06102117061021171,0.18846153846153846,0.22301094350783793
YOL124C,-1,-/-,100.5431036055088,1380.5650225579739,0.060945273631840796,0.18846153846153846,0.2233067139899438
YPR181C,-1,-/+,100.5205607265234,1289.5216129049659,0.06086956521739131,0.18846153846153846,0.2236024844720497
YJL101C,-1,-/-,100.5148436576128,1398.3376996591687,0.060794044665012405,0.18846153846153846,0.22389825495415558
YDR045C,-1,-/-,100.50147837400436,1399.3028695881367,0.06071871127633209,0.18846153846153846,0.22419402543626146
YML113W,-1,-/-,100.4762133359909,1412.6669967323542,0.06064356435643564,0.18846153846153846,0.22448979591836735
YAL034W-A,-1,-/-,100.43889383971691,1417.8606069609523,0.06056860321384425,0.18846153846153846,0.22478556640047323
YOL122C,-1,-/-,100.40815088897943,1328.2776580825448,0.06049382716049383,0.18846153846153846,0.2250813368825791
YLR097C,-1,-/-,100.39562930166721,1306.3078309297562,0.06041923551171394,0.18846153846153846,0.225377107364685
YDR341C,-1,-/-,100.38024728000164,1347.4665046557784,0.0603448275862069,0.18846153846153846,0.22567287784679088
YDR009W,-1,-/-,100.37254123389721,1417.2997332960367,0.06027060270602706,0.18846153846153846,0.22596864832889677
YPL096W,-1,-/-,100.36229026317596,1327.4952921494842,0.060196560196560195,0.18846153846153846,0.22626441881100265
YLR221C,-1,-/-,100.31875121593475,1390.0278716757894,0.06012269938650307,0.18846153846153846,0.22656018929310856
YNL253W,-1,-/-,100.30116179585457,1350.6728462278843,0.06004901960784314,0.18846153846153846,0.22685595977521444
YDR424C,-1,-/+,100.3008029833436,1373.914659023285,0.05997552019583843,0.18846153846153846,0.22715173025732033
YGR060W,-1,-/-,100.29360646754503,1333.3309056013823,0.05990220048899755,0.18846153846153846,0.2274475007394262
YGR075C,-1,-/-,100.26169703900814,1358.8940808176994,0.05982905982905983,0.18846153846153846,0.2277432712215321
YDL002C,-1,-/-,100.26102891564369,1375.862708710134,0.05975609756097561,0.18846153846153846,0.22803904170363798
YPR200C,-1,-/-,100.24772702157497,1453.4814540594816,0.05968331303288672,0.18846153846153846,0.22833481218574386
YLR022C,1,+/-,100.24005556851625,1409.178357809782,0.06082725060827251,0.19230769230769232,0.22833481218574386
YOR156C,-1,-/-,100.22576281428337,1350.365213997662,0.060753341433778855,0.19230769230769232,0.22863058266784975
YJL094C,-1,-/-,100.20440513640642,1463.4544893428683,0.06067961165048544,0.19230769230769232,0.22892635314995563
YMR156C,-1,-/-,100.16593597829342,1335.4164841249585,0.06060606060606061,0.19230769230769232,0.22922212363206151
YML006C,-1,-/-,100.15650687366724,1383.3738593310118,0.06053268765133172,0.19230769230769232,0.2295178941141674
YDL106C,-1,-/-,100.15359414368868,1414.9172919765115,0.060459492140266025,0.19230769230769232,0.22981366459627328
YNL139C,-1,-/-,100.15054431557655,1323.0546666160226,0.06038647342995169,0.19230769230769232,0.23010943507837917
YJL010C,-1,-/-,100.1410526111722,1363.6675830483437,0.06031363088057901,0.19230769230769232,0.23040520556048508
YHL034C,-1,-/-,100.13400783389807,1391.014396391809,0.060240963855421686,0.19230769230769232,0.23070097604259096
YGR170W,-1,-/-,100.12133894860744,1449.0452633872628,0.06016847172081829,0.19230769230769232,0.23099674652469684
YPR144C,-1,-/-,100.06357328593731,1370.4508952349424,0.06009615384615385,0.19230769230769232,0.23129251700680273
YKL056C,-1,-/-,100.06150897592306,1389.7232483550906,0.060024009603841535,0.19230769230769232,0.2315882874889086
YJR092W,-1,-/-,100.04325900226831,1433.884179547429,0.05995203836930456,0.19230769230769232,0.2318840579710145
YCL016C,-1,-/-,100.0341453999281,1400.6537414863706,0.059880239520958084,0.19230769230769232,0.23217982845312038
YNL256W,-1,-/-,100.027194224298,1377.5640632882714,0.05980861244019139,0.19230769230769232,0.23247559893522626
YHR178W,-1,-/-,100.02119994908571,1407.958752900362,0.05973715651135006,0.19230769230769232,0.23277136941733215
YAL005C,1,+/+,100.01915530860424,1361.8558022603393,0.060859188544152745,0.19615384615384615,0.23277136941733215
YOR150W,-1,-/-,100.00015477091074,1379.6810396015644,0.060786650774731825,0.19615384615384615,0.23306713989943803
YPL212C,-1,-/-,99.9817755445838,1294.1968076005578,0.060714285714285714,0.19615384615384615,0.23336291038154391
YPL258C,-1,-/-,99.9442030787468,1442.468588002026,0.06064209274673008,0.19615384615384615,0.2336586808636498
YNL219C,-1,-/-,99.91859376430511,1325.3815070912242,0.060570071258907364,0.19615384615384615,0.23395445134575568
YIL035C,-1,-/-,99.88850425928831,1402.8913805186749,0.060498220640569395,0.19615384615384615,0.23425022182786157
YOR178C,-1,-/-,99.87254184484482,1507.1149444133043,0.06042654028436019,0.19615384615384615,0.23454599230996748
YDL099W,-1,-/+,99.83328882604837,1376.9576895982027,0.06035502958579882,0.19615384615384615,0.23484176279207336
YGL111W,-1,-/-,99.78410471230745,1428.6954379081726,0.06028368794326241,0.19615384615384615,0.23513753327417924
YDR189W,-1,-/+,99.73055209964514,1351.6415171399713,0.0602125147579693,0.19615384615384615,0.23543330375628513
YJL031C,-1,-/+,99.7246609851718,1348.186065763235,0.060141509433962265,0.19615384615384615,0.235729074238391
YGL020C,-1,-/-,99.72165685892105,1423.8023097738624,0.06007067137809187,0.19615384615384615,0.2360248447204969
YOR310C,-1,-/-,99.71712742745876,1393.607321575284,0.06,0.19615384615384615,0.23632061520260278
YCR082W,-1,-/-,99.70899219810963,1400.3518417850137,0.05992949471210341,0.19615384615384615,0.23661638568470866
YGR040W,-1,-/-,99.69430854171515,1368.1526590883732,0.05985915492957746,0.19615384615384615,0.23691215616681455
YIL147C,-1,-/-,99.68594900518656,1341.9408807381988,0.059788980070339975,0.19615384615384615,0.23720792664892043
YDR404C,-1,-/-,99.6549957767129,1374.3537557795644,0.059718969555035126,0.19615384615384615,0.23750369713102631
YDR277C,-1,-/-,99.63244664669037,1460.8998590484262,0.05964912280701754,0.19615384615384615,0.2377994676131322
YER157W,-1,-/+,99.62574407458305,1286.9766511321068,0.05957943925233645,0.19615384615384615,0.23809523809523808
YDR378C,-1,-/-,99.60593780130148,1428.764603547752,0.059509918319719954,0.19615384615384615,0.238391008577344
YIL150C,-1,-/-,99.601742208004,1359.2539572119713,0.05944055944055944,0.19615384615384615,0.23868677905944988
YOR061W,-1,-/-,99.58432139456272,1355.0505081564188,0.059371362048894066,0.19615384615384615,0.23898254954155576
YLR405W,-1,-/-,99.56095287203789,1297.3938300535083,0.05930232558139535,0.19615384615384615,0.23927832002366164
YGL054C,-1,-/-,99.52857430279255,1352.6618702337146,0.059233449477351915,0.19615384615384615,0.23957409050576753
YGR267C,-1,-/-,99.5245049148798,1381.0829504802823,0.05916473317865429,0.19615384615384615,0.2398698609878734
YCL001W,-1,-/-,99.52433640509844,1398.502457626164,0.05909617612977984,0.19615384615384615,0.2401656314699793
YHR164C,-1,-/-,99.52071689814329,1295.3638701066375,0.059027777777777776,0.19615384615384615,0.24046140195208518
YOR127W,-1,-/-,99.51933988928795,1324.2670136094093,0.058959537572254334,0.19615384615384615,0.24075717243419106
YKL038W,-1,-/-,99.50739994645119,1540.471549473703,0.05889145496535797,0.19615384615384615,0.24105294291629695
YKL114C,-1,-/-,99.50705072283745,1389.2625843584538,0.058823529411764705,0.19615384615384615,0.24134871339840283
YLR135W,-1,-/-,99.49548260122538,1387.07655852288,0.0587557603686636,0.19615384615384615,0.24164448388050871
YNL307C,-1,-/-,99.48979251086712,1260.214213050902,0.05868814729574223,0.19615384615384615,0.2419402543626146
YCR031C,-1,-/-,99.46407386660576,1327.419160656631,0.05862068965517241,0.19615384615384615,0.2422360248447205
YBR105C,-1,-/+,99.45048702508211,1454.3732599169016,0.05855338691159587,0.19615384615384615,0.2425317953268264
YER093C,-1,-/-,99.42279464751482,1369.6682600155473,0.058486238532110095,0.19615384615384615,0.24282756580893228
YCR072C,-1,-/-,99.37582794576883,1349.382530130446,0.058419243986254296,0.19615384615384615,0.24312333629103816
YGR116W,-1,-/-,99.34384062886238,1361.2365223616362,0.05835240274599542,0.19615384615384615,0.24341910677314404
YNL062C,-1,-/-,99.34234324097633,1364.156366236508,0.05828571428571429,0.19615384615384615,0.24371487725524993
YLR384C,-1,-/+,99.33704731613398,1364.8640376105905,0.05821917808219178,0.19615384615384615,0.2440106477373558
YCR037C,-1,-/-,99.28122363984585,1488.0669378489256,0.05815279361459521,0.19615384615384615,0.2443064182194617
YDL020C,-1,-/-,99.25755412131548,1414.4649704024196,0.05808656036446469,0.19615384615384615,0.24460218870156758
YJL128C,1,+/+,99.25140073150396,1394.7590825930238,0.05915813424345848,0.2,0.24460218870156758
YKL112W,-1,-/-,99.21751891821623,1427.4619519487023,0.05909090909090909,0.2,0.24489795918367346
YEL027W,1,+/+,99.21500054746866,1279.4325168579817,0.060158910329171394,0.20384615384615384,0.24489795918367346
YDL029W,-1,-/+,99.20888570696115,1294.2372049689293,0.060090702947845805,0.20384615384615384,0.24519372966577935
YER123W,-1,-/-,99.1975652128458,1338.6703112348914,0.06002265005662514,0.20384615384615384,0.24548950014788523
YML105C,1,+/+,99.16583004593849,1341.2223631292582,0.06108597285067873,0.2076923076923077,0.24548950014788523
YCR066W,-1,-/-,99.16283947974443,1470.988809041679,0.061016949152542375,0.2076923076923077,0.24578527062999111
YPL028W,-1,-/-,99.15542128682137,1365.6437866464257,0.060948081264108354,0.2076923076923077,0.24608104111209703
YMR083W,-1,-/-,99.15462803840637,1331.8182312771678,0.060879368658399095,0.2076923076923077,0.2463768115942029
YLR163C,1,+/+,99.14129852503538,1414.3583930954337,0.061936936936936936,0.21153846153846154,0.2463768115942029
YKR087C,-1,-/-,99.07557549327612,1297.0774940252304,0.06186726659167604,0.21153846153846154,0.2466725820763088
YKR009C,-1,-/-,99.0273402184248,1402.2834808304906,0.06179775280898876,0.21153846153846154,0.24696835255841468
YPL188W,-1,-/-,99.02724949270487,1419.6862530708313,0.06172839506172839,0.21153846153846154,0.24726412304052056
YDR270W,-1,-/-,98.97567000240088,1374.3201795592904,0.061659192825112105,0.21153846153846154,0.24755989352262645
YGR166W,-1,-/-,98.94932443648577,1346.0829836726189,0.06159014557670773,0.21153846153846154,0.24785566400473233
YPR199C,-1,-/-,98.86858804523945,1309.5890876352787,0.06152125279642058,0.21153846153846154,0.2481514344868382
YOL010W,-1,-/-,98.84506015479565,1390.5068701654673,0.061452513966480445,0.21153846153846154,0.2484472049689441
YDR400W,-1,-/-,98.81435047835112,1342.0792153850198,0.06138392857142857,0.21153846153846154,0.24874297545104998
YMR088C,-1,-/-,98.81303783506155,1299.3611205294728,0.06131549609810479,0.21153846153846154,0.24903874593315586
YOR216C,-1,-/-,98.79850497841835,1343.3503775075078,0.061247216035634745,0.21153846153846154,0.24933451641526175
YGR098C,-1,-/-,98.68822490423918,1383.7551520615816,0.06117908787541713,0.21153846153846154,0.24963028689736763
YJR007W,-1,-/-,98.68431666493416,1285.265808045864,0.06111111111111111,0.21153846153846154,0.24992605737947352
