GO Term,AUC,Average Precision
GO:0000054,1.0,1.0
GO:0000278,1.0,1.0
GO:0000747,1.0,1.0
GO:0001403,1.0,1.0
GO:0002181,0.9924,1.0
GO:0003677,0.6260931818181819,1.0
GO:0003682,0.6173,1.0
GO:0003700,0.6798,1.0
GO:0003735,0.9968625,1.0
GO:0004386,0.9683,1.0
GO:0004518,1.0,1.0
GO:0005085,0.9238,1.0
GO:0005576,0.6460666666666666,1.0
GO:0005618,1.0,1.0
GO:0005694,0.6975,1.0
GO:0005730,0.9267,1.0
GO:0005740,1.0,1.0
GO:0005773,0.6482941176470588,1.0
GO:0005777,0.8188,1.0
GO:0005783,0.6930537634408602,1.0
GO:0005794,0.5170444444444445,1.0
GO:0005840,0.9964875,1.0
GO:0005886,0.6567820224719101,1.0
GO:0005933,0.6916666666666667,1.0
GO:0005938,0.5627333333333333,1.0
GO:0006260,0.996,1.0
GO:0006281,0.70175,1.0
GO:0006310,0.991,1.0
GO:0006325,0.8001142857142856,1.0
GO:0006352,1.0,1.0
GO:0006353,1.0,1.0
GO:0006360,1.0,1.0
GO:0006364,0.9204,1.0
GO:0006366,1.0,1.0
GO:0006383,1.0,1.0
GO:0006397,0.8119111111111111,1.0
GO:0006401,1.0,1.0
GO:0006413,1.0,1.0
GO:0006414,1.0,1.0
GO:0006418,0.9628,1.0
GO:0006457,0.7068,1.0
GO:0006468,0.6282,1.0
GO:0006470,1.0,1.0
GO:0006486,0.1168,1.0
GO:0006629,0.44875,1.0
GO:0006811,0.5001333333333333,1.0
GO:0006865,1.0,1.0
GO:0006869,1.0,1.0
GO:0006873,1.0,1.0
GO:0006887,0.9764,1.0
GO:0006897,0.6969142857142855,1.0
GO:0006970,1.0,1.0
GO:0006979,1.0,1.0
GO:0007005,0.865,1.0
GO:0007010,1.0,1.0
GO:0007031,1.0,1.0
GO:0007033,1.0,1.0
GO:0007059,0.63428,1.0
GO:0007124,0.5482,1.0
GO:0008033,0.8859,1.0
GO:0008168,0.5711,1.0
GO:0008233,0.8306,1.0
GO:0008289,0.8488,1.0
GO:0008380,0.9643,1.0
GO:0008643,1.0,1.0
GO:0009408,0.13,1.0
GO:0009451,1.0,1.0
GO:0016197,1.0,1.0
GO:0016301,0.1988,1.0
GO:0016491,0.6164,1.0
GO:0016757,0.69565,1.0
GO:0016779,1.0,1.0
GO:0016791,1.0,1.0
GO:0016798,0.4146,1.0
GO:0016829,1.0,1.0
GO:0016853,0.7148,1.0
GO:0016874,0.6704,1.0
GO:0019843,1.0,1.0
GO:0022857,0.5983666666666666,1.0
GO:0030427,1.0,1.0
GO:0030674,0.4174,1.0
GO:0031410,0.879,1.0
GO:0032196,1.0,1.0
GO:0032543,0.9985,1.0
GO:0042273,1.0,1.0
GO:0042274,1.0,1.0
GO:0042393,0.8969,1.0
GO:0045333,1.0,1.0
GO:0051082,0.44555,1.0
GO:0051321,0.94825,1.0
GO:0051603,1.0,1.0
GO:0051726,1.0,1.0
