GO Term,AUC,Average Precision
GO:0000054,1.0,1.0
GO:0000278,1.0,1.0
GO:0000747,1.0,1.0
GO:0001403,1.0,1.0
GO:0002181,0.9885200000000001,1.0
GO:0003677,0.6441907692307693,1.0
GO:0003682,0.7716,1.0
GO:0003700,0.5176,1.0
GO:0003735,0.9975428571428573,1.0
GO:0004386,0.9898,1.0
GO:0004518,0.6677,1.0
GO:0005085,0.1616,1.0
GO:0005576,0.807225,1.0
GO:0005618,1.0,1.0
GO:0005694,0.859,1.0
GO:0005730,0.8282777777777778,1.0
GO:0005740,1.0,1.0
GO:0005773,0.6616333333333334,1.0
GO:0005777,0.8146,1.0
GO:0005783,0.6860086206896552,1.0
GO:0005794,0.743578947368421,1.0
GO:0005840,0.9723777777777778,1.0
GO:0005886,0.6417670329670329,1.0
GO:0005933,0.3401333333333334,1.0
GO:0005938,0.4489,1.0
GO:0006260,0.9996,1.0
GO:0006281,0.7059058823529412,1.0
GO:0006310,0.5725,1.0
GO:0006325,0.6306,1.0
GO:0006352,1.0,1.0
GO:0006353,1.0,1.0
GO:0006360,1.0,1.0
GO:0006364,0.979625,1.0
GO:0006366,1.0,1.0
GO:0006383,1.0,1.0
GO:0006397,0.84464,1.0
GO:0006401,1.0,1.0
GO:0006413,1.0,1.0
GO:0006414,1.0,1.0
GO:0006418,1.0,1.0
GO:0006457,1.0,1.0
GO:0006468,0.6364,1.0
GO:0006470,1.0,1.0
GO:0006486,0.8642666666666667,1.0
GO:0006629,0.7133999999999999,1.0
GO:0006811,0.6990833333333333,1.0
GO:0006865,1.0,1.0
GO:0006869,0.7602,1.0
GO:0006873,1.0,1.0
GO:0006887,1.0,1.0
GO:0006897,0.66455,1.0
GO:0006970,1.0,1.0
GO:0006979,1.0,1.0
GO:0007005,0.864,1.0
GO:0007010,1.0,1.0
GO:0007031,1.0,1.0
GO:0007033,1.0,1.0
GO:0007059,0.9564,1.0
GO:0007124,0.3028,1.0
GO:0008033,0.9067,1.0
GO:0008168,1.0,1.0
GO:0008233,1.0,1.0
GO:0008289,0.3222,1.0
GO:0008380,0.7458,1.0
GO:0008643,0.8986,1.0
GO:0009408,1.0,1.0
GO:0009451,1.0,1.0
GO:0016197,1.0,1.0
GO:0016301,0.6806999999999999,1.0
GO:0016491,0.6241826086956521,1.0
GO:0016757,0.7439199999999999,1.0
GO:0016779,0.9937,1.0
GO:0016791,1.0,1.0
GO:0016798,1.0,1.0
GO:0016829,0.6875,1.0
GO:0016853,1.0,1.0
GO:0016874,0.5395,1.0
GO:0019843,0.9948,1.0
GO:0022857,0.7314,1.0
GO:0030427,1.0,1.0
GO:0030674,1.0,1.0
GO:0031410,0.8918,1.0
GO:0032196,1.0,1.0
GO:0032543,0.8618,1.0
GO:0042273,1.0,1.0
GO:0042274,0.9998,1.0
GO:0042393,0.9762,1.0
GO:0045333,1.0,1.0
GO:0051082,0.4526,1.0
GO:0051321,0.9784,1.0
GO:0051603,1.0,1.0
GO:0051726,0.8246,1.0
