Gene,Label,Annos,Score,Background Score,Num pos pairs,Precision,Recall,False Positive Rate
YLR433C,-1,-/-,-526.4365775585175,-19176.178063631058,106,0.1268462206776716,0.5,0.21833586791223114
YBR240C,-1,-/-,-526.4699373245239,-19802.50262451172,106,0.1267361111111111,0.5,0.21855311753204432
YJR049C,-1,-/-,-526.5116677284241,-20907.17146039009,106,0.1266261925411969,0.5,0.2187703671518575
YML004C,-1,-/-,-526.549248456955,-21136.325771808624,106,0.1265164644714038,0.5,0.21898761677167064
YJL054W,1,+/+,-526.6911191940308,-20424.602337360382,105,0.12727272727272726,0.5034246575342466,0.21898761677167064
YPL147W,-1,-/-,-526.7744569778442,-20477.08201956749,106,0.12716262975778547,0.5034246575342466,0.21920486639148382
YLR369W,-1,-/-,-526.7861800193787,-20336.416290044785,106,0.12705272255834055,0.5034246575342466,0.219422116011297
YOR336W,-1,0/-,-526.8431980013847,-33280.10483944416,424,0.12694300518134716,0.5034246575342466,0.21963936563111014
YOR324C,-1,0/-,-526.9017717838287,-32397.642999976873,424,0.12683347713546161,0.5034246575342466,0.21985661525092332
YBR212W,1,+/+,-526.9252886772156,-21065.389818429947,105,0.12758620689655173,0.5068493150684932,0.21985661525092332
YBL102W,-1,-/-,-526.9367597103119,-20507.61748790741,106,0.12747631352282515,0.5068493150684932,0.22007386487073646
YLR448W,-1,-/-,-526.9588847160339,-20846.911482691765,106,0.12736660929432014,0.5068493150684932,0.22029111449054964
YPL139C,-1,-/-,-526.9683861732483,-20079.680862903595,106,0.12725709372312985,0.5068493150684932,0.22050836411036281
YDL159W,-1,-/-,-526.9808230400085,-19447.605204820633,106,0.12714776632302405,0.5068493150684932,0.22072561373017596
YKR013W,-1,0/-,-527.017155110836,-34369.67633509636,424,0.12703862660944207,0.5068493150684932,0.22094286334998914
YMR231W,-1,-/-,-527.0474100112915,-19607.909564733505,106,0.1269296740994854,0.5068493150684932,0.2211601129698023
YLR404W,-1,0/-,-527.1386012434959,-33680.87569615245,424,0.1268209083119109,0.5068493150684932,0.22137736258961546
YKL165C,-1,-/-,-527.235226392746,-19582.21723508835,106,0.1267123287671233,0.5068493150684932,0.22159461220942864
YKL040C,-1,-/-,-527.3411953449249,-20834.154760837555,106,0.12660393498716851,0.5068493150684932,0.22181186182924179
YGL135W,-1,-/-,-527.3493003845215,-19943.249670743942,106,0.1264957264957265,0.5068493150684932,0.22202911144905496
YCL018W,-1,0/-,-527.3612595796585,-31875.70273411274,424,0.1263877028181042,0.5068493150684932,0.22224636106886814
YDR142C,-1,-/-,-527.4367525577545,-20737.78686094284,106,0.12627986348122866,0.5068493150684932,0.22246361068868128
YFR021W,1,-/+,-527.5025546550751,-19629.460974931717,106,0.12702472293265132,0.5102739726027398,0.22246361068868128
YOR008C,-1,-/-,-527.5418150424957,-19495.409128665924,106,0.12691652470187392,0.5102739726027398,0.22268086030849446
YML051W,-1,-/-,-527.5831005573273,-18943.83424592018,106,0.12680851063829787,0.5102739726027398,0.22289810992830764
YJR095W,-1,0/-,-527.5930508971214,-33035.76221883297,424,0.12670068027210885,0.5102739726027398,0.22311535954812078
YMR257C,1,0/+,-527.6249898672104,-34005.584261894226,424,0.1274426508071368,0.5136986301369864,0.22311535954812078
