GO Term,AUC,Average Precision
GO:0000054,0.898469550199267,0.283075965967368
GO:0000278,0.8598274443117394,0.2549207243032076
GO:0000747,0.8682717360563322,0.25210028611529955
GO:0001403,0.8382117890211309,0.23826321016387506
GO:0002181,0.9335770218305142,0.2966167888174003
GO:0006260,0.8817019813774069,0.26194906156171455
GO:0006281,0.8750215029265436,0.25955051779001953
GO:0006310,0.8667045440169326,0.24462184311720458
GO:0006325,0.8650784950744869,0.251218012760986
GO:0006352,0.9048681331361453,0.2708653428845785
GO:0006353,0.9307757061397262,0.28932943725731314
GO:0006360,0.9236684201955795,0.2854376809563149
GO:0006364,0.9277536212104764,0.298106306259605
GO:0006366,0.8237343279235965,0.23138153864307837
GO:0006383,0.9139724604922284,0.2795951426157897
GO:0006397,0.8672936439864782,0.2570485054925084
GO:0006401,0.8157381040693409,0.21782885477759623
GO:0006413,0.8500580332847629,0.24722442815723744
GO:0006414,0.8083938198470277,0.23470609495517883
GO:0006418,0.9412971585344472,0.3021237870783566
GO:0006457,0.8646289599552983,0.2470560280728069
GO:0006468,0.826376187632707,0.23215100422704762
GO:0006470,0.7883609127708477,0.21178248299929228
GO:0006486,0.9128510518961332,0.28605945958738976
GO:0006629,0.8585484969779236,0.2504336763085289
GO:0006811,0.8723406302164235,0.2592989734627984
GO:0006865,0.8994898177940419,0.27004058603671466
GO:0006869,0.8090839992641916,0.2186544959904118
GO:0006873,0.8305523136436664,0.22614231250909242
GO:0006887,0.8508236330978213,0.2501390129063617
GO:0006897,0.8582525778175967,0.24939149532467128
GO:0006970,0.8197839438921497,0.23112999422103167
GO:0006979,0.8463466815318256,0.23986211645129052
GO:0007005,0.8327118883095946,0.23898160285909067
GO:0007010,0.8560439104531437,0.24110192005065353
GO:0007031,0.8581293635821837,0.26092111294716597
GO:0007033,0.8657103025831854,0.25175093813511457
GO:0007059,0.8849337892120027,0.26426322188092904
GO:0007124,0.857459534858491,0.24393486465581438
GO:0008033,0.8695921323920537,0.255103905079717
GO:0008380,0.8916536067227981,0.27226700841838664
GO:0008643,0.9144932723913701,0.2782266825708476
GO:0009408,0.7739096347596073,0.21945432303913615
GO:0009451,0.8934945388686822,0.2723366652523929
GO:0016197,0.9026461352072339,0.2738927550986409
GO:0032196,0.9405248516423163,0.29692200511761685
GO:0032543,0.9257258270248792,0.2968516438068314
GO:0042273,0.9378779465535825,0.3004720458666032
GO:0042274,0.9424559076848356,0.3009934034557505
GO:0045333,0.9113133345538835,0.2815948741659522
GO:0051321,0.8556992528425498,0.2460562286823988
GO:0051603,0.8587092507102273,0.248125981206921
GO:0051726,0.8494076784573104,0.2453288780586286
