Used 2009 Datasets
Initialized Expression Datasets
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/OnlyPos_Unreasonable_nonRandom/Original_x_b_113x250000x53_batch50_Train_/
./Yeast Resources/Pairwise/Spell/OnlyPos_Unreasonable_nonRandom/Original_x_b_113x250000x53_batch50_Test_/
100 Batch Cumulative Loss: 411.8594741821289
Time for 100 Batches: 0.47399334907531737
100 Batch Cumulative Loss: 416.76555824279785
Time for 100 Batches: 0.47300999561945595
100 Batch Cumulative Loss: 411.972971200943
Time for 100 Batches: 0.4732929746309916
100 Batch Cumulative Loss: 408.64956402778625
Time for 100 Batches: 0.4709574381510417
100 Batch Cumulative Loss: 434.9734890460968
Time for 100 Batches: 0.4765034476915995
100 Batch Cumulative Loss: 413.3262310028076
Time for 100 Batches: 0.4764900247255961
100 Batch Cumulative Loss: 412.8138461112976
Time for 100 Batches: 0.46842342615127563
100 Batch Cumulative Loss: 440.816543340683
Time for 100 Batches: 0.4719239910443624
100 Batch Cumulative Loss: 409.74935722351074
Time for 100 Batches: 0.4743041435877482
100 Batch Cumulative Loss: 389.11672043800354
Time for 100 Batches: 0.4736544450124105
100 Batch Cumulative Loss: 383.34684681892395
Time for 100 Batches: 0.47577917178471885
100 Batch Cumulative Loss: 420.0934898853302
Time for 100 Batches: 0.47147005001703896
100 Batch Cumulative Loss: 401.625412940979
Time for 100 Batches: 0.47024832566579183
100 Batch Cumulative Loss: 404.0586853027344
Time for 100 Batches: 0.47202231486638385
100 Batch Cumulative Loss: 408.8305399417877
Time for 100 Batches: 0.471850848197937
100 Batch Cumulative Loss: 397.36426544189453
Time for 100 Batches: 0.46947669188181557
100 Batch Cumulative Loss: 374.02990555763245
Time for 100 Batches: 0.4707151770591736
100 Batch Cumulative Loss: 432.66857385635376
Time for 100 Batches: 0.4710949222246806
100 Batch Cumulative Loss: 395.348836183548
Time for 100 Batches: 0.46868516206741334
100 Batch Cumulative Loss: 388.13986444473267
Time for 100 Batches: 0.4727533260981242
100 Batch Cumulative Loss: 381.75791907310486
Time for 100 Batches: 0.4718164324760437
100 Batch Cumulative Loss: 392.4781217575073
Time for 100 Batches: 0.4754199703534444
100 Batch Cumulative Loss: 388.94541907310486
Time for 100 Batches: 0.47331443627675374
100 Batch Cumulative Loss: 385.03229093551636
Time for 100 Batches: 0.4653557856877645
100 Batch Cumulative Loss: 397.48711013793945
Time for 100 Batches: 0.47484120925267537
100 Batch Cumulative Loss: 397.41223526000977
Time for 100 Batches: 0.46850332419077556
100 Batch Cumulative Loss: 393.6963646411896
Time for 100 Batches: 0.47002716064453126
100 Batch Cumulative Loss: 388.68737387657166
Time for 100 Batches: 0.4721992095311483
100 Batch Cumulative Loss: 383.76933574676514
Time for 100 Batches: 0.47268420457839966
100 Batch Cumulative Loss: 415.22285294532776
Time for 100 Batches: 0.46820953289667766
100 Batch Cumulative Loss: 403.1453995704651
Time for 100 Batches: 0.4749253710110982
100 Batch Cumulative Loss: 398.62675309181213
Time for 100 Batches: 0.4692619482676188
100 Batch Cumulative Loss: 370.3281280994415
Time for 100 Batches: 0.4714896281560262
100 Batch Cumulative Loss: 364.6235646009445
Time for 100 Batches: 0.47010354200998944
100 Batch Cumulative Loss: 367.24489569664
Time for 100 Batches: 0.4731055458386739
100 Batch Cumulative Loss: 367.7107766866684
Time for 100 Batches: 0.47179842392603555
100 Batch Cumulative Loss: 395.14918422698975
Time for 100 Batches: 0.4685690402984619
100 Batch Cumulative Loss: 377.64094614982605
Time for 100 Batches: 0.47034159501393635
100 Batch Cumulative Loss: 417.4546799659729
Time for 100 Batches: 0.46361727714538575
100 Batch Cumulative Loss: 398.70889925956726
Time for 100 Batches: 0.47216139634450277
100 Batch Cumulative Loss: 412.96588611602783
Time for 100 Batches: 0.47180757522583006
100 Batch Cumulative Loss: 392.80723881721497
Time for 100 Batches: 0.47392557859420775
100 Batch Cumulative Loss: 367.31749868392944
Time for 100 Batches: 0.4696822245915731
100 Batch Cumulative Loss: 362.24769020080566
Time for 100 Batches: 0.4732685963312785
100 Batch Cumulative Loss: 394.2240767478943
Time for 100 Batches: 0.46864660978317263
100 Batch Cumulative Loss: 406.4415810108185
Time for 100 Batches: 0.46672573884328206
100 Batch Cumulative Loss: 387.96862387657166
Time for 100 Batches: 0.4738034248352051
100 Batch Cumulative Loss: 370.8621017932892
Time for 100 Batches: 0.46836872895558673
100 Batch Cumulative Loss: 372.83508110046387
Time for 100 Batches: 0.466260822614034
100 Batch Cumulative Loss: 364.6844696998596
Time for 100 Batches: 0.4684485197067261
100 Batch Cumulative Loss: 371.78554344177246
Time for 100 Batches: 0.4672632932662964
100 Batch Cumulative Loss: 361.32357811927795
Time for 100 Batches: 0.4680293599764506
100 Batch Cumulative Loss: 397.67074155807495
Time for 100 Batches: 0.4651541829109192
100 Batch Cumulative Loss: 367.3120539188385
Time for 100 Batches: 0.4723900278409322
100 Batch Cumulative Loss: 353.85132575035095
Time for 100 Batches: 0.47201887766520184
100 Batch Cumulative Loss: 362.81974601745605
Time for 100 Batches: 0.4698816696802775
100 Batch Cumulative Loss: 356.4276759624481
Time for 100 Batches: 0.46165947516759237
100 Batch Cumulative Loss: 353.61651062965393
Time for 100 Batches: 0.4730234702428182
100 Batch Cumulative Loss: 372.5312740802765
Time for 100 Batches: 0.4740533590316772
100 Batch Cumulative Loss: 377.64752423763275
Time for 100 Batches: 0.4710788051287333
100 Batch Cumulative Loss: 348.54663372039795
Time for 100 Batches: 0.4743788123130798
100 Batch Cumulative Loss: 362.5939483642578
Time for 100 Batches: 0.4722805062929789
100 Batch Cumulative Loss: 347.2568669319153
Time for 100 Batches: 0.4664610306421916
100 Batch Cumulative Loss: 360.6175515651703
Time for 100 Batches: 0.47178040742874144
100 Batch Cumulative Loss: 366.5567584037781
Time for 100 Batches: 0.47495439449946086
100 Batch Cumulative Loss: 365.30478513240814
Time for 100 Batches: 0.46527564922968545
100 Batch Cumulative Loss: 392.8051726818085
Time for 100 Batches: 0.4688399036725362
100 Batch Cumulative Loss: 386.6081192493439
Time for 100 Batches: 0.4663657863934835
100 Batch Cumulative Loss: 362.3690092563629
Time for 100 Batches: 0.47017706632614137
100 Batch Cumulative Loss: 371.93006002902985
Time for 100 Batches: 0.46685920159022015
100 Batch Cumulative Loss: 358.4399939775467
Time for 100 Batches: 0.470275342464447
100 Batch Cumulative Loss: 348.6358038187027
Time for 100 Batches: 0.46837782065073646
100 Batch Cumulative Loss: 358.15141332149506
Time for 100 Batches: 0.4704132636388143
100 Batch Cumulative Loss: 366.81115651130676
Time for 100 Batches: 0.4607208728790283
100 Batch Cumulative Loss: 392.9202558994293
Time for 100 Batches: 0.463061527411143
100 Batch Cumulative Loss: 437.0511600971222
Time for 100 Batches: 0.4635643482208252
100 Batch Cumulative Loss: 377.5528872013092
Time for 100 Batches: 0.4668744285901388
100 Batch Cumulative Loss: 363.46904706954956
Time for 100 Batches: 0.47279592355092365
100 Batch Cumulative Loss: 352.52395820617676
Time for 100 Batches: 0.4675291895866394
100 Batch Cumulative Loss: 350.69946110248566
Time for 100 Batches: 0.4679100473721822
100 Batch Cumulative Loss: 339.7946642637253
Time for 100 Batches: 0.4657698313395182
100 Batch Cumulative Loss: 341.00953221321106
Time for 100 Batches: 0.4643351912498474
100 Batch Cumulative Loss: 341.9247063398361
Time for 100 Batches: 0.47033710877100626
100 Batch Cumulative Loss: 357.63664281368256
Time for 100 Batches: 0.46949540376663207
100 Batch Cumulative Loss: 344.06550097465515
Time for 100 Batches: 0.4715773502985636
100 Batch Cumulative Loss: 355.44690132141113
Time for 100 Batches: 0.4660947879155477
100 Batch Cumulative Loss: 345.5224610567093
Time for 100 Batches: 0.4690924962361654
100 Batch Cumulative Loss: 356.8050661087036
Time for 100 Batches: 0.47162503401438394
100 Batch Cumulative Loss: 349.56768774986267
Time for 100 Batches: 0.47216991186141966
100 Batch Cumulative Loss: 321.19811594486237
Time for 100 Batches: 0.46883931159973147
100 Batch Cumulative Loss: 363.3285299539566
Time for 100 Batches: 0.47382402420043945
