GO Term ID,GO Term Name,ES,p-value,NES (NES*_pos = None;NES*_neg=None)),Leading-edge subset
GO:0051301,cell division,1.0482758620689647,0.47,0.9999999999999905,YFL039C
GO:0000910,cytokinesis,1.1489361702127665,0.311,1.000000000000002,YFL039C
GO:0032506,cytokinetic process,1.3999999999999992,0.491,0.9999999999999903,YFL039C
GO:0044837,actomyosin contractile ring organization,2.0769230769230766,0.0,0.9999999999999942,YFL039C
GO:0009987,cellular process,1.0001940617116243,0.0,1.0000000000000273,YDR339C;YKL013C;YJL063C;YFL039C;YKR085C;YBR234C;YIL051C;YLR370C;YJL116C;YJR065C;YOR060C;YBL080C;YNR035C
GO:0065003,protein-containing complex assembly,1.0204081632653057,0.792,1.0000000000000038,YLR370C;YNR035C;YKL013C;YBR234C
GO:0046394,carboxylic acid biosynthetic process,1.0773480662983437,0.136,1.00000000000001,YIL051C
GO:0006396,RNA processing,1.0243902439024393,0.736,1.000000000000015,YDR339C
GO:0140053,mitochondrial gene expression,1.0774647887323945,0.0,0.9999999999999875,YIL051C;YKR085C;YBL080C;YJL063C
GO:0000966,RNA 5'-end processing,1.3888888888888888,0.067,0.9999999999999856,YDR339C
GO:0034471,ncRNA 5'-end processing,1.5833333333333335,0.809,1.0000000000000109,YDR339C
GO:0042221,response to chemical,1.0274509803921568,0.0,1.0000000000000173,YFL039C
GO:0043933,protein-containing complex organization,1.0172143974960879,0.013,0.9999999999999891,YLR370C;YNR035C;YKL013C;YBR234C
GO:0051128,regulation of cellular component organization,1.028205128205128,0.03,0.9999999999999827,YLR370C;YNR035C;YKL013C;YBR234C
GO:0006261,DNA-templated DNA replication,1.1166666666666665,0.179,1.0000000000000027,YOR060C
GO:0065008,regulation of biological quality,1.0248306997742662,0.243,0.9999999999999966,YLR370C;YNR035C;YKL013C;YBR234C
GO:0048646,anatomical structure formation involved in morphogenesis,1.0869565217391297,0.456,0.9999999999999978,YFL039C
GO:0048856,anatomical structure development,1.070351758793969,0.515,0.9999999999999867,YFL039C
GO:0030154,cell differentiation,1.0760869565217384,0.524,0.9999999999999916,YFL039C
GO:0006950,response to stress,1.0176991150442474,0.365,0.9999999999999961,YFL039C
GO:0010927,cellular component assembly involved in morphogenesis,1.2295081967213117,0.0,0.9999999999999917,YFL039C
GO:0018130,heterocycle biosynthetic process,1.0141987829614605,0.648,1.000000000000011,YJL116C
GO:0019438,aromatic compound biosynthetic process,1.0144478844169247,0.0,1.0000000000000195,YJL116C
GO:1901362,organic cyclic compound biosynthetic process,1.0135527589545015,0.0,1.0000000000000173,YJL116C
GO:0048869,cellular developmental process,1.072164948453608,0.532,0.9999999999999878,YFL039C
GO:0010467,gene expression,1.005717552887364,0.358,0.9999999999999835,YDR339C;YJL063C;YKR085C;YIL051C;YBL080C
GO:0046903,secretion,1.23728813559322,0.455,1.0000000000000102,YFL039C
GO:0044237,cellular metabolic process,1.0016887137630173,0.154,1.0000000000000162,YDR339C;YJL063C;YFL039C;YKR085C;YIL051C;YJL116C;YOR060C;YBL080C
GO:0048518,positive regulation of biological process,1.017879948914431,0.601,0.9999999999999847,YBR234C
GO:0031323,regulation of cellular metabolic process,1.013671875,0.0,1.0,YOR060C
GO:0060255,regulation of macromolecule metabolic process,1.012738853503185,0.609,1.0000000000000113,YOR060C
GO:0043254,regulation of protein-containing complex assembly,1.1641791044776124,0.002,0.9999999999999901,YLR370C;YNR035C;YKL013C;YBR234C
GO:0009306,protein secretion,2.9999999999999996,0.0,1.0,YFL039C
GO:0070887,cellular response to chemical stimulus,1.0376344086021505,0.0,1.0000000000000122,YFL039C
GO:0044271,cellular nitrogen compound biosynthetic process,1.006734006734007,0.039,1.0000000000000233,YJL063C;YKR085C;YIL051C;YJL116C;YBL080C
GO:0051603,proteolysis involved in protein catabolic process,1.0549019607843138,0.0,1.0000000000000215,YCL044C
GO:0006119,oxidative phosphorylation,1.7,0.855,0.9999999999999828,YJL116C
GO:0043436,oxoacid metabolic process,1.0312500000000004,0.287,1.0000000000000004,YIL051C;YBL080C
GO:0044283,small molecule biosynthetic process,1.0420420420420426,0.0,1.000000000000015,YIL051C
GO:0006412,translation,1.0224032586558045,0.117,1.0000000000000044,YIL051C;YKR085C;YBL080C;YJL063C
GO:0050789,regulation of biological process,1.0058788947677835,0.194,1.0000000000000153,YKL013C;YLR370C;YBR234C;YOR060C;YNR035C
GO:0043043,peptide biosynthetic process,1.0222222222222226,0.0,0.9999999999999885,YIL051C;YKR085C;YBL080C;YJL063C
GO:0009058,biosynthetic process,1.0049603174603174,0.509,0.9999999999999821,YJL063C;YKR085C;YIL051C;YJL116C;YBL080C
GO:0032502,developmental process,1.0595744680851056,0.457,1.0000000000000075,YFL039C
GO:0050794,regulation of cellular process,1.0064102564102564,0.014,0.9999999999999857,YKL013C;YLR370C;YBR234C;YOR060C;YNR035C
GO:0048522,positive regulation of cellular process,1.0195804195804192,0.646,1.0000000000000187,YBR234C
GO:0051258,protein polymerization,1.3333333333333333,0.02,1.0000000000000044,YLR370C;YNR035C;YKL013C;YBR234C
GO:0032271,regulation of protein polymerization,1.6111111111111114,0.021,1.000000000000013,YLR370C;YNR035C;YKL013C;YBR234C
GO:0033043,regulation of organelle organization,1.0447154471544722,0.004,1.000000000000018,YLR370C;YNR035C;YKL013C;YBR234C
GO:0051493,regulation of cytoskeleton organization,1.1447368421052628,0.758,0.9999999999999852,YLR370C;YNR035C;YKL013C;YBR234C
