GO Term,AUC,Average Precision
GO:0000054,0.6706988205389398,0.144568150854988
GO:0000278,0.5045530907312218,0.09629217426004735
GO:0000747,0.42432954544642815,0.09229536272517659
GO:0001403,0.47212145219604673,0.09949587252820173
GO:0002181,0.5151515214732199,0.12717738115426266
GO:0006260,0.4938086368762465,0.0993305445665663
GO:0006281,0.6491717265212845,0.14780703138560056
GO:0006310,0.5916749988737918,0.11634245176884261
GO:0006325,0.42729554556458343,0.0939338569471782
GO:0006352,0.42447153429828827,0.0919940477094777
GO:0006353,0.3783632317356346,0.09277484028628379
GO:0006360,0.4092893855820715,0.09094486467390725
GO:0006364,0.8771826351733392,0.27848736409842967
GO:0006366,0.6339833628934258,0.14357881521094928
GO:0006383,0.34080761238066976,0.09101091928703338
GO:0006397,0.46174927269409155,0.09533622899312864
GO:0006401,0.4573499999240845,0.09537815864655104
GO:0006413,0.3002836935556919,0.09106482372637702
GO:0006414,0.4450298992836308,0.09957794524503477
GO:0006418,0.4513001719193866,0.09109257103790279
GO:0006457,0.43566527279361617,0.10140366996553811
GO:0006468,0.39375200038117525,0.09133282530714165
GO:0006470,0.34834673566707447,0.0911523672409388
GO:0006486,0.49205527286221995,0.09661718456447124
GO:0006629,0.5272958172431575,0.1026311102705923
GO:0006811,0.4518594549919838,0.09253114206547088
GO:0006865,0.6032323221069281,0.13420311322524434
GO:0006869,0.4931975715859316,0.09509681107547521
GO:0006873,0.4657369091319852,0.09311768232150511
GO:0006887,0.38135024007975254,0.09090909361839294
GO:0006897,0.3731114547980674,0.09093388961323283
GO:0006970,0.42346709092254536,0.098672385067425
GO:0006979,0.39407645376774864,0.09187283801829273
GO:0007005,0.6102760908176,0.14044676094705408
GO:0007010,0.5132909089311195,0.09708160641789436
GO:0007031,0.30956198513737876,0.09104035162922854
GO:0007033,0.4534168839233026,0.0910875200041384
GO:0007059,0.583325272827769,0.1170410818924958
GO:0007124,0.42772245477256365,0.09210134690661322
GO:0008033,0.6040290908325696,0.1434117426404899
GO:0008380,0.5138200912985486,0.10231272986937653
GO:0008643,0.5984464658834887,0.1287939481256586
GO:0009408,0.3287442992304397,0.09222629607062448
GO:0009451,0.7187981817719463,0.1959135029729117
GO:0016197,0.417761293542269,0.095875630189072
GO:0032196,0.8950198200890815,0.2534032854654572
GO:0042273,0.9015640923534626,0.2831806549680504
GO:0042274,0.90219745643112,0.27881075872006744
GO:0045333,0.7160458195304011,0.20547537426718257
GO:0051321,0.5900656367455376,0.13188995307954876
GO:0051603,0.6568409997222903,0.16033656808124347
GO:0051726,0.43585409065174063,0.09224403187564828
