Batch,Training Loss,Validation Loss
0,71.03742361068726,71.12709283828735
100,56.843184649944305,41.491243839263916
200,29.849816381931305,21.541021168231964
300,19.382627472281456,15.537600666284561
400,16.15946616232395,14.493614286184311
500,14.343193240463734,13.564519509673119
600,13.268603406846523,12.150526270270348
700,12.336696214973927,12.012790441513062
800,11.884651064872742,11.7305239289999
900,11.311188817024231,11.651398614048958
1000,10.994621522724628,10.996818989515305
1100,10.908187456429005,11.07209250330925
1200,10.682354487478733,10.69817766547203
1300,10.531990252435207,10.427529960870743
1400,10.350324682891369,9.342657029628754
1500,10.22098658978939,11.227343827486038
1600,10.291974142193794,9.545376524329185
1700,10.021911658346653,9.854483380913734
1800,9.96095959842205,10.647414550185204
1900,9.75762639939785,9.249586835503578
2000,9.64830169826746,8.777885437011719
2100,9.652544781565666,10.426468774676323
2200,9.554428689181805,9.560733065009117
2300,9.447225607931614,9.66426856815815
2400,9.484082877635956,9.375454559922218
2500,9.468228228390217,9.438714012503624
2600,9.23965410888195,9.13012333214283
2700,9.333419568836689,10.486636608839035
2800,9.240930445492268,8.92453283071518
2900,9.229198947548866,10.047322660684586
3000,9.173169828951359,10.288916900753975
3100,9.198468782007694,9.757199212908745
3200,8.997552178800106,9.384691938757896
3300,8.962599769234657,10.724976062774658
3400,9.136768117547035,9.730448499321938
3500,8.95991675555706,9.654029980301857
3600,8.872630879282951,9.080855622887611
3700,8.876506738364697,8.782857805490494
3800,8.762887261807919,8.596053197979927
3900,8.941092513501644,9.546396285295486
4000,8.870944768190384,8.744189068675041
4100,8.762521289288998,9.112914130091667
4200,8.802187010645866,10.361044779419899
4300,8.686606980860233,9.008808061480522
4400,8.817870125174522,9.513760060071945
4500,8.728550411760807,9.920310750603676
4600,8.675167687237263,9.526736438274384
4700,8.595959521830082,9.186811968684196
4800,8.594485275447369,10.335554704070091
4900,8.752700202167034,8.901042118668556
5000,8.635329559445381,9.574700742959976
5100,8.538695767521858,9.441926628351212
5200,8.482900984585285,10.276764407753944
5300,8.582613572478294,10.147060602903366
5400,8.541118294000626,9.366449564695358
5500,8.589749000966549,9.805145263671875
5600,8.46029082685709,10.141092017292976
5700,8.562116645276546,8.830897882580757
5800,8.620133824646473,8.77438023686409
5900,8.502489134669304,8.817050904035568
6000,8.467662893235683,10.129851251840591
6100,8.470155470073223,9.68818262219429
6200,8.445697113871574,10.059739798307419
6300,8.510673895478249,10.265578925609589
6400,8.599785603582859,10.041114389896393
6500,8.333623833954334,9.3385861068964
6600,8.339628152549267,9.684987962245941
6700,8.644792653620243,10.396548137068748
6800,8.293529890477657,9.761184453964233
6900,8.410557217895985,8.495901674032211
7000,8.424500241875648,10.538203865289688
7100,8.219015821814537,9.880043417215347
7200,8.338081233203411,8.87704722583294
7300,8.310253888368607,8.983703330159187
7400,8.221833504736423,10.355957821011543
7500,8.311612397432327,9.512567818164825
7600,8.387395918369293,11.194474622607231
7700,8.351671442389488,9.898348897695541
7800,8.289449781179428,8.533813133835793
7900,8.301639579236507,9.944594725966454
8000,8.224950276315212,9.423448145389557
8100,8.190322011709213,9.103449136018753
8200,8.278538145124912,9.116982221603394
8300,8.305296614766121,8.65992583334446
8400,8.246070079505444,9.830324277281761
8500,8.1889513656497,9.6527099609375
8600,8.187477461993694,8.958615064620972
8700,8.1557297706604,9.489160254597664
8800,8.230962805449963,8.942485675215721
8900,8.145103998482227,10.208484083414078
9000,8.277164943516254,9.722320660948753
9100,8.124799385666847,11.15301363170147
9200,8.168307662010193,8.951363936066628
9300,8.188753716647625,9.580627903342247
9400,8.139172062277794,10.22240236401558
9500,8.041599225252867,8.704776763916016
9600,8.168763592839241,10.485441759228706
9700,8.194018699228764,9.703978076577187
9800,8.163889609277248,9.581403657793999
9900,8.191530115902424,9.58665981888771
10000,8.093418687582016,9.239901378750801
10100,8.063499718904495,9.901848286390305
10200,8.083696313202381,10.687597319483757
10300,8.171195738017559,9.627025872468948
10400,8.177828505635262,9.335351288318634
10500,8.0363939255476,10.803984552621841
10600,8.014089189469814,9.573041647672653
10700,8.040505677461624,10.169395953416824
10800,8.139877803623676,9.523442313075066
10900,7.99569907784462,8.521770685911179
11000,8.153846308588982,9.820024520158768
11100,8.062568418681622,9.578994140028954
11200,8.067127801477909,9.454803317785263
11300,7.898194245994091,8.885721191763878
11400,7.995115734636784,9.761963337659836
11500,8.011366680264473,10.775400623679161
11600,8.004633843898773,9.447600170969963
11700,8.134539783000946,9.167929664254189
11800,7.98947886750102,10.319222211837769
11900,8.03739095851779,10.037459582090378
12000,8.002258338034153,9.5952657610178
12100,7.883858427405357,10.170634537935257
12200,7.7665150463581085,9.332393780350685
12300,8.019798152148724,11.13835223019123
12400,8.055292658507824,10.048147812485695
12500,8.030117340385914,10.145044475793839
12600,8.001882016658783,9.136794805526733
12700,7.918679013848305,9.39662180840969
12800,7.934820510447025,10.702268555760384
12900,7.928115390241146,9.722274541854858
13000,7.91569259762764,9.282727017998695
13100,7.870804876089096,10.572829619050026
13200,7.938874281942844,10.878854766488075
13300,7.946545273065567,9.62953932583332
13400,7.98118668794632,9.764831885695457
13500,7.989366449415684,8.818573877215385
13600,7.833947338163853,10.917989015579224
13700,7.913772914558649,9.299644753336906
13800,7.894999455660582,9.568137526512146
13900,7.908645063638687,8.688488379120827
14000,7.934911981225014,10.278210937976837
14100,7.8708559684455395,9.497525542974472
14200,7.757185660302639,9.179663136601448
14300,7.908658929169178,9.516166150569916
14400,7.916611015796661,8.67181658744812
14500,7.901226796209812,9.692517444491386
14600,7.799257412552834,9.487647339701653
14700,7.886086657643318,11.098819300532341
14800,7.80856116861105,10.242282748222351
14900,7.819784834980965,10.154512450098991
15000,7.925621975213289,10.148139223456383
15100,7.953769221901894,9.718753397464752
15200,7.6756004467606544,10.097081437706947
15300,7.814973972737789,9.24240656197071
15400,7.856328196823597,9.705765023827553
15500,7.833237707614899,8.987186402082443
15600,7.895106039941311,9.606404304504395
15700,7.7597519010305405,10.521141439676285
15800,7.887790612876415,9.846328794956207
15900,7.74262185767293,9.226981922984123
16000,7.900779403746128,10.402843281626701
16100,7.775079756975174,9.169701486825943
16200,7.722112752497196,9.838677123188972
16300,7.82147217169404,10.735271871089935
16400,7.855637349188328,9.39498484134674
16500,7.729883059859276,9.863164201378822
16600,7.678346559405327,10.640273541212082
16700,7.736740432679653,9.459039494395256
16800,7.771414645016193,10.637063309550285
16900,7.69036678224802,10.213159993290901
17000,7.884987197816372,8.863403126597404
17100,7.7029951103031635,9.722275212407112
17200,7.786840829998255,9.377538189291954
17300,7.886846169829369,9.787891879677773
17400,7.713579919189215,9.638950228691101
17500,7.860782667994499,11.626809015870094
17600,7.637145664542913,11.097031757235527
17700,7.725580278784037,9.395276606082916
17800,7.882973153144121,9.03742678463459
17900,7.762994732707739,9.73111666738987
18000,7.857980400323868,10.175176113843918
18100,7.896860018372536,10.219370275735855
18200,7.692912109196186,8.98185782134533
18300,7.905922677367926,9.783905521035194
18400,7.950126558542252,9.863037914037704
18500,7.648472663015127,11.10652208328247
18600,7.767055809497833,9.552945122122765
18700,7.757525764405727,8.652726858854294
18800,7.658059399574995,10.31346432864666
18900,7.780761182308197,9.188272953033447
19000,7.6345495991408825,9.23943504691124
19100,7.645574022084475,10.436473712325096
19200,7.585315693169832,8.701146245002747
19300,7.762737676501274,10.339853689074516
19400,7.654091291129589,10.802547335624695
19500,7.624215856194496,9.4729845225811
19600,7.885827012360096,11.904843151569366
19700,7.699293456971645,9.384780824184418
19800,7.776609890162945,9.304791167378426
19900,7.704245787113905,9.83867272734642
20000,7.637929391115904,10.345820188522339
20100,7.7451224364340305,10.618988946080208
20200,7.655559688806534,9.407971873879433
20300,7.766472309827805,10.78396588563919
20400,7.541617214679718,9.202854335308075
20500,7.6847008392214775,8.801501095294952
20600,7.642476499080658,9.320398643612862
20700,7.742498457431793,9.829240590333939
20800,7.699052311480045,10.225921720266342
20900,7.66970743611455,10.567518398165703
21000,7.742352955043316,10.1322690397501
21100,7.692337490618229,10.022551417350769
21200,7.561353486031294,10.205419138073921
21300,7.6552407294511795,10.94481997191906
21400,7.588419798761606,9.535384550690651
21500,7.620770115405321,10.124454125761986
21600,7.60946474224329,8.916093185544014
21700,7.663651328533888,9.281383603811264
21800,7.589364878833294,10.684744566679
21900,7.628104247152805,11.30865603685379
22000,7.635272104293108,8.893899917602539
22100,7.680913627147675,9.824478849768639
22200,7.553084407001734,9.86403152346611
22300,7.62733368575573,10.73637418448925
22400,7.622214846313,10.888741612434387
22500,7.517877124249935,9.890162348747253
22600,7.619905203580856,8.713091313838959
22700,7.5369657054543495,8.86894278228283
22800,7.7090236730873585,9.483679607510567
22900,7.688993200659752,9.697482734918594
23000,7.59980782866478,10.344230905175209
23100,7.551593147218227,9.325486347079277
23200,7.70601499453187,9.595705419778824
23300,7.583951979875565,9.203309193253517
23400,7.672321759164333,8.49552072584629
23500,7.5241175554692745,10.551507249474525
23600,7.637203685939312,10.031697228550911
23700,7.700510732829571,9.636113494634628
23800,7.622729811817408,10.815765708684921
23900,7.599887505173683,11.605240181088448
24000,7.667924098670483,9.362133517861366
24100,7.569981265813112,8.850820735096931
24200,7.453282177448273,9.895324036478996
24300,7.506477691233158,10.005810856819153
24400,7.653813663870096,10.448178872466087
24500,7.5212046802043915,10.02674587070942
24600,7.752933390438557,9.171249344944954
24700,7.599817357957363,9.438968524336815
24800,7.496171940118074,10.760064423084259
24900,7.599831487983465,10.048593506217003
25000,7.51358300447464,10.262379199266434
25100,7.6040323600173,9.791302680969238
25200,7.62003380805254,9.599137678742409
25300,7.549414034932852,10.364130660891533
25400,7.508430145680904,9.044947400689125
25500,7.5590445920825005,10.090924054384232
25600,7.528424438089132,10.94433307647705
25700,7.5114671513438225,9.221395626664162
25800,7.511278264224529,11.044273003935814
25900,7.657244261354208,10.981309413909912
26000,7.582715347409248,10.966071859002113
26100,7.594116643071175,11.923585310578346
26200,7.529949635267258,8.626763299107552
26300,7.476343013346195,9.230940192937851
26400,7.654940210282803,9.08867247402668
26500,7.620392013341188,9.41176563501358
26600,7.555442117154598,10.65522313117981
26700,7.485901027917862,9.041837081313133
26800,7.576681267470121,10.71167103946209
26900,7.487170677632093,10.481473878026009
27000,7.5356737822294235,10.220416113734245
27100,7.55182971060276,9.28459383547306
27200,7.425110563635826,9.598304480314255
27300,7.518406379967928,9.827529639005661
27400,7.491744454950094,9.744267836213112
27500,7.5654407031834126,11.484206840395927
27600,7.611368395388126,11.051182225346565
27700,7.5400277227163315,10.568517372012138
27800,7.60073746740818,10.519706308841705
27900,7.540489863604307,9.498009607195854
28000,7.491357386112213,10.488810911774635
28100,7.390579495579004,9.749578833580017
28200,7.5669925063848495,9.681258425116539
28300,7.499402575194836,10.375547856092453
28400,7.537445235997438,9.942536056041718
28500,7.5666976273059845,10.058058276772499
28600,7.4729660376906395,8.772667422890663
28700,7.473397724330425,10.165819004178047
28800,7.492256373167038,9.403830766677856
28900,7.657389532774687,10.06162628531456
29000,7.5600296407938,9.637898355722427
29100,7.480944458395243,10.844933241605759
29200,7.541946705430746,9.992417842149734
29300,7.476065721362829,8.861998245120049
29400,7.492933329194784,9.128345996141434
29500,7.632710136473179,9.910970702767372
29600,7.528458129614592,10.460000112652779
29700,7.493459887802601,10.054692476987839
29800,7.545731820166111,9.621667116880417
29900,7.467817701399326,9.385872706770897
30000,7.536579467356205,10.776703655719757
30100,7.522195678204298,9.982800036668777
30200,7.5240770019590855,9.63023878633976
30300,7.560851383954287,9.975189939141273
30400,7.47954660281539,10.702588632702827
30500,7.429034903645515,9.51510950922966
30600,7.535513009876013,9.63899627327919
30700,7.489865779876709,9.100443571805954
30800,7.590054791420698,10.40926568210125
30900,7.529147606343031,11.228567436337471
31000,7.68714864552021,9.078474417328835
31100,7.5774200335145,10.536126345396042
31200,7.358544297516346,10.981179922819138
31300,7.519065473228693,10.192864462733269
31400,7.480011135339737,9.519178867340088
31500,7.365594077855349,10.79318031668663
31600,7.372509866952896,11.243719756603241
31700,7.507259786128998,11.787683293223381
31800,7.483774840831757,10.861733928322792
31900,7.543661464005709,10.065544620156288
32000,7.505294032394886,9.413145631551743
32100,7.560433212667704,9.535915404558182
32200,7.523424085229635,10.994463711977005
32300,7.4324879720807076,10.777721479535103
32400,7.473647803068161,9.512449577450752
32500,7.422233514487743,9.905609339475632
32600,7.4153670482337475,9.25364263355732
32700,7.451308440417051,10.998538956046104
32800,7.588989820331335,10.100129246711731
32900,7.409569375216961,11.595985144376755
33000,7.59373714402318,9.245919808745384
33100,7.588657382875681,10.143760442733765
33200,7.469687268137932,9.888264164328575
33300,7.48263593390584,9.431401267647743
33400,7.4050565883517265,11.312849447131157
33500,7.382478561252356,11.118837296962738
33600,7.467187184840441,10.965803563594818
33700,7.268761612474918,9.891377463936806
33800,7.375955503433943,11.648763120174408
33900,7.522507004439831,10.303260684013367
34000,7.463869418948889,12.431398406624794
34100,7.398510999977589,11.800568848848343
34200,7.417903680354357,12.103726416826248
34300,7.550895489752293,10.55511750280857
34400,7.44416019320488,10.487086921930313
34500,7.410686612129211,10.737217962741852
34600,7.428706396371126,9.676515758037567
34700,7.5577394142746925,9.52598512172699
34800,7.437850847840309,11.302997916936874
34900,7.505566891282797,9.25416961312294
35000,7.456247232854366,9.788241982460022
35100,7.394493471831083,8.455676883459091
35200,7.614163391292095,10.346648246049881
35300,7.375560153275728,8.553790226578712
35400,7.484415516257286,9.671234861016273
35500,7.528596885502338,9.642808809876442
35600,7.328247308731079,10.243449956178665
35700,7.478483662009239,10.638793334364891
35800,7.415368743240833,9.778771623969078
