Batch,Training Loss,Validation Loss
0,69.6673035621643,69.69643354415894
100,63.79999053478241,48.95437479019165
200,20.446008183062077,6.900174729526043
300,6.661759536713362,6.31848506629467
400,5.988124139606953,5.595390610396862
500,5.433293279260397,5.057166181504726
600,5.106912683695555,4.963532015681267
700,4.897085219621658,4.534232281148434
800,4.808440748602152,4.623312726616859
900,4.625088043510914,3.860098496079445
1000,4.6178142093122005,4.810466915369034
1100,4.368004102259874,4.985409900546074
1200,4.381421186029911,4.975312538444996
1300,4.351249244064093,4.504784382879734
1400,4.313405696302652,4.2084914445877075
1500,4.188057601451874,4.925915859639645
1600,4.176550578325987,4.43689402192831
1700,4.27601108700037,4.378809183835983
1800,4.129433121532202,4.5284562930464745
1900,4.036565274000168,3.6188633739948273
2000,4.150424897670746,3.8726767152547836
2100,4.115563668310642,4.391840882599354
2200,4.0932029988616705,4.382548071444035
2300,4.047862816601992,4.557904601097107
2400,3.9947243593633175,3.485245257616043
2500,3.983646348118782,4.382206499576569
2600,4.049394927918911,4.562697969377041
2700,3.917796652764082,4.462950266897678
2800,3.970770265907049,3.7776337191462517
2900,3.9537747893482447,4.295178651809692
3000,3.981231417506933,3.9282870292663574
3100,3.9117821473628283,3.296879157423973
3200,3.9159572646021843,4.189912602305412
3300,4.021247643977404,3.9877671003341675
3400,3.972086299210787,4.135098271071911
3500,3.872716046869755,3.602938912808895
3600,3.930701557546854,3.7664832919836044
3700,3.97350899502635,4.055583328008652
3800,3.948835641145706,4.73983608186245
3900,3.9514570273458958,4.518862925469875
4000,3.93857105076313,3.900451511144638
4100,3.878994941711426,4.512495473027229
4200,3.856289654970169,3.679424338042736
4300,3.868441216647625,4.32395726442337
4400,3.951432593166828,3.3317798748612404
4500,3.8428918812423944,3.9441416785120964
4600,3.8050801306962967,3.28466784209013
4700,3.902333624660969,4.252762198448181
4800,3.8464056812226772,4.196630008518696
4900,3.817192990332842,4.123570099473
5000,3.921440217643976,3.5062674805521965
5100,3.95717516541481,4.574841968715191
5200,3.928297311067581,4.490614198148251
5300,3.8257129322737455,3.3130208775401115
5400,3.8243577107787132,3.6859913915395737
5500,3.8901503700762987,3.965586796402931
5600,3.8463564589619637,3.6083651706576347
5700,3.8803041987121105,3.4496858716011047
5800,3.805221598595381,3.9704474806785583
5900,3.862577009946108,3.9339255541563034
6000,3.840873781591654,3.554857559502125
6100,3.9175543803721666,3.763671964406967
6200,3.8379387333989143,3.943784348666668
6300,3.8623023815453053,4.4297019764781
6400,3.8177696112543344,3.830125220119953
6500,3.910848770290613,4.040595218539238
6600,3.791624741628766,3.6117203161120415
6700,3.8889541067183018,3.7049000710248947
6800,3.772697476670146,4.351092949509621
6900,3.8509923182427883,3.84660791605711
7000,3.8825886361300945,3.9120450615882874
7100,3.848905401304364,3.424747884273529
7200,3.867142990231514,3.7787773087620735
7300,3.8951544612646103,3.8748712837696075
7400,3.8567822743207216,4.043879844248295
7500,3.819768238812685,4.298547692596912
7600,3.81829284876585,4.272800534963608
7700,3.9281696788966656,4.180791452527046
7800,3.7997759133577347,4.066325351595879
7900,3.8239961992949247,4.109582230448723
8000,3.9081915114074945,4.766345284879208
8100,3.805381301790476,3.831685148179531
8200,3.843855796381831,4.908953681588173
8300,3.795233726501465,4.701204784214497
8400,3.8037480134516954,3.8440759479999542
8500,3.8961260728538036,3.8108187168836594
8600,3.8786258697509766,3.730444572865963
8700,3.813677242025733,3.7532492354512215
8800,3.8240315318107605,4.3201397359371185
8900,3.8440297432243824,3.7501467764377594
9000,3.8754351288080215,3.743802085518837
9100,3.8414155039936304,3.7931694462895393
9200,3.888588545843959,3.8229215890169144
9300,3.809490906074643,3.6570408567786217
9400,3.8648920375853777,3.762770965695381
9500,3.800131341442466,3.8618578389286995
9600,3.8008698243647814,3.796415328979492
9700,3.894083993509412,4.524984769523144
9800,3.83569342084229,3.8957224041223526
9900,3.811526395380497,3.661811612546444
10000,3.8155187759548426,4.140322394669056
10100,3.8212926499545574,4.228142276406288
10200,3.8195494264364243,3.501257859170437
10300,3.7999108508229256,3.8568340241909027
10400,3.8329613246023655,3.594171963632107
10500,3.7597809489816427,4.038334749639034
10600,3.7570913415402174,4.101521149277687
10700,3.8694511093199253,3.4610525518655777
10800,3.74417238868773,3.3618347719311714
10900,3.8101762775331736,3.2283928990364075
11000,3.855644065886736,4.350903779268265
11100,3.8304152693599463,4.052286855876446
11200,3.7886035852134228,3.7589355185627937
11300,3.7996254358440638,3.357492871582508
11400,3.7691236585378647,3.611054942011833
11500,3.7760118655860424,3.910021521151066
11600,3.8537916783243418,4.117313921451569
11700,3.8195548970252275,4.031384214758873
11800,3.828045718371868,4.010276086628437
11900,3.8342027943581343,4.454839415848255
12000,3.7024583145976067,3.702028840780258
12100,3.842946933582425,3.7269260361790657
12200,3.7786037493497133,4.2234911769628525
12300,3.8453687764704227,4.349670894443989
12400,3.8825739584863186,3.3716729655861855
12500,3.768681040033698,3.1598245166242123
12600,3.8541052602231503,3.779168985784054
12700,3.7453223448246717,4.104338996112347
12800,3.841713722795248,3.674171343445778
12900,3.78709152713418,3.944512829184532
13000,3.762540405616164,3.7136702612042427
13100,3.7800057753920555,3.9520642161369324
13200,3.8449948858469725,4.13271427154541
13300,3.7553283628076315,4.093296751379967
13400,3.7450966611504555,4.5926616713404655
13500,3.8140572626143694,3.9598898589611053
13600,3.7613856103271246,4.197049289941788
13700,3.7807508390396833,3.9913994446396828
13800,3.7599007189273834,3.5199008882045746
13900,3.7428525798022747,3.8038647174835205
14000,3.775354526937008,3.9861097559332848
14100,3.7435491755604744,3.4453415125608444
14200,3.8170095961540937,3.741990588605404
14300,3.761187206953764,4.982008598744869
14400,3.8530585449188948,4.828301295638084
14500,3.759644642472267,3.8305051624774933
14600,3.7749947868287563,3.7965019419789314
14700,3.830953301861882,4.427625872194767
14800,3.775623781606555,3.758644200861454
14900,3.710333352908492,3.067321628332138
15000,3.7957049626857042,3.79345890134573
15100,3.8101219162344933,4.4928178191185
15200,3.7796192448586226,3.7067169323563576
15300,3.7989787571132183,4.159172251820564
15400,3.8268559630960226,3.4132612124085426
15500,3.714430309832096,3.346816748380661
15600,3.791075471788645,3.4056489542126656
15700,3.809735130518675,3.2119794003665447
15800,3.7363557275384665,3.27451154589653
15900,3.7033508010208607,3.7791474163532257
16000,3.8142085913568735,3.6090894415974617
16100,3.7499128375202417,3.562202900648117
16200,3.806117746978998,3.8196684792637825
16300,3.7355159260332584,3.2798561826348305
16400,3.7074270769953728,3.096500039100647
16500,3.7845527064055204,3.4112587198615074
16600,3.764148762449622,3.6396875232458115
16700,3.777307579293847,3.828081227838993
16800,3.761223131790757,3.4529107809066772
16900,3.760091381147504,3.3955033868551254
17000,3.825489552691579,4.0475525707006454
17100,3.7855464182794094,3.942340463399887
17200,3.7923339251428843,3.691154196858406
17300,3.7396093606948853,4.15119394659996
17400,3.7470894902944565,3.9276478439569473
17500,3.756154976785183,3.3041056990623474
17600,3.722207810729742,3.5939091816544533
17700,3.7561414409428835,4.263963028788567
17800,3.7669592276215553,3.2922525331377983
17900,3.672958604991436,3.2936074770987034
18000,3.7577245719730854,4.111280702054501
18100,3.701323615387082,4.110132455825806
18200,3.7064244095236063,3.4925276413559914
18300,3.7217372097074986,4.228694587945938
18400,3.7289191354066133,3.8595720380544662
18500,3.7473486997187138,4.919685646891594
18600,3.7798960097134113,3.9602257683873177
18700,3.6722037736326456,4.709446243941784
18800,3.70112675242126,3.4141693264245987
18900,3.776551179587841,3.6435291543602943
19000,3.6819413751363754,4.597803577780724
19100,3.6995504647493362,4.196528568863869
19200,3.713469436392188,4.053393714129925
19300,3.807662107050419,3.3940675109624863
19400,3.693807404488325,3.5361330211162567
19500,3.7831290792673826,3.3355218917131424
19600,3.7366081811487675,3.8020168989896774
19700,3.739425988867879,4.087049514055252
19800,3.690180156379938,3.9207468554377556
19900,3.759203599765897,3.7981241568922997
20000,3.7681074868887663,4.583067633211613
20100,3.7228659745305777,3.7293364852666855
20200,3.697336168959737,3.3573758602142334
20300,3.7449528388679028,4.205569736659527
20400,3.726146535947919,4.184170365333557
20500,3.7232187185436487,3.6713139340281487
20600,3.712532714009285,3.758307620882988
20700,3.8065816685557365,3.133911658078432
20800,3.8288288339972496,3.2769199833273888
20900,3.7735685613006353,3.8432497158646584
21000,3.785080274567008,4.0840839222073555
21100,3.7275777123868465,3.298451006412506
21200,3.795284667983651,3.709000386297703
21300,3.740145977586508,3.250648155808449
21400,3.757274053990841,4.028194695711136
21500,3.7231156025081873,3.4750868752598763
21600,3.7386786192655563,3.519185557961464
21700,3.6579810958355665,3.340945281088352
21800,3.7397090401500463,4.19692125171423
21900,3.700006077066064,4.041443280875683
22000,3.7052782755345106,3.8690679147839546
22100,3.7374837808310986,3.713204637169838
22200,3.7322251703590155,3.506176248192787
22300,3.787059986963868,4.2962585017085075
22400,3.7553155217319727,4.006653241813183
22500,3.697490841150284,3.92100278288126
22600,3.6988532207906246,3.7844915688037872
22700,3.756770972162485,3.1511061638593674
22800,3.729303739964962,3.5839202627539635
22900,3.716654986143112,3.4080060571432114
23000,3.714356854557991,3.452836275100708
23100,3.7460995111614466,3.9223335683345795
23200,3.7179310265928507,4.337508790194988
23300,3.7204175256192684,3.2648130133748055
23400,3.7219781894236803,3.384877070784569
23500,3.7323552295565605,3.225683346390724
23600,3.767733547836542,3.2665615528821945
23700,3.7099175229668617,4.010329879820347
23800,3.7651095017790794,4.239651262760162
23900,3.74550867266953,3.3825820311903954
24000,3.7307138890028,3.6270278692245483
24100,3.7915711663663387,4.185533300042152
24200,3.7492642048746347,4.584493413567543
24300,3.714021597057581,3.733178935945034
24400,3.7073300890624523,3.8242796435952187
24500,3.7212617080658674,4.609145447611809
24600,3.6813273429870605,3.8821476697921753
24700,3.6454083994030952,4.193278439342976
24800,3.799117974936962,3.4983638301491737
24900,3.6476213708519936,3.952176794409752
25000,3.729373212903738,3.2448619976639748
25100,3.715456059202552,4.732416160404682
25200,3.7173378132283688,4.344669841229916
25300,3.660484431311488,3.7375543639063835
25400,3.666056491434574,4.711235165596008
25500,3.701766876503825,3.6738353967666626
25600,3.646139519289136,3.641648031771183
25700,3.669615564867854,3.454729914665222
25800,3.6944032944738865,4.249380677938461
25900,3.73766253516078,4.9401866644620895
26000,3.680164782330394,4.001063257455826
26100,3.6765011474490166,3.581700921058655
26200,3.7067779824137688,3.9158588647842407
26300,3.657782182097435,3.8021888956427574
26400,3.7938627898693085,3.834588900208473
26500,3.7114178482443094,5.412618517875671
26600,3.7199470661580563,4.1730692610144615
26700,3.697890914976597,3.4190720319747925
26800,3.760179106146097,3.7427518516778946
26900,3.6587702687829733,3.8002934679389
27000,3.6274667233228683,3.5201717540621758
27100,3.6772073097527027,4.368341714143753
27200,3.6996576972305775,4.360089339315891
27300,3.7424587476998568,4.057264924049377
27400,3.7316552717238665,3.710334226489067
27500,3.642545999959111,3.7215694785118103
27600,3.7936896551400423,4.021937474608421
27700,3.732606304809451,4.154443442821503
27800,3.7330666054040194,3.8450905680656433
27900,3.672359172254801,3.9184020459651947
28000,3.624848250299692,3.8370490074157715
28100,3.7208308055996895,4.052905514836311
28200,3.7347363475710154,3.711806684732437
28300,3.682088989764452,3.7383651733398438
28400,3.6933240927755833,4.2877549678087234
28500,3.6419655941426754,4.0770528838038445
28600,3.735665552318096,3.6057987809181213
28700,3.653917897492647,3.4321805834770203
28800,3.6537540443241596,4.011601097881794
28900,3.7175739482045174,3.6877095699310303
29000,3.6892009284347296,3.8497115299105644
29100,3.6387030854821205,3.3595267683267593
29200,3.6554403137415648,3.9569376781582832
29300,3.6876237485557795,4.384056888520718
29400,3.6541794184595346,3.291745185852051
29500,3.6543962862342596,3.759893551468849
29600,3.704251119866967,3.6037080734968185
29700,3.661522824317217,3.9112956449389458
29800,3.7390607465058565,3.770717978477478
29900,3.6233109664171934,3.6565790697932243
30000,3.6681797318160534,4.287716746330261
30100,3.691577261313796,4.315164498984814
30200,3.656710159033537,3.865066058933735
30300,3.6782926451414824,3.8512760773301125
30400,3.619101546704769,4.717329405248165
30500,3.691650813445449,3.5369491577148438
30600,3.5975801534950733,4.03769925236702
30700,3.691689908504486,3.482084460556507
30800,3.6691413689404726,3.31015657633543
30900,3.635865919291973,3.437717594206333
31000,3.692991115152836,4.061735421419144
31100,3.650590566918254,3.297920525074005
31200,3.654088757932186,3.8168304413557053
31300,3.7361891586333513,4.303713440895081
31400,3.6566625460982323,4.408477321267128
31500,3.685265950858593,4.3587615340948105
31600,3.64601506665349,4.801247753202915
31700,3.6346927527338266,3.7610316649079323
31800,3.698050729930401,3.7892669439315796
31900,3.672745671123266,4.311610236763954
32000,3.668985391035676,4.296712018549442
32100,3.6388748921453953,3.3848529309034348
32200,3.6684662979096174,4.36249915510416
32300,3.6951943077147007,5.155875310301781
32400,3.6240165382623672,3.5267221555113792
32500,3.61503192409873,3.553326167166233
32600,3.6708536092191935,3.9627521857619286
32700,3.6536375861614943,3.8937531784176826
32800,3.6454327311366796,4.0256257727742195
32900,3.6149002388119698,5.245826430618763
33000,3.614858800545335,3.4454336389899254
33100,3.6616948265582323,3.521900773048401
33200,3.680422678589821,4.144662395119667
33300,3.6523623540997505,3.684620186686516
33400,3.6692733112722635,4.195385165512562
33500,3.5919893831014633,4.0160951018333435
33600,3.6184674575924873,4.412410855293274
33700,3.6640657410025597,4.051280431449413
33800,3.6309139877557755,3.8797947764396667
33900,3.674726452678442,3.356921412050724
34000,3.5549020636826754,3.7124069035053253
34100,3.6446320973336697,3.6898737400770187
34200,3.6295960303395987,3.684171922504902
34300,3.5723871923983097,3.798610232770443
34400,3.61913232691586,3.65435428917408
34500,3.5755469780415297,3.6203402653336525
34600,3.6512391567230225,4.320235475897789
34700,3.6185314152389765,4.155580401420593
34800,3.6207579225301743,4.037256576120853
34900,3.673809999600053,4.0884653851389885
35000,3.6219977512955666,4.1289424523711205
35100,3.6176746860146523,3.7473157420754433
35200,3.6266181711107492,3.052274454385042
35300,3.656318064779043,3.4263237193226814
35400,3.6450624652206898,3.657001443207264
35500,3.5616915971040726,3.79403043538332
35600,3.6367102172225714,3.813091181218624
35700,3.571246225386858,3.5182690620422363
35800,3.695373471826315,3.886197656393051
35900,3.5905565470457077,3.6873265728354454
36000,3.592372454702854,3.5821666195988655
36100,3.59970635548234,4.3995460495352745
36200,3.5604925453662872,4.194147996604443
36300,3.615331444889307,4.532344751060009
36400,3.589286295697093,3.745572753250599
36500,3.5819572545588017,4.229407124221325
36600,3.602477451786399,4.308050908148289
36700,3.5591927263885736,4.118955470621586
36800,3.590374303981662,3.644687570631504
36900,3.6465957649052143,3.3766885846853256
37000,3.6661235354840755,3.975863978266716
37100,3.6078316438943148,3.8019105419516563
37200,3.6530309543013573,4.517742656171322
37300,3.579034674912691,4.10566933453083
37400,3.5400181636214256,3.388536088168621
37500,3.5998411141335964,3.255232460796833
37600,3.611308015882969,3.915196694433689
37700,3.617630824446678,4.007979966700077
37800,3.633025910705328,4.013190865516663
37900,3.6015259586274624,4.169887080788612
