Used Modern Datasets
Initialized Expression Datasets
Initialized Localization Data
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/Modern_phys_gene/Original_glpx_b_466x25000x53_lr0.01_batch50_Train_/
./Yeast Resources/Pairwise/Spell/Modern_phys_gene/Original_glpx_b_466x25000x53_lr0.01_batch50_Test_/
Time for 100 Batches: 1.4563944856325786
100 Batch Cumulative Loss: 16.866093625081703
Time for 100 Batches: 1.4504110852877299
100 Batch Cumulative Loss: 18.849433215727913
Time for 100 Batches: 1.4566410541534425
100 Batch Cumulative Loss: 16.673508218722418
Time for 100 Batches: 1.4520638545354208
100 Batch Cumulative Loss: 15.982744806970004
Time for 100 Batches: 1.4425596714019775
100 Batch Cumulative Loss: 29.17920392251108
Time for 100 Batches: 1.4548494815826416
100 Batch Cumulative Loss: 15.495459415440564
Time for 100 Batches: 1.4425832947095236
100 Batch Cumulative Loss: 14.827585696446477
Time for 100 Batches: 1.44398775100708
100 Batch Cumulative Loss: 16.089926306856796
Time for 100 Batches: 1.4603864590326945
100 Batch Cumulative Loss: 17.67173788807122
Time for 100 Batches: 1.4545426845550538
100 Batch Cumulative Loss: 16.52562998479698
Time for 100 Batches: 1.4390647371610006
100 Batch Cumulative Loss: 16.6075988568482
Time for 100 Batches: 1.4607751369476318
100 Batch Cumulative Loss: 15.992816496698651
Time for 100 Batches: 1.4458508133888244
100 Batch Cumulative Loss: 17.385317245847546
Time for 100 Batches: 1.4523332039515178
100 Batch Cumulative Loss: 14.638073497393634
Time for 100 Batches: 1.461264967918396
100 Batch Cumulative Loss: 15.244828857830726
Time for 100 Batches: 1.4504931886990866
100 Batch Cumulative Loss: 16.299030202673748
Time for 100 Batches: 1.451766546567281
100 Batch Cumulative Loss: 16.409586920170113
Time for 100 Batches: 1.43361128171285
100 Batch Cumulative Loss: 16.42931015731301
Time for 100 Batches: 1.4448378205299377
100 Batch Cumulative Loss: 15.868400608596858
Time for 100 Batches: 1.4564799348513284
100 Batch Cumulative Loss: 15.581606964813545
Time for 100 Batches: 1.4564862966537475
100 Batch Cumulative Loss: 16.8386979810748
Time for 100 Batches: 1.4470929543177287
100 Batch Cumulative Loss: 15.44762199325487
Time for 100 Batches: 1.4434761683146158
100 Batch Cumulative Loss: 16.801556980935857
Time for 100 Batches: 1.43915913105011
100 Batch Cumulative Loss: 16.134186999173835
Time for 100 Batches: 1.4367847839991252
100 Batch Cumulative Loss: 14.199282503381255
Time for 100 Batches: 1.4505390365918478
100 Batch Cumulative Loss: 15.07696454989491
Time for 100 Batches: 1.4553870598475138
100 Batch Cumulative Loss: 18.577657049521804
Time for 100 Batches: 1.4504188776016236
100 Batch Cumulative Loss: 15.569086725474335
Time for 100 Batches: 1.4696785807609558
100 Batch Cumulative Loss: 15.483118878706591
Time for 100 Batches: 1.4583728154500326
100 Batch Cumulative Loss: 15.904841028008377
Time for 100 Batches: 1.455022124449412
100 Batch Cumulative Loss: 14.798100122832693
Time for 100 Batches: 1.4513958096504211
100 Batch Cumulative Loss: 18.487975038287004
Time for 100 Batches: 1.4599876006444295
100 Batch Cumulative Loss: 14.096430750198806
Time for 100 Batches: 1.4598433097203574
100 Batch Cumulative Loss: 16.25397323066136
Time for 100 Batches: 1.434052872657776
100 Batch Cumulative Loss: 14.517695893358905
Time for 100 Batches: 1.4601796547571817
100 Batch Cumulative Loss: 16.433097689412534
Time for 100 Batches: 1.4564053177833558
100 Batch Cumulative Loss: 15.408820621101768
Time for 100 Batches: 1.4484081149101258
100 Batch Cumulative Loss: 15.666958456626162
Time for 100 Batches: 1.4536778569221496
100 Batch Cumulative Loss: 16.709186507738195
Time for 100 Batches: 1.4505678057670592
100 Batch Cumulative Loss: 16.4610416716896
Time for 100 Batches: 1.457670239607493
100 Batch Cumulative Loss: 16.81232628459111
Time for 100 Batches: 1.4519503037134807
100 Batch Cumulative Loss: 15.383683690059115
Time for 100 Batches: 1.4281972328821817
100 Batch Cumulative Loss: 15.268773647800117
Time for 100 Batches: 1.4490551710128785
100 Batch Cumulative Loss: 16.123117609124165
Time for 100 Batches: 1.4605968713760376
100 Batch Cumulative Loss: 15.463667042087764
Time for 100 Batches: 1.4455036799112955
100 Batch Cumulative Loss: 16.88122395751998
Time for 100 Batches: 1.4490906476974488
100 Batch Cumulative Loss: 14.561996236036066
Time for 100 Batches: 1.4513623555501303
100 Batch Cumulative Loss: 17.767908441936015
Time for 100 Batches: 1.466259229183197
100 Batch Cumulative Loss: 14.846443401169381
Time for 100 Batches: 1.450081205368042
100 Batch Cumulative Loss: 15.063973622047342
Time for 100 Batches: 1.4518020550409954
100 Batch Cumulative Loss: 15.68709058035165
Time for 100 Batches: 1.4437891523043314
100 Batch Cumulative Loss: 14.610873755649664
Time for 100 Batches: 1.4554458856582642
100 Batch Cumulative Loss: 13.876986448201933
Time for 100 Batches: 1.4498239676157634
100 Batch Cumulative Loss: 14.662093137289048
Time for 100 Batches: 1.4416309118270874
100 Batch Cumulative Loss: 15.239556148066185
Time for 100 Batches: 1.458911168575287
100 Batch Cumulative Loss: 13.533465463900939
Time for 100 Batches: 1.4536075830459594
100 Batch Cumulative Loss: 23.345945255365223
