Gene A,Gene B,Label,Score,Precision,Recall,False Positive Rate
YMR143W,YPL079W,0,2.2106624,0.0,0.0,0.00010030090197687969
YGR214W,YPL220W,0,2.1223786,0.0,0.0,0.00020060180395375937
YLR344W,YDR450W,0,2.013761,0.0,0.0,0.00030090269865468144
YDL181W,YJL166W,0,1.876692,0.0,0.0,0.00040120360790751874
YMR142C,YER074W,0,1.873145,0.0,0.0,0.000501504517160356
YGL030W,YEL054C,0,1.8563677,0.0,0.0,0.0006018053973093629
YDL082W,YDR447C,0,1.7598145,0.0,0.0,0.0007021063356660306
YPR132W,YHR203C,0,1.6945426,0.0,0.0,0.0008024072158150375
YML063W,YOL040C,0,1.6833298,0.0,0.0,0.0009027080959640443
YNL096C,YOR096W,0,1.6640779,0.0,0.0,0.001003009034320712
YGR108W,YBL009W,0,1.6514709,0.0,0.0,0.001103309914469719
YML081C-A,YPR006C,0,1.6466801,0.0,0.0,0.0012036107946187258
YNL308C,YKR025W,0,1.6067066,0.0,0.0,0.0013039117911830544
YAL025C,YDR101C,0,1.6055183,0.0,0.0,0.0014042126713320613
YDR184C,YBR154C,0,1.592486,0.0,0.0,0.0015045135514810681
YDL136W,YKR057W,0,1.5877514,0.0,0.0,0.001604814431630075
YNL312W,YBR088C,1,1.5849456,0.05882352963089943,0.0009708738070912659,0.001604814431630075
YJL158C,YLL045C,0,1.5804332,0.0555555559694767,0.0009708738070912659,0.0017051153117790818
YPL131W,YGR034W,0,1.5304778,0.05263157933950424,0.0009708738070912659,0.0018054161919280887
YCR072C,YNL248C,0,1.5068703,0.05000000074505806,0.0009708738070912659,0.0019057171884924173
YDR418W,YNL067W,0,1.4538709,0.0476190485060215,0.0009708738070912659,0.002006018068641424
YLL045C,YMR121C,0,1.418544,0.04545454680919647,0.0009708738070912659,0.002106318948790431
YDR226W,YOL039W,0,1.4098392,0.043478261679410934,0.0009708738070912659,0.002206619828939438
YNL248C,YBR061C,0,1.4076675,0.0416666679084301,0.0009708738070912659,0.0023069207090884447
YDL130W,YLR048W,0,1.405344,0.03999999910593033,0.0009708738070912659,0.0024072215892374516
YDR081C,YDL236W,0,1.4028703,0.03846153989434242,0.0009708738070912659,0.0025075224693864584
YPL167C,YLR442C,1,1.3938749,0.07407407462596893,0.0019417476141825318,0.0025075224693864584
YNL178W,YOR210W,0,1.386152,0.0714285746216774,0.0019417476141825318,0.002607823582366109
YDL166C,YHR196W,0,1.3737506,0.06896551698446274,0.0019417476141825318,0.0027081244625151157
YPR135W,YLR032W,1,1.373569,0.10000000149011612,0.002912621246650815,0.0027081244625151157
YBR222C,YGL236C,0,1.3684711,0.09677419066429138,0.002912621246650815,0.0028084253426641226
YKL113C,YDL164C,1,1.3670948,0.125,0.0038834952283650637,0.0028084253426641226
YMR088C,YHL033C,0,1.3529656,0.12121212482452393,0.0038834952283650637,0.0029087262228131294
YKL216W,YKL021C,0,1.3456028,0.11764705926179886,0.0038834952283650637,0.0030090271029621363
YDL181W,YCR004C,0,1.3423822,0.11428571492433548,0.0038834952283650637,0.003109327983111143
YDL188C,YNL307C,0,1.3371181,0.1111111119389534,0.0038834952283650637,0.00320962886326015
YJL189W,YDR382W,0,1.3348498,0.10810811072587967,0.0038834952283650637,0.003309929743409157
YDL003W,YLR103C,1,1.3346944,0.1315789520740509,0.004854368977248669,0.003309929743409157
YDL055C,YML024W,0,1.3345942,0.12820513546466827,0.004854368977248669,0.0034102306235581636
YBL002W,YPL220W,0,1.3297856,0.125,0.004854368977248669,0.0035105315037071705
YBR186W,YMR142C,0,1.3289092,0.12195122241973877,0.004854368977248669,0.0036108323838561773
YBR236C,YGR271C-A,0,1.3267626,0.1190476194024086,0.004854368977248669,0.003711133496835828
YDR194C,YDR337W,0,1.3241,0.11627907305955887,0.004854368977248669,0.0038114343769848347
