Gene A,Gene B,Label,Score,Precision,Recall,False Positive Rate
YFL022C,YOR260W,0,0.96040547,0.0,0.0,0.00010030090197687969
YER175C,YKL103C,0,0.95139587,0.0,0.0,0.00020060180395375937
YPL266W,YOR091W,0,0.9389112,0.0,0.0,0.00030090269865468144
YDR087C,YML022W,0,0.8983793,0.0,0.0,0.00040120360790751874
YHL011C,YLR009W,0,0.85065687,0.0,0.0,0.000501504517160356
YKL081W,YBR084C-A,0,0.8348371,0.0,0.0,0.0006018053973093629
YPL081W,YML073C,0,0.8049817,0.0,0.0,0.0007021063356660306
YKR060W,YJL200C,0,0.8000319,0.0,0.0,0.0008024072158150375
YPL081W,YOR159C,0,0.7991806,0.0,0.0,0.0009027080959640443
YGR148C,YDR002W,0,0.7838638,0.0,0.0,0.001003009034320712
YDR519W,YMR173W,0,0.77889943,0.0,0.0,0.001103309914469719
YML107C,YGR036C,0,0.77765864,0.0,0.0,0.0012036107946187258
YPL087W,YNL071W,0,0.7765033,0.0,0.0,0.0013039117911830544
YFL022C,YLR175W,0,0.7723092,0.0,0.0,0.0014042126713320613
YGL050W,YLL019C,0,0.7541871,0.0,0.0,0.0015045135514810681
YOL097C,YHL013C,0,0.7539985,0.0,0.0,0.001604814431630075
YML036W,YOL094C,0,0.75093746,0.0,0.0,0.0017051153117790818
YGR032W,YJL042W,0,0.74548703,0.0,0.0,0.0018054161919280887
YOR045W,YOR020C,1,0.74277765,0.05263157933950424,0.0009708738070912659,0.0018054161919280887
YJL183W,YPL081W,0,0.73369026,0.05000000074505806,0.0009708738070912659,0.0019057171884924173
YOR020C,YJR080C,1,0.7157366,0.095238097012043,0.0019417476141825318,0.0019057171884924173
YDR471W,YGR027C,0,0.707021,0.09090909361839294,0.0019417476141825318,0.002006018068641424
YOR310C,YDL122W,0,0.7041514,0.08695652335882187,0.0019417476141825318,0.002106318948790431
YGR082W,YNL070W,1,0.6933021,0.125,0.002912621246650815,0.002106318948790431
YDR377W,YHR110W,0,0.6929906,0.11999999731779099,0.002912621246650815,0.002206619828939438
YKL216W,YMR242C,0,0.6879077,0.11538461595773697,0.002912621246650815,0.0023069207090884447
YNR017W,YIL022W,1,0.6843989,0.14814814925193787,0.0038834952283650637,0.0023069207090884447
YLR061W,YDR339C,0,0.68375397,0.1428571492433548,0.0038834952283650637,0.0024072215892374516
YHR062C,YMR093W,0,0.67647624,0.13793103396892548,0.0038834952283650637,0.0025075224693864584
YNR032W,YDL113C,1,0.67344105,0.1666666716337204,0.004854368977248669,0.0025075224693864584
YDR122W,YHR176W,0,0.67049253,0.16129031777381897,0.004854368977248669,0.002607823582366109
YNL127W,YHR005C,0,0.6677698,0.15625,0.004854368977248669,0.0027081244625151157
YML127W,YLR342W,0,0.6665664,0.1515151560306549,0.004854368977248669,0.0028084253426641226
YPL004C,YLL019C,0,0.6649319,0.14705882966518402,0.004854368977248669,0.0029087262228131294
YKL220C,YNL160W,0,0.66028583,0.1428571492433548,0.004854368977248669,0.0030090271029621363
YLR259C,YMR002W,1,0.65998447,0.1666666716337204,0.00582524249330163,0.0030090271029621363
YHR069C,YPR112C,0,0.65938234,0.1621621549129486,0.00582524249330163,0.003109327983111143
YPL203W,YPL004C,0,0.65735894,0.15789473056793213,0.00582524249330163,0.00320962886326015
YEL036C,YLR384C,0,0.6535549,0.1538461595773697,0.00582524249330163,0.003309929743409157
YGR077C,YOR227W,0,0.65345156,0.15000000596046448,0.00582524249330163,0.0034102306235581636
YDR212W,YGL189C,0,0.6521951,0.1463414579629898,0.00582524249330163,0.0035105315037071705
YBR188C,YER177W,0,0.6514613,0.1428571492433548,0.00582524249330163,0.0036108323838561773
YDR304C,YBL058W,0,0.64762723,0.13953489065170288,0.00582524249330163,0.003711133496835828
YBR247C,YFL023W,0,0.645983,0.13636364042758942,0.00582524249330163,0.0038114343769848347
YMR271C,YML004C,0,0.6456171,0.13333334028720856,0.00582524249330163,0.003911735024303198
YKL051W,YMR110C,0,0.6454334,0.1304347813129425,0.00582524249330163,0.004012036137282848
YKR036C,YNL131W,1,0.64510417,0.1489361673593521,0.006796116475015879,0.004012036137282848
YOL097C,YJR132W,0,0.6446831,0.1458333283662796,0.006796116475015879,0.0041123367846012115
YER118C,YMR146C,0,0.643775,0.1428571492433548,0.006796116475015879,0.004212637897580862
YLL006W,YAL008W,1,0.64265907,0.1599999964237213,0.007766990456730127,0.004212637897580862
YNL186W,YJL122W,0,0.64246243,0.1568627506494522,0.007766990456730127,0.0043129390105605125
YMR089C,YOL090W,0,0.6319596,0.1538461595773697,0.007766990456730127,0.004413239657878876
YDR365C,YBR265W,0,0.6270546,0.15094339847564697,0.007766990456730127,0.004513540770858526
YKL120W,YOL128C,0,0.6259597,0.14814814925193787,0.007766990456730127,0.004613841418176889
YKL016C,YGL187C,0,0.62514114,0.145454540848732,0.007766990456730127,0.00471414253115654
YGR109C,YOL061W,0,0.62373435,0.1428571492433548,0.007766990456730127,0.004814443178474903
YGL062W,YIL099W,0,0.62312376,0.14035087823867798,0.007766990456730127,0.004914744291454554
YDR233C,YGR172C,0,0.62311363,0.13793103396892548,0.007766990456730127,0.005015044938772917
YLR220W,YDL046W,0,0.62159896,0.1355932205915451,0.007766990456730127,0.005115346051752567
YPR043W,YNL302C,0,0.6214944,0.13333334028720856,0.007766990456730127,0.005215647164732218
YPL013C,YAL007C,0,0.62116176,0.13114753365516663,0.007766990456730127,0.005315947812050581
YLR133W,YLR047C,0,0.6204621,0.12903225421905518,0.007766990456730127,0.0054162489250302315
YNL262W,YEL037C,0,0.61935806,0.1269841343164444,0.007766990456730127,0.005516549572348595
YOR136W,YNL239W,0,0.61917365,0.125,0.007766990456730127,0.005616850685328245
YCL035C,YLR128W,0,0.6159984,0.1230769231915474,0.007766990456730127,0.005717151332646608
YOR294W,YHR196W,0,0.61521524,0.12121212482452393,0.007766990456730127,0.005817452445626259
