Gene,Label,Score,Background Score,Precision,Recall,False Positive Rate
YLR357W,-1,-102.04579472541809,-10970.682749450207,0.0,0.0,0.0002875215641173088
YLR006C,-1,-103.28796052932739,-10420.3863761127,0.0,0.0,0.0005750431282346176
YDR309C,1,-103.87234842777252,-10630.876250252128,0.3333333333333333,0.023809523809523808,0.0005750431282346176
YOR329C,-1,-104.30715012550354,-11004.63338521123,0.25,0.023809523809523808,0.0008625646923519264
YIR006C,-1,-104.32042062282562,-10868.323162719607,0.2,0.023809523809523808,0.0011500862564692352
YNR044W,-1,-104.8261491060257,-10676.649006783962,0.16666666666666666,0.023809523809523808,0.001437607820586544
YIR023W,-1,-104.84038960933685,-10925.350024580956,0.14285714285714285,0.023809523809523808,0.0017251293847038527
YHR165C,-1,-105.33597159385681,-10341.797474592924,0.125,0.023809523809523808,0.0020126509488211618
YKL204W,-1,-105.52006489038467,-10632.169382542372,0.1111111111111111,0.023809523809523808,0.0023001725129384704
YMR092C,-1,-105.72184002399445,-11439.049944609404,0.1,0.023809523809523808,0.002587694077055779
YER127W,-1,-107.19637036323547,-13090.587576538324,0.09090909090909091,0.023809523809523808,0.002875215641173088
YDR170C,-1,-107.21521294116974,-10755.276656150818,0.08333333333333333,0.023809523809523808,0.0031627372052903968
YML115C,-1,-107.65359628200531,-11436.843702316284,0.07692307692307693,0.023809523809523808,0.0034502587694077054
YHR206W,-1,-107.82295382022858,-10880.039470493793,0.07142857142857142,0.023809523809523808,0.0037377803335250145
YPL232W,-1,-107.85187005996704,-11369.29083302617,0.06666666666666667,0.023809523809523808,0.0040253018976423235
YLR318W,-1,-108.12548780441284,-10635.340676099062,0.0625,0.023809523809523808,0.004312823461759632
YMR301C,-1,-108.15981316566467,-11314.519941568375,0.058823529411764705,0.023809523809523808,0.004600345025876941
YDR168W,-1,-108.36317980289459,-10829.30009700358,0.05555555555555555,0.023809523809523808,0.00488786658999425
YLR223C,-1,-108.92864435911179,-10837.56710793078,0.05263157894736842,0.023809523809523808,0.005175388154111558
YOR109W,-1,-108.9690887928009,-10876.382462829351,0.05,0.023809523809523808,0.005462909718228867
YOR297C,-1,-108.98690581321716,-11067.803673565388,0.047619047619047616,0.023809523809523808,0.005750431282346176
YGL233W,-1,-109.1991456747055,-11046.371433258057,0.045454545454545456,0.023809523809523808,0.0060379528464634845
YJR043C,-1,-109.26454699039459,-11032.443587869406,0.043478260869565216,0.023809523809523808,0.0063254744105807935
YHR205W,-1,-109.29491639137268,-10583.635717570782,0.041666666666666664,0.023809523809523808,0.006612995974698103
YFL023W,-1,-109.42666274309158,-11764.107620462775,0.04,0.023809523809523808,0.006900517538815411
YBR086C,-1,-109.5719763636589,-11591.122570633888,0.038461538461538464,0.023809523809523808,0.00718803910293272
YOR188W,0,-110.1112653017044,-11583.412245497108,0.038461538461538464,0.023809523809523808,0.00718803910293272
YGL049C,-1,-110.36285209655762,-11096.025976836681,0.037037037037037035,0.023809523809523808,0.007475560667050029
YGR178C,-1,-110.71753132343292,-10905.230434685946,0.03571428571428571,0.023809523809523808,0.007763082231167337
YGL190C,-1,-110.8462620973587,-10957.032196640968,0.034482758620689655,0.023809523809523808,0.008050603795284647
YNL283C,-1,-110.87715071439743,-11368.860879331827,0.03333333333333333,0.023809523809523808,0.008338125359401954
YKL213C,-1,-111.14566135406494,-11950.50115430355,0.03225806451612903,0.023809523809523808,0.008625646923519264
YMR109W,-1,-111.14713704586029,-10242.723550260067,0.03125,0.023809523809523808,0.008913168487636573
YIL147C,-1,-111.15767788887024,-11463.042918905616,0.030303030303030304,0.023809523809523808,0.009200690051753882
YKL025C,-1,-111.31237387657166,-11037.749837219715,0.029411764705882353,0.023809523809523808,0.00948821161587119
YGR280C,-1,-111.37386482954025,-12875.867407351732,0.02857142857142857,0.023809523809523808,0.0097757331799885
YER027C,-1,-111.59270215034485,-10819.886001080275,0.027777777777777776,0.023809523809523808,0.010063254744105807
YPL269W,-1,-111.6316546201706,-10635.650412976742,0.02702702702702703,0.023809523809523808,0.010350776308223116
YKL126W,-1,-111.63726770877838,-11601.36577385664,0.02631578947368421,0.023809523809523808,0.010638297872340425
YNL139C,-1,-111.74988722801208,-11366.851747393608,0.02564102564102564,0.023809523809523808,0.010925819436457734
YDR283C,-1,-111.80978798866272,-10874.358606815338,0.025,0.023809523809523808,0.011213341000575043
YJL129C,-1,-111.88651597499847,-11184.953919827938,0.024390243902439025,0.023809523809523808,0.011500862564692352
YBR156C,-1,-112.07648086547852,-10907.346344977617,0.023809523809523808,0.023809523809523808,0.011788384128809662
YOR275C,-1,-112.28662621974945,-11421.128527522087,0.023255813953488372,0.023809523809523808,0.012075905692926969
YLL038C,-1,-112.36782085895538,-10930.774368166924,0.022727272727272728,0.023809523809523808,0.012363427257044278
YNL291C,-1,-112.77142679691315,-11848.118465185165,0.022222222222222223,0.023809523809523808,0.012650948821161587
YOR140W,-1,-112.82960653305054,-10791.044536292553,0.021739130434782608,0.023809523809523808,0.012938470385278896
YER125W,1,-112.83957612514496,-11465.038621544838,0.0425531914893617,0.047619047619047616,0.012938470385278896
YDR206W,-1,-112.878333568573,-11333.011310100555,0.041666666666666664,0.047619047619047616,0.013225991949396205
YER166W,-1,-112.97087979316711,-11614.117100000381,0.04081632653061224,0.047619047619047616,0.013513513513513514
YOR256C,-1,-113.0173487663269,-11846.454789489508,0.04,0.047619047619047616,0.013801035077630822
YGR014W,-1,-113.02249777317047,-10100.892488211393,0.0392156862745098,0.047619047619047616,0.01408855664174813
YAR014C,1,-113.24648869037628,-12254.660159945488,0.057692307692307696,0.07142857142857142,0.01408855664174813
YMR192W,-1,-113.28236556053162,-11023.907620698214,0.05660377358490566,0.07142857142857142,0.01437607820586544
YML058W-A,-1,-113.39016664028168,-9934.02387407422,0.05555555555555555,0.07142857142857142,0.014663599769982749
