Batch,Training Loss,Validation Loss
0,69.91172432899475,69.80282843112946
100,65.16875445842743,58.762080669403076
200,48.425259828567505,36.38170778751373
300,29.097807809710503,23.457456082105637
400,22.02550081908703,19.66773957014084
500,18.742588460445404,15.724543631076813
600,16.784533381462097,15.210435092449188
700,15.829945251345634,15.520323812961578
800,15.323709651827812,13.43206487596035
900,14.774651356041431,13.964336887001991
1000,14.555558763444424,13.899364024400711
1100,14.237953826785088,13.70890662074089
1200,14.527962751686573,13.52016881108284
1300,14.169625245034695,14.275422915816307
1400,13.908790528774261,11.871534436941147
1500,14.121173053979874,13.272192627191544
1600,13.839838862419128,13.372610360383987
1700,13.715246237814426,12.682650089263916
1800,13.914686545729637,12.935267016291618
1900,13.668331146240234,13.40166412293911
2000,13.933548413217068,13.523487001657486
2100,13.92421868443489,12.490775734186172
2200,13.934558644890785,13.171298205852509
2300,13.70935482531786,13.251135498285294
2400,13.78201398998499,13.512099459767342
2500,13.765096008777618,14.15786162018776
2600,13.691233932971954,12.492281049489975
2700,14.077971071004868,13.695802316069603
2800,13.736306175589561,12.719977274537086
2900,13.746773637831211,12.650156170129776
3000,13.846858225762844,13.3058001101017
3100,13.594756446778774,12.788092717528343
3200,13.817759603261948,12.482367008924484
3300,13.712391830980778,13.528322875499725
3400,13.702144764363766,12.850677594542503
3500,13.767037086188793,13.017794787883759
3600,13.515006765723228,13.282973691821098
3700,13.385346040129662,12.646426409482956
3800,13.383880339562893,13.027843832969666
3900,13.500207744538784,13.177385553717613
4000,13.76693470776081,13.11469852924347
4100,13.702718399465084,12.955012694001198
4200,13.497279837727547,12.17320553958416
4300,13.45445167273283,13.065103963017464
4400,13.620621845126152,12.913601472973824
4500,13.747034966945648,12.493565008044243
4600,13.462069153785706,12.383401170372963
4700,13.346188694238663,13.44519093632698
4800,13.29907164722681,13.864137530326843
4900,13.737340711057186,12.649861872196198
5000,13.51198149472475,12.615357860922813
5100,13.521561481058598,13.235640749335289
5200,13.63516978174448,12.661394774913788
5300,13.67142703384161,11.621558517217636
5400,13.5973811596632,12.949696630239487
5500,13.728102281689644,13.181827813386917
5600,13.540328525006771,13.75584952533245
5700,13.393256776034832,13.240531012415886
5800,13.443319842219353,12.8849196434021
5900,13.627634480595589,12.832701802253723
6000,13.583233416080475,12.04935997724533
6100,13.572934858500957,13.610906451940536
6200,13.539637722074986,12.601042315363884
6300,13.619677014648914,12.928295210003853
6400,13.233209416270256,13.406005501747131
6500,13.747125580906868,12.64296717941761
6600,13.611638896167278,13.153729364275932
6700,13.4483727440238,12.298638671636581
6800,13.560447290539742,12.544204071164131
6900,13.47367861121893,12.797936499118805
7000,13.507112130522728,12.849166914820671
7100,13.630946852266788,12.822025120258331
7200,13.588026873767376,13.73262919485569
7300,13.638554692268372,13.155328929424286
7400,13.329844042658806,13.02861213684082
7500,13.491822190582752,12.450418248772621
7600,13.449465729296207,12.73853324353695
7700,13.68428198993206,13.48494067788124
7800,13.52257926762104,12.172661572694778
7900,13.552836738526821,12.86664791405201
8000,13.306290239095688,13.092340156435966
8100,13.631790459156036,11.651539579033852
8200,13.39454935491085,14.465924128890038
8300,13.419198639690876,12.58975625038147
8400,13.398508787155151,12.43975281715393
8500,13.368920966982841,13.713392466306686
8600,13.577658265829086,13.155458122491837
8700,13.285423956811428,12.483969256281853
8800,13.660933963954449,12.074339464306831
8900,13.743012972176075,13.012990802526474
9000,13.630299501121044,12.602603361010551
9100,13.407859407365322,12.682599946856499
9200,13.408776752650738,13.046584725379944
9300,13.401350036263466,13.302812576293945
9400,13.701254092156887,13.247455507516861
9500,13.360302560031414,13.067467957735062
9600,13.816773571074009,12.645087093114853
9700,13.73139725625515,11.6021029651165
9800,13.29304714500904,11.91694751381874
9900,13.70990340411663,12.573221921920776
