Used 2009 Datasets
Initialized Expression Datasets
Intersection: 0
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/Dropout_Small/Original_x_b_113x50x53_lr0.01_batch50_hiddenDrop0.3_Train_/
./Yeast Resources/Pairwise/Spell/Dropout_Small/Original_x_b_113x50x53_lr0.01_batch50_hiddenDrop0.3_Test_/
 ['YNL116W' 'YML065W' 0 -3.535268]
 ['YLR057W' 'YOR255W' 0 -3.5680966]
 ['YDL064W' 'YIR035C' 0 -3.647714]
 ['YHR018C' 'YMR305C' 0 -3.693749]
 ['YNL315C' 'YIL040W' 0 -3.7045417]
 ['YDL214C' 'YLR399C' 0 -3.7109609]
 ['YDR322C-A' 'YNL224C' 0 -3.7198834]
 ['YOL094C' 'YBL084C' 0 -3.7271264]
 ['YCR102C' 'YKR092C' 0 -3.8068593]
 ['YCL038C' 'YOL148C' 0 -3.8097134]
 ['YNL225C' 'YNL003C' 0 -3.8161685]
 ['YMR288W' 'YCR097W' 0 -3.8203847]
 ['YCR102C' 'YPR058W' 0 -3.8430784]
 ['YJL099W' 'YOR028C' 0 -3.8550854]
 ['YHR115C' 'YLL015W' 0 -3.935736]
 ['YPL170W' 'YMR268C' 0 -4.0413275]
 ['YLR144C' 'YIR021W' 0 -4.086971]
 ['YGL001C' 'YBR070C' 0 -4.124301]
 ['YBR228W' 'YNL270C' 0 -4.146139]
 ['YOR293W' 'YOL148C' 0 -4.1610627]
 ['YPL016W' 'YBL066C' 0 -4.190011]
 ['YFR004W' 'YBL019W' 0 -4.209796]
 ['YDR180W' 'YHL020C' 0 -4.2464247]
 ['YKL096W' 'YCR097W' 0 -4.2740793]
 ['YFR044C' 'YOR171C' 0 -4.326849]
 ['YPL256C' 'YPL069C' 0 -4.3497]
 ['YGL255W' 'YBR139W' 0 -4.4270563]
 ['YLR272C' 'YCR097W' 0 -4.434576]
 ['YGL131C' 'YOL001W' 0 -4.435855]
 ['YDL025C' 'YGL187C' 0 -4.532826]
 ['YER183C' 'YBL003C' 0 -4.586341]
 ['YPL236C' 'YER016W' 0 -4.657733]
 ['YDR348C' 'YNL030W' 0 -4.7162223]
 ['YML066C' 'YPL249C' 0 -4.7194724]
 ['YNR036C' 'YBR018C' 0 -4.7480354]
 ['YDR084C' 'YGR092W' 0 -4.8060765]
 ['YNL082W' 'YPL029W' 0 -4.836032]
 ['YGL048C' 'YDR409W' 0 -4.8803706]
 ['YBR200W' 'YGL038C' 0 -5.079505]
 ['YLR393W' 'YML123C' 0 -5.108516]
 ['YHR216W' 'YMR199W' 0 -5.164873]
 ['YPL132W' 'YPL029W' 0 -5.23341]
 ['YFR046C' 'YLR431C' 0 -5.2357054]
 ['YML038C' 'YPR201W' 0 -5.3115396]
 ['YBR293W' 'YOL034W' 0 -5.4671526]
 ['YLR423C' 'YOR208W' 0 -5.4892597]
 ['YDL064W' 'YLL039C' 0 -5.5301557]
 ['YGR038W' 'YFR028C' 0 -5.5352573]
 ['YAL042W' 'YDR255C' 0 -5.612765]
 ['YOR231W' 'YLR119W' 0 -5.6552224]
 ['YKL125W' 'YPR079W' 0 -5.6694736]
 ['YLL036C' 'YNL305C' 0 -5.7707777]
 ['YOL017W' 'YJL137C' 0 -5.7833376]
 ['YJR017C' 'YER001W' 0 -5.839179]
 ['YOL017W' 'YLR405W' 0 -5.848178]
