Gene,Label,Score,Background Score,Precision,Recall,False Positive Rate
YGR169C,-1,9.358239654451609,291.78216054849327,0.0,0.0,0.0003695491500369549
YNL075W,-1,8.903363469988108,254.30708822607994,0.0,0.0,0.0007390983000739098
YDR343C,-1,8.392218757420778,482.8365193530917,0.0,0.0,0.0011086474501108647
YGL061C,-1,8.312713269144297,229.9865354206413,0.0,0.0,0.0014781966001478197
YOR367W,-1,8.056642111390829,407.0565545372665,0.0,0.0,0.0018477457501847746
YHR052W,-1,7.935068346560001,240.31510323658586,0.0,0.0,0.0022172949002217295
YKR024C,-1,7.828605245798826,302.06777503713965,0.0,0.0,0.0025868440502586844
YLL050C,-1,7.701238360255957,396.05803180858493,0.0,0.0,0.0029563932002956393
YKL009W,-1,7.622128469869494,167.92784150131047,0.0,0.0,0.0033259423503325942
YFL014W,-1,7.589229624718428,360.0188775304705,0.0,0.0,0.003695491500369549
YGL005C,-1,7.482088850811124,68.7823347710073,0.0,0.0,0.0040650406504065045
YDL100C,-1,7.338061276823282,227.57496170699596,0.0,0.0,0.004434589800443459
YKL144C,-1,7.288984667509794,211.24143815413117,0.0,0.0,0.004804138950480414
YJL122W,-1,7.091527529060841,339.20597790181637,0.0,0.0,0.005173688100517369
YLR103C,-1,7.090140899643302,381.7605017852038,0.0,0.0,0.005543237250554324
YJL125C,-1,7.040566146373749,258.82901532389224,0.0,0.0,0.005912786400591279
YKL172W,-1,6.899769902229309,250.16234925575554,0.0,0.0,0.006282335550628234
YEL071W,-1,6.715235695242882,314.23844665661454,0.0,0.0,0.0066518847006651885
YJR097W,-1,6.704598888754845,105.59131019935012,0.0,0.0,0.007021433850702144
YBL002W,-1,6.6794031746685505,216.56164619326591,0.0,0.0,0.007390983000739098
YBR171W,-1,6.609883818775415,204.11663262173533,0.0,0.0,0.007760532150776054
YML027W,-1,6.574022740125656,294.3578973226249,0.0,0.0,0.008130081300813009
YOL143C,-1,6.541580189019442,201.6120506450534,0.0,0.0,0.008499630450849963
YOL088C,-1,6.301316604018211,14.406731758266687,0.0,0.0,0.008869179600886918
YLR292C,-1,6.283923912793398,117.560726813972,0.0,0.0,0.009238728750923873
YJL091C,-1,6.20255708694458,163.9686832856387,0.0,0.0,0.009608277900960829
YDL192W,-1,6.154095150530338,447.61358249746263,0.0,0.0,0.009977827050997782
YDR260C,-1,6.129015663638711,21.169446386396885,0.0,0.0,0.010347376201034738
YHR148W,-1,5.990010812878609,254.93557613901794,0.0,0.0,0.010716925351071693
YDR147W,-1,5.971494682133198,198.55383507721126,0.0,0.0,0.011086474501108648
YOR269W,-1,5.97011861205101,97.55661861039698,0.0,0.0,0.011456023651145602
YLR264W,-1,5.8467320036143064,80.72537601552904,0.0,0.0,0.011825572801182557
YOL027C,-1,5.7848083302378654,321.03322320990264,0.0,0.0,0.012195121951219513
YGL067W,-1,5.7676822245121,72.93455051630735,0.0,0.0,0.012564671101256468
YLR274W,-1,5.7525890320539474,53.79656163789332,0.0,0.0,0.012934220251293422
YAL025C,-1,5.734634974971414,172.90106891840696,0.0,0.0,0.013303769401330377
YCR094W,-1,5.721560962498188,133.84308709017932,0.0,0.0,0.013673318551367332
YMR022W,-1,5.557128224521875,193.29144498333335,0.0,0.0,0.014042867701404288
YFR055W,-1,5.5371743477880955,126.19543420150876,0.0,0.0,0.014412416851441241
YOR004W,-1,5.527005929499865,258.0509837847203,0.0,0.0,0.014781966001478197
YMR049C,-1,5.490763697773218,226.01436515524983,0.0,0.0,0.015151515151515152
YDR263C,-1,5.426251977682114,389.14071782678366,0.0,0.0,0.015521064301552107
YHR070W,-1,5.41549533046782,106.19746498577297,0.0,0.0,0.015890613451589063
YIL010W,-1,5.403922043740749,250.8723133634776,0.0,0.0,0.016260162601626018
YOR213C,-1,5.403035014867783,73.03901180252433,0.0,0.0,0.01662971175166297
YGR030C,-1,5.401138151064515,164.81907623633742,0.0,0.0,0.016999260901699925
YBR207W,-1,5.385276552289724,271.41756949573755,0.0,0.0,0.01736881005173688
YEL054C,-1,5.373687852174044,221.02578002773225,0.0,0.0,0.017738359201773836
YDL116W,-1,5.3476040586829185,218.1768529023975,0.0,0.0,0.01810790835181079
YBL042C,-1,5.335367206484079,215.7406329512596,0.0,0.0,0.018477457501847747
YBR106W,-1,5.332234099507332,211.64667388610542,0.0,0.0,0.018847006651884702
YDR469W,-1,5.3320078458637,14.443429486826062,0.0,0.0,0.019216555801921657
YNL111C,-1,5.325215000659227,444.69168621487916,0.0,0.0,0.01958610495195861
YLR397C,-1,5.296262986958027,236.3742057606578,0.0,0.0,0.019955654101995565
