Used 2009 Datasets
Initialized Expression Datasets
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/Test_MemMap_ReCalc2/ReCalc_NoReg_x_b_113x2000x53_lr0.01_batch50_Train_/
./Yeast Resources/Pairwise/Spell/Test_MemMap_ReCalc2/ReCalc_NoReg_x_b_113x2000x53_lr0.01_batch50_Test_/
100 Batch Cumulative Loss: 18.984165716171262
Time for 100 Batches: 0.5792945464452107
100 Batch Cumulative Loss: 19.384605321884166
Time for 100 Batches: 0.5729325850804646
100 Batch Cumulative Loss: 17.37668193817139
Time for 100 Batches: 0.5768460830052694
100 Batch Cumulative Loss: 19.929231786727907
Time for 100 Batches: 0.5701263030370076
100 Batch Cumulative Loss: 18.94475240707397
Time for 100 Batches: 0.5785890618960062
100 Batch Cumulative Loss: 17.630959339141842
Time for 100 Batches: 0.5783486564954122
100 Batch Cumulative Loss: 21.50419102668761
Time for 100 Batches: 0.579485547542572
100 Batch Cumulative Loss: 17.952242136001583
Time for 100 Batches: 0.5766289631525675
100 Batch Cumulative Loss: 17.703580784797666
Time for 100 Batches: 0.5741545160611471
100 Batch Cumulative Loss: 19.599276547431945
Time for 100 Batches: 0.5798867384592692
100 Batch Cumulative Loss: 17.38109065532684
Time for 100 Batches: 0.576631224155426
100 Batch Cumulative Loss: 17.960040264129642
Time for 100 Batches: 0.5745089610417684
100 Batch Cumulative Loss: 18.905033335685722
Time for 100 Batches: 0.5760015368461608
100 Batch Cumulative Loss: 19.70401232242584
Time for 100 Batches: 0.573092520236969
100 Batch Cumulative Loss: 19.47595743656158
Time for 100 Batches: 0.5803390343983968
100 Batch Cumulative Loss: 21.386464862823487
Time for 100 Batches: 0.5769499142964681
100 Batch Cumulative Loss: 19.122472252845757
Time for 100 Batches: 0.5730860670407613
100 Batch Cumulative Loss: 19.029157080650336
Time for 100 Batches: 0.5766881028811137
100 Batch Cumulative Loss: 20.696839933395395
Time for 100 Batches: 0.5750139156977335
100 Batch Cumulative Loss: 17.041046228408806
Time for 100 Batches: 0.5719281593958537
100 Batch Cumulative Loss: 17.61235204696655
Time for 100 Batches: 0.5777957280476888
100 Batch Cumulative Loss: 20.565656185150146
Time for 100 Batches: 0.5801074981689454
100 Batch Cumulative Loss: 17.941288142204282
Time for 100 Batches: 0.573933466275533
100 Batch Cumulative Loss: 17.206908922195435
Time for 100 Batches: 0.5769943316777547
100 Batch Cumulative Loss: 17.673059234619135
Time for 100 Batches: 0.5784953395525615
100 Batch Cumulative Loss: 16.924755749702452
Time for 100 Batches: 0.5825349807739257
100 Batch Cumulative Loss: 18.342818703651435
Time for 100 Batches: 0.5773012320200602
100 Batch Cumulative Loss: 18.738170089721688
Time for 100 Batches: 0.5779850761095683
100 Batch Cumulative Loss: 19.944210362434386
Time for 100 Batches: 0.5759860833485921
100 Batch Cumulative Loss: 18.6169763469696
Time for 100 Batches: 0.5803572813669841
100 Batch Cumulative Loss: 20.116839327812198
Time for 100 Batches: 0.5839647809664409
100 Batch Cumulative Loss: 17.42138975143433
Time for 100 Batches: 0.5746052662531534
100 Batch Cumulative Loss: 16.887600016593925
Time for 100 Batches: 0.5787455638249716
100 Batch Cumulative Loss: 19.53419167995453
Time for 100 Batches: 0.5788288394610087
100 Batch Cumulative Loss: 18.868851017951968
Time for 100 Batches: 0.5805788993835449
100 Batch Cumulative Loss: 15.62231676101685
Time for 100 Batches: 0.5791497468948364
100 Batch Cumulative Loss: 17.83269331932068
Time for 100 Batches: 0.5749128341674805
100 Batch Cumulative Loss: 18.56822694778442
Time for 100 Batches: 0.5776195406913758
100 Batch Cumulative Loss: 18.411382603645322
Time for 100 Batches: 0.5789674162864685
100 Batch Cumulative Loss: 16.332693872451785
Time for 100 Batches: 0.5772016326586406
100 Batch Cumulative Loss: 16.119303183555598
Time for 100 Batches: 0.573690676689148
100 Batch Cumulative Loss: 19.140569705963127
Time for 100 Batches: 0.5765685518582662
100 Batch Cumulative Loss: 20.068221235275267
Time for 100 Batches: 0.5800510923067729
100 Batch Cumulative Loss: 20.100889620780947
Time for 100 Batches: 0.5811864932378134
100 Batch Cumulative Loss: 17.690822210311886
Time for 100 Batches: 0.5794723431269327
100 Batch Cumulative Loss: 17.96307834148406
Time for 100 Batches: 0.5748405774434407
100 Batch Cumulative Loss: 16.8865795469284
Time for 100 Batches: 0.5728574991226196
100 Batch Cumulative Loss: 18.148453044891358
Time for 100 Batches: 0.5816773414611817
100 Batch Cumulative Loss: 17.215805039405822
Time for 100 Batches: 0.5752043286959331
100 Batch Cumulative Loss: 19.85932753562928
Time for 100 Batches: 0.580377455552419
100 Batch Cumulative Loss: 20.377970719337455
Time for 100 Batches: 0.5784290552139282
100 Batch Cumulative Loss: 21.9614415025711
Time for 100 Batches: 0.5799875338872273
100 Batch Cumulative Loss: 18.792873291969297
Time for 100 Batches: 0.5755203564961752
100 Batch Cumulative Loss: 18.22075035572052
Time for 100 Batches: 0.5755036274592081
100 Batch Cumulative Loss: 16.262370557785026
Time for 100 Batches: 0.5795671741167704
100 Batch Cumulative Loss: 19.530246248245238
Time for 100 Batches: 0.5755390524864197
100 Batch Cumulative Loss: 18.334262013435364
Time for 100 Batches: 0.5821420907974243
100 Batch Cumulative Loss: 17.771662616729735
Time for 100 Batches: 0.5740533113479614
100 Batch Cumulative Loss: 17.431394662857056
Time for 100 Batches: 0.5770822763442993
100 Batch Cumulative Loss: 20.885060906410214
Time for 100 Batches: 0.5764389673868815
100 Batch Cumulative Loss: 19.837939491271968
Time for 100 Batches: 0.57673286596934
100 Batch Cumulative Loss: 22.549580059051518
Time for 100 Batches: 0.5783887227376302
