Gene A,Gene B,Score
YIL083C,YBL080C,5.922521600442256e-16
YIL083C,YOR158W,2.9414972227589084e-22
YIL083C,YLR139C,1.4059546452935216e-24
YIL083C,YDR347W,3.3652823399634586e-31
YIL083C,YDL045W-A,1.9635884696024688e-16
YIL083C,YNL073W,5.599633084845432e-32
YIL083C,YGR084C,1.8166447291038937e-25
YIL083C,YKL003C,7.568354243884458e-22
YIL083C,YPR166C,1.8813431394823007e-20
YIL083C,YDR405W,1.5080538594015305e-15
YDR100W,YHL004W,3.946592011527805e-11
YDR100W,YPL118W,5.1089332417375566e-12
YDR100W,YNL005C,2.051505724967137e-16
YDR100W,YHR091C,5.597645125199335e-10
YDR100W,YLR069C,7.622847123488208e-13
YDR100W,YDR116C,6.90816861492749e-08
YDR100W,YNL284C,9.53426851357797e-11
YDR100W,YDL202W,2.77588751984581e-09
YDR100W,YKR006C,5.3427391399907265e-09
YDR100W,YLR312W-A,2.3101280888226938e-08
YDR100W,YBL038W,3.0039514058444183e-06
YDR100W,YNL252C,1.2409832272908261e-08
YDR100W,YNL185C,6.7517174073827846e-09
YDR100W,YKL194C,6.178917414784949e-17
YDR100W,YKR085C,0.0001401409535901621
YDR100W,YNL177C,1.4215374483008553e-13
YDR100W,YOR150W,1.3875009585717635e-07
YDR100W,YDR268W,1.7367001419188455e-05
YDR100W,YMR193W,5.07103958824473e-09
YDR100W,YGR076C,0.006231465842574835
YDR100W,YBR282W,1.2778145652703188e-08
YDR100W,YNL081C,2.11061793042866e-11
YDR100W,YDR462W,0.004818701185286045
YDR100W,YMR024W,4.234725363341102e-13
YDR100W,YKL138C,1.1244719644309953e-07
YDR100W,YCR003W,9.373049181249371e-08
YDR100W,YML025C,2.560659462247372e-09
YDR100W,YMR286W,6.361869964166544e-08
YDR100W,YDR322W,0.00015749287558719516
YDR100W,YBR122C,0.0012113716220483184
YDR100W,YBR268W,0.05489133670926094
YDR100W,YKL170W,9.487202690117158e-13
YDR100W,YOR335C,5.250713570603693e-07
YDR100W,YML009C,0.001678572385571897
YDR100W,YBR121C,4.532140288060482e-11
YDR100W,YPL173W,3.4919095880884404e-14
YDR100W,YMR225C,7.155323000773706e-09
YDR100W,YDR041W,1.8392027811842127e-07
YDR100W,YJL096W,1.0528617040705956e-11
YDR100W,YER050C,0.0004233999061398208
YDR100W,YNR022C,0.010201535187661648
YDR100W,YNR037C,2.1275374868078265e-18
YDR100W,YPR100W,2.935708343088095e-10
YDR100W,YKL155C,2.802235998800029e-09
YDR100W,YHR147C,3.532993986254951e-08
YDR100W,YGL129C,8.788325969733002e-14
YDR100W,YDR237W,1.4490597510428103e-14
YDR100W,YDR175C,2.6599536795401946e-06
YDR100W,YJL063C,6.62715649468737e-07
YDR100W,YIL093C,7.438109850266272e-11
YDR100W,YJR101W,6.364175679507422e-12
YDR100W,YOL023W,1.256613950129928e-14
YDR100W,YGR215W,0.0010666456073522568
YDR100W,YPL040C,1.0139098897488444e-13
YDR100W,YNR036C,9.162881724478211e-07
YDR100W,YMR282C,1.26665655741931e-09
YDR100W,YPL013C,4.0882110141637895e-08
YDR100W,YMR188C,3.982569069194142e-06
YDR100W,YJR113C,6.090707671546625e-08
YDR100W,YDR115W,2.7107122946290474e-07
YDR100W,YNL306W,3.508596637402661e-05
YDR100W,YDR337W,5.597274199686808e-09
YDR100W,YGR165W,1.9306631607421713e-15
YDR100W,YBR251W,9.551530633766165e-17
YDR100W,YMR158W,1.1170417245538484e-14
YDR100W,YBR146W,2.3026736073461507e-10
YDR100W,YPL183W-A,0.007062624674290419
YDR100W,YCR046C,5.261814539636589e-09
YDR100W,YCR071C,5.5558393796673045e-05
YDR100W,YHR011W,1.8982929811395266e-11
YDR100W,YPL104W,2.1190900423295744e-10
YDR100W,YNL137C,2.0021070305104027e-12
YDR100W,YOL033W,4.6438147063395426e-18
YDR100W,YPR047W,5.428841512618299e-13
YDR100W,YBL080C,5.270301339441175e-13
YDR100W,YOR158W,5.460535868201021e-17
YDR100W,YLR139C,1.5726316915376515e-09
YDR100W,YDR347W,1.2973758600764995e-07
YDR100W,YDL045W-A,1.5590721886837855e-05
YDR100W,YNL073W,1.1920299216203138e-18
YDR100W,YGR084C,6.095375940096126e-13
YDR100W,YKL003C,0.0011692880652844906
YDR100W,YPR166C,0.0016718648839741945
YDR100W,YDR405W,1.3048400250917358e-12
YJR099W,YHL004W,4.136197406714309e-15
YJR099W,YPL118W,1.6702332334035674e-13
YJR099W,YNL005C,1.0942281970796882e-16
YJR099W,YHR091C,2.09108663544455e-12
YJR099W,YLR069C,2.4557110550805834e-19
YJR099W,YDR116C,1.688595790971803e-11
YJR099W,YNL284C,1.5155245764938985e-12
YJR099W,YDL202W,2.047624006115689e-12
YJR099W,YKR006C,9.305376781620911e-12
YJR099W,YLR312W-A,4.574264966805686e-09
YJR099W,YBL038W,1.0139849376811227e-10
YJR099W,YNL252C,4.2289254915820265e-15
YJR099W,YNL185C,4.971029940636217e-21
YJR099W,YKL194C,4.175863959634228e-15
YJR099W,YKR085C,1.7315111200679574e-18
YJR099W,YNL177C,3.683191481028501e-15
YJR099W,YOR150W,4.151661924401556e-13
YJR099W,YDR268W,2.3117034675390613e-10
YJR099W,YMR193W,2.9607658689201344e-06
YJR099W,YGR076C,2.223221670339347e-16
YJR099W,YBR282W,2.7061740435346815e-13
YJR099W,YNL081C,9.920827316123662e-14
YJR099W,YDR462W,4.457110461958402e-12
YJR099W,YMR024W,9.025926656714412e-20
YJR099W,YKL138C,2.4142513075503524e-12
YJR099W,YCR003W,1.7712573834204244e-15
YJR099W,YML025C,6.376161805574793e-14
YJR099W,YMR286W,2.083345579384499e-10
YJR099W,YDR322W,2.297276431584283e-11
YJR099W,YBR122C,1.924298942412861e-08
YJR099W,YBR268W,1.5952950765951712e-14
YJR099W,YKL170W,6.00457183974612e-10
YJR099W,YOR335C,2.639136964521782e-10
YJR099W,YML009C,4.395538295322299e-13
YJR099W,YBR121C,2.462882231226663e-16
YJR099W,YPL173W,5.536225124169736e-12
YJR099W,YMR225C,2.585024194701191e-09
YJR099W,YDR041W,4.6369300066295693e-10
YJR099W,YJL096W,2.108904209534304e-18
YJR099W,YER050C,1.728756027219447e-10
YJR099W,YNR022C,3.8446779093703753e-10
YJR099W,YNR037C,1.430620119066792e-16
YJR099W,YPR100W,7.487234165992618e-10
YJR099W,YKL155C,4.019368269881892e-15
YJR099W,YHR147C,3.0372168668968413e-10
YJR099W,YGL129C,7.5363983564387e-16
YJR099W,YDR237W,3.155641428202842e-17
YJR099W,YDR175C,6.369128335848018e-09
YJR099W,YJL063C,9.313063727589988e-16
YJR099W,YIL093C,5.855175069597251e-16
YJR099W,YJR101W,1.1205696644247658e-17
YJR099W,YOL023W,4.366537044169291e-19
YJR099W,YGR215W,6.678961854064691e-14
YJR099W,YPL040C,6.463740133411111e-13
YJR099W,YNR036C,4.3745659872307385e-11
YJR099W,YMR282C,9.276710628593385e-18
YJR099W,YPL013C,1.9832458226132395e-14
YJR099W,YMR188C,2.2335640281756497e-11
YJR099W,YJR113C,7.702243010054843e-11
YJR099W,YDR115W,1.54953196433272e-17
YJR099W,YNL306W,2.0137875186903982e-20
YJR099W,YDR337W,7.152700098878029e-10
YJR099W,YGR165W,9.376532975458695e-20
YJR099W,YBR251W,5.936071079126748e-12
YJR099W,YMR158W,3.4353077605074788e-18
YJR099W,YBR146W,6.358565823708196e-17
YJR099W,YPL183W-A,6.272282462305157e-07
YJR099W,YCR046C,2.4636614970319215e-09
YJR099W,YCR071C,2.2626005712012506e-19
YJR099W,YHR011W,4.400566220593957e-19
YJR099W,YPL104W,7.765940261738116e-15
YJR099W,YNL137C,4.316921282782773e-17
YJR099W,YOL033W,2.1370596535886383e-13
YJR099W,YPR047W,1.2780030419835893e-18
YJR099W,YBL080C,2.2061772981391004e-12
YJR099W,YOR158W,4.744569754439043e-12
YJR099W,YLR139C,3.92785526326378e-11
YJR099W,YDR347W,2.5921567718678898e-18
YJR099W,YDL045W-A,9.638263277766956e-12
YJR099W,YNL073W,4.494395789324161e-21
YJR099W,YGR084C,4.728077527388788e-18
YJR099W,YKL003C,1.4454786041438384e-19
YJR099W,YPR166C,2.307319018870135e-15
YJR099W,YDR405W,4.961999214292412e-11
YDR310C,YHL004W,5.682717573349499e-17
YDR310C,YPL118W,2.424146461636658e-14
YDR310C,YNL005C,3.048001738580297e-16
YDR310C,YHR091C,1.3347341894925924e-12
YDR310C,YLR069C,2.500624480800375e-18
YDR310C,YDR116C,2.1793143940294403e-16
YDR310C,YNL284C,4.6315322374658665e-20
YDR310C,YDL202W,1.3030615894217248e-16
YDR310C,YKR006C,3.617962797249427e-16
YDR310C,YLR312W-A,1.8536293258376553e-15
YDR310C,YBL038W,8.278080290476491e-19
YDR310C,YNL252C,1.390692545168679e-18
YDR310C,YNL185C,5.504558475699639e-10
YDR310C,YKL194C,8.954885257931667e-16
YDR310C,YKR085C,2.0908159667362713e-19
YDR310C,YNL177C,4.5620471289531395e-10
YDR310C,YOR150W,1.0203644163321937e-13
YDR310C,YDR268W,1.2669426487129233e-15
YDR310C,YMR193W,1.6568373734614228e-13
YDR310C,YGR076C,2.8132134700242653e-17
YDR310C,YBR282W,1.0176149732802953e-19
YDR310C,YNL081C,3.2266734423247456e-11
YDR310C,YDR462W,1.8440210499521235e-14
YDR310C,YMR024W,1.312852194443109e-14
YDR310C,YKL138C,7.573283200220277e-17
YDR310C,YCR003W,4.864618742177814e-17
YDR310C,YML025C,9.634104495073736e-13
YDR310C,YMR286W,1.4862029504612113e-16
YDR310C,YDR322W,2.1532731436158826e-18
YDR310C,YBR122C,1.0549409891886861e-17
YDR310C,YBR268W,1.4792797796063875e-16
YDR310C,YKL170W,1.312292722405184e-12
YDR310C,YOR335C,1.850115790820797e-14
YDR310C,YML009C,1.3413778924143815e-15
YDR310C,YBR121C,1.1129835050002583e-15
YDR310C,YPL173W,2.080480536112428e-12
YDR310C,YMR225C,3.988585090801588e-18
YDR310C,YDR041W,6.607900476926278e-18
YDR310C,YJL096W,1.23717971089142e-13
YDR310C,YER050C,8.109637366439256e-20
YDR310C,YNR022C,8.45924111643173e-19
YDR310C,YNR037C,2.3087706745230513e-16
YDR310C,YPR100W,5.65840375729636e-17
YDR310C,YKL155C,4.556045466673685e-18
YDR310C,YHR147C,2.8074887184409083e-17
YDR310C,YGL129C,4.372677888280277e-16
YDR310C,YDR237W,3.1097072946943845e-16
YDR310C,YDR175C,4.49032269700389e-11
YDR310C,YJL063C,4.1168382591827424e-10
YDR310C,YIL093C,1.2094372436877165e-07
YDR310C,YJR101W,9.619007115347147e-14
YDR310C,YOL023W,2.0817077699624527e-15
YDR310C,YGR215W,7.463277971309019e-22
YDR310C,YPL040C,1.920120500644083e-18
YDR310C,YNR036C,1.0169457447702633e-15
YDR310C,YMR282C,1.4279454285670568e-09
YDR310C,YPL013C,6.46452452949149e-22
YDR310C,YMR188C,3.656029336695718e-14
YDR310C,YJR113C,6.6824085327710225e-12
YDR310C,YDR115W,7.674925555116105e-14
YDR310C,YNL306W,6.103873273508423e-19
YDR310C,YDR337W,1.5422580747215253e-13
YDR310C,YGR165W,1.7150046275468852e-18
YDR310C,YBR251W,2.6384117465675164e-14
YDR310C,YMR158W,7.070260111348e-17
YDR310C,YBR146W,1.234742885193596e-12
YDR310C,YPL183W-A,2.090923911945053e-15
YDR310C,YCR046C,2.590708070038167e-22
YDR310C,YCR071C,6.48763974823546e-17
YDR310C,YHR011W,2.498156256570578e-17
YDR310C,YPL104W,1.7541911518409079e-15
YDR310C,YNL137C,2.427766104470819e-13
YDR310C,YOL033W,4.0159179341108105e-16
YDR310C,YPR047W,8.886539873409779e-19
YDR310C,YBL080C,3.6061514885332713e-10
YDR310C,YOR158W,1.998498762312284e-11
YDR310C,YLR139C,3.86385411513257e-12
YDR310C,YDR347W,1.7758948658523797e-19
YDR310C,YDL045W-A,2.934508267538594e-19
YDR310C,YNL073W,1.4793997935871016e-14
YDR310C,YGR084C,7.003935446344518e-15
YDR310C,YKL003C,4.140182946953276e-19
YDR310C,YPR166C,8.363763198657756e-16
YDR310C,YDR405W,1.5319698287719064e-10
YKL079W,YHL004W,1.352134610034818e-24
YKL079W,YPL118W,2.129098442798163e-16
YKL079W,YNL005C,1.0545604239029296e-14
YKL079W,YHR091C,4.312279806929615e-17
YKL079W,YLR069C,1.0662734462987238e-17
YKL079W,YDR116C,5.6999008644015275e-21
YKL079W,YNL284C,6.545117604091124e-15
YKL079W,YDL202W,1.2762566441767553e-14
YKL079W,YKR006C,1.187268747562641e-19
YKL079W,YLR312W-A,1.524883463856902e-13
YKL079W,YBL038W,7.120475744941922e-15
YKL079W,YNL252C,1.947296154821502e-17
YKL079W,YNL185C,1.0922661429837999e-12
YKL079W,YKL194C,3.94028662694827e-16
YKL079W,YKR085C,2.492887623758988e-13
YKL079W,YNL177C,3.0944792304895283e-15
YKL079W,YOR150W,2.8079578592854482e-11
YKL079W,YDR268W,4.632298224718052e-25
YKL079W,YMR193W,1.6499130950364815e-08
YKL079W,YGR076C,3.8796716257537723e-16
YKL079W,YBR282W,1.2197128856674116e-16
YKL079W,YNL081C,3.046756640381898e-13
YKL079W,YDR462W,2.675504783000715e-12
YKL079W,YMR024W,2.0743609694395047e-21
YKL079W,YKL138C,6.653700485546865e-13
YKL079W,YCR003W,1.4566492109735485e-11
YKL079W,YML025C,9.17485878937363e-11
YKL079W,YMR286W,2.4224306588438438e-11
YKL079W,YDR322W,3.257568775274708e-14
YKL079W,YBR122C,5.39124300757976e-12
YKL079W,YBR268W,2.677537638357203e-15
YKL079W,YKL170W,1.7406621933765964e-12
YKL079W,YOR335C,2.5673269295293676e-19
YKL079W,YML009C,3.688332462798566e-14
YKL079W,YBR121C,9.552761668175583e-26
YKL079W,YPL173W,4.2572630317719783e-17
YKL079W,YMR225C,4.447580522537464e-06
YKL079W,YDR041W,5.678635946887445e-12
YKL079W,YJL096W,2.4741044499764656e-18
YKL079W,YER050C,4.844935830305985e-08
YKL079W,YNR022C,4.4874461785360253e-11
YKL079W,YNR037C,1.705385909659003e-21
YKL079W,YPR100W,1.185540207671032e-11
YKL079W,YKL155C,3.691469000904112e-19
YKL079W,YHR147C,8.168824620809262e-18
YKL079W,YGL129C,6.61358970562597e-21
YKL079W,YDR237W,1.3069682186982055e-18
YKL079W,YDR175C,2.813679295793608e-14
YKL079W,YJL063C,4.597938359668678e-15
YKL079W,YIL093C,3.0679959513002346e-16
YKL079W,YJR101W,6.57626216266462e-19
YKL079W,YOL023W,7.537830217790017e-25
YKL079W,YGR215W,3.8613632732966666e-16
YKL079W,YPL040C,2.5367554262159704e-14
YKL079W,YNR036C,2.4710476720368746e-11
YKL079W,YMR282C,6.292714967759584e-17
YKL079W,YPL013C,1.962497242350477e-14
YKL079W,YMR188C,1.8590325490081905e-15
YKL079W,YJR113C,1.1206317720568321e-13
YKL079W,YDR115W,9.194162139363656e-19
YKL079W,YNL306W,1.2936631204208543e-13
YKL079W,YDR337W,2.1199427101465697e-14
YKL079W,YGR165W,2.1793462901138603e-17
YKL079W,YBR251W,5.64684047543639e-19
YKL079W,YMR158W,1.564412424744869e-14
YKL079W,YBR146W,1.1757755899390995e-19
YKL079W,YPL183W-A,3.174138285544359e-09
YKL079W,YCR046C,1.078034894784068e-19
YKL079W,YCR071C,1.0312359473296784e-11
YKL079W,YHR011W,3.036059235768501e-17
YKL079W,YPL104W,2.3585295340196378e-18
YKL079W,YNL137C,5.578511301715804e-22
YKL079W,YOL033W,4.670656717216888e-19
YKL079W,YPR047W,3.708947172150993e-17
YKL079W,YBL080C,2.190284561251303e-14
YKL079W,YOR158W,1.0861142307793184e-13
YKL079W,YLR139C,7.002392372543187e-13
YKL079W,YDR347W,6.9174004428706505e-15
YKL079W,YDL045W-A,1.180675553769106e-06
YKL079W,YNL073W,1.7168442103511533e-25
YKL079W,YGR084C,5.983889982487525e-21
YKL079W,YKL003C,3.2247750476888104e-13
YKL079W,YPR166C,1.1232667240790306e-08
YKL079W,YDR405W,2.8716934077454743e-21
YPL206C,YHL004W,1.4409565535417499e-22
YPL206C,YPL118W,1.855829667914367e-30
YPL206C,YNL005C,6.305249659634884e-27
YPL206C,YHR091C,1.1877594659986895e-24
YPL206C,YLR069C,3.307758523013856e-36
YPL206C,YDR116C,6.812371954784823e-28
YPL206C,YNL284C,2.9054258666283094e-26
YPL206C,YDL202W,1.2021927175561028e-22
YPL206C,YKR006C,1.178309777341942e-31
YPL206C,YLR312W-A,4.815003972452918e-27
YPL206C,YBL038W,1.0109604991227623e-18
YPL206C,YNL252C,5.62953348400196e-24
YPL206C,YNL185C,3.833573183952515e-27
YPL206C,YKL194C,7.034184056196287e-32
YPL206C,YKR085C,1.210890601615378e-31
YPL206C,YNL177C,5.9771644121206075e-27
YPL206C,YOR150W,5.253193268556073e-23
YPL206C,YDR268W,1.0628981358092012e-18
YPL206C,YMR193W,1.2775737945522371e-26
YPL206C,YGR076C,2.0926364620175298e-18
YPL206C,YBR282W,8.632358725685013e-22
YPL206C,YNL081C,1.1088228883786542e-21
YPL206C,YDR462W,8.567662875544942e-15
YPL206C,YMR024W,0.0
YPL206C,YKL138C,6.185323927927835e-27
YPL206C,YCR003W,3.075390331766581e-23
YPL206C,YML025C,3.853716132126998e-21
YPL206C,YMR286W,1.1506733604175965e-21
YPL206C,YDR322W,2.5070928451639653e-24
YPL206C,YBR122C,1.530590060802775e-19
YPL206C,YBR268W,1.7310421645705164e-33
YPL206C,YKL170W,1.4523935370921775e-26
YPL206C,YOR335C,2.5696647951837257e-22
YPL206C,YML009C,9.797338870635141e-25
YPL206C,YBR121C,0.0
YPL206C,YPL173W,2.7999385235655406e-24
YPL206C,YMR225C,1.4568267466662417e-19
YPL206C,YDR041W,1.356004248876244e-23
YPL206C,YJL096W,1.0465298687743648e-28
YPL206C,YER050C,8.734061535194817e-19
YPL206C,YNR022C,6.965093402243774e-21
YPL206C,YNR037C,3.1152451296023107e-28
YPL206C,YPR100W,6.524911824213094e-19
YPL206C,YKL155C,2.158328058916555e-28
YPL206C,YHR147C,3.013286846795386e-22
YPL206C,YGL129C,1.1552841764314474e-26
YPL206C,YDR237W,1.6026911962724437e-36
YPL206C,YDR175C,9.208955210448562e-23
YPL206C,YJL063C,4.9170927563776445e-20
YPL206C,YIL093C,8.817998496810634e-32
YPL206C,YJR101W,2.3193421896685312e-34
YPL206C,YOL023W,2.4605570228519523e-28
YPL206C,YGR215W,3.275468342021407e-18
YPL206C,YPL040C,6.840458825598851e-31
YPL206C,YNR036C,2.614016953412403e-22
YPL206C,YMR282C,1.1730067956319926e-27
YPL206C,YPL013C,4.7263102560100686e-18
YPL206C,YMR188C,1.669871010119142e-27
YPL206C,YJR113C,1.2121625310029032e-22
YPL206C,YDR115W,7.642260733758822e-26
YPL206C,YNL306W,4.867765786244378e-28
YPL206C,YDR337W,5.864167705723978e-21
YPL206C,YGR165W,2.935434283349117e-36
YPL206C,YBR251W,3.414830947282031e-27
YPL206C,YMR158W,5.20014869492527e-34
YPL206C,YBR146W,1.3611438699586045e-25
YPL206C,YPL183W-A,5.523679291741246e-10
YPL206C,YCR046C,5.135482567058842e-29
YPL206C,YCR071C,1.689731578728676e-24
YPL206C,YHR011W,2.5944795467263325e-27
YPL206C,YPL104W,1.616638784086905e-25
YPL206C,YNL137C,6.285360545226783e-36
YPL206C,YOL033W,2.4597970027476485e-28
YPL206C,YPR047W,1.874084813063993e-30
YPL206C,YBL080C,1.5891197461172e-23
YPL206C,YOR158W,2.0287494831280636e-24
YPL206C,YLR139C,4.428199739919939e-19
YPL206C,YDR347W,1.0468765444997793e-22
YPL206C,YDL045W-A,2.0902890963264698e-12
YPL206C,YNL073W,5.972581759679312e-35
YPL206C,YGR084C,1.6368200475383713e-31
YPL206C,YKL003C,1.7412859521405878e-20
YPL206C,YPR166C,3.7210494862571336e-17
YPL206C,YDR405W,4.51383646169521e-25
YNL284C-A,YHL004W,4.7227093347146365e-09
YNL284C-A,YPL118W,3.7192555701892616e-09
YNL284C-A,YNL005C,5.854626117240969e-09
YNL284C-A,YHR091C,3.4522618097554414e-10
YNL284C-A,YLR069C,3.1453186721819293e-09
YNL284C-A,YDR116C,1.2793558212820244e-08
YNL284C-A,YNL284C,3.621442701273736e-08
YNL284C-A,YDL202W,1.1486964268669908e-08
YNL284C-A,YKR006C,2.8751049541142493e-08
YNL284C-A,YLR312W-A,2.7120135026592607e-09
YNL284C-A,YBL038W,2.180976954591074e-09
YNL284C-A,YNL252C,1.5877866132996132e-08
YNL284C-A,YNL185C,1.8966746395676637e-08
YNL284C-A,YKL194C,6.186690271192674e-09
YNL284C-A,YKR085C,1.544349004234391e-08
YNL284C-A,YNL177C,6.5851826214213816e-09
YNL284C-A,YOR150W,1.0205246425698533e-08
YNL284C-A,YDR268W,1.62151359006657e-08
YNL284C-A,YMR193W,1.1417589540485551e-08
YNL284C-A,YGR076C,5.425271343284521e-09
YNL284C-A,YBR282W,2.9392635880753915e-08
YNL284C-A,YNL081C,2.172348828599624e-10
YNL284C-A,YDR462W,2.910011254186884e-08
YNL284C-A,YMR024W,1.614206368572013e-08
YNL284C-A,YKL138C,2.4355037098189314e-08
YNL284C-A,YCR003W,2.2265025378942482e-08
YNL284C-A,YML025C,7.356449893691774e-10
YNL284C-A,YMR286W,1.1028358670728267e-08
YNL284C-A,YDR322W,3.321195052308212e-08
YNL284C-A,YBR122C,9.392837618804606e-09
YNL284C-A,YBR268W,3.066422848974071e-08
YNL284C-A,YKL170W,1.0564540353641405e-08
YNL284C-A,YOR335C,3.906999523906052e-08
YNL284C-A,YML009C,2.59321697448911e-09
YNL284C-A,YBR121C,3.429341077776371e-08
YNL284C-A,YPL173W,8.20533951895186e-09
YNL284C-A,YMR225C,9.865026850963687e-11
YNL284C-A,YDR041W,2.7243645561725316e-08
YNL284C-A,YJL096W,3.6630256605718614e-09
YNL284C-A,YER050C,2.0774471920503856e-08
YNL284C-A,YNR022C,1.6045669237740867e-09
YNL284C-A,YNR037C,2.4221849415084762e-08
YNL284C-A,YPR100W,1.5099157479880887e-08
YNL284C-A,YKL155C,1.4696647454570666e-08
YNL284C-A,YHR147C,5.849279727243584e-09
YNL284C-A,YGL129C,1.9913256821268988e-08
YNL284C-A,YDR237W,2.6514657136544884e-08
YNL284C-A,YDR175C,2.2723183334960595e-08
YNL284C-A,YJL063C,2.2044655878517005e-08
YNL284C-A,YIL093C,1.7999498780341128e-08
YNL284C-A,YJR101W,1.4417172344849405e-08
YNL284C-A,YOL023W,2.481865546410944e-10
YNL284C-A,YGR215W,1.5077601389634765e-08
YNL284C-A,YPL040C,7.161466974991981e-09
YNL284C-A,YNR036C,1.3139635157699558e-08
YNL284C-A,YMR282C,2.7152093073912198e-11
YNL284C-A,YPL013C,6.391629447932701e-09
YNL284C-A,YMR188C,1.1387641940530102e-08
YNL284C-A,YJR113C,4.035796585810658e-09
YNL284C-A,YDR115W,1.2943797145226199e-08
YNL284C-A,YNL306W,7.000951374180886e-09
YNL284C-A,YDR337W,2.5842847861667906e-09
YNL284C-A,YGR165W,6.409144326369187e-10
YNL284C-A,YBR251W,6.426566834250025e-09
YNL284C-A,YMR158W,4.589296054291481e-09
YNL284C-A,YBR146W,2.2205185246093606e-08
YNL284C-A,YPL183W-A,2.5802311398592792e-09
YNL284C-A,YCR046C,1.0350229118216703e-08
YNL284C-A,YCR071C,2.085200279111632e-08
YNL284C-A,YHR011W,2.251089803451123e-08
YNL284C-A,YPL104W,2.8337214796891885e-09
YNL284C-A,YNL137C,6.813165143171318e-09
YNL284C-A,YOL033W,2.468997273297191e-08
YNL284C-A,YPR047W,1.0634368940998229e-08
YNL284C-A,YBL080C,1.3157692713150482e-08
YNL284C-A,YOR158W,4.117209240206421e-09
YNL284C-A,YLR139C,4.0143294244288086e-10
YNL284C-A,YDR347W,1.4715833884793028e-08
YNL284C-A,YDL045W-A,6.1711573628997485e-09
YNL284C-A,YNL073W,8.928209282998978e-09
YNL284C-A,YGR084C,1.7213974246033104e-08
YNL284C-A,YKL003C,1.5952664966789598e-08
YNL284C-A,YPR166C,3.710223239750121e-08
YNL284C-A,YDR405W,6.8938708075449995e-09
YDR365C,YHL004W,1.9947412004102246e-21
YDR365C,YPL118W,1.967553973459048e-17
YDR365C,YNL005C,3.5201469546865666e-23
YDR365C,YHR091C,1.3114580516655668e-18
YDR365C,YLR069C,2.7271303302168505e-23
YDR365C,YDR116C,1.146107452430839e-23
YDR365C,YNL284C,4.959662669562148e-22
YDR365C,YDL202W,1.1421831258071587e-24
YDR365C,YKR006C,7.830639135273409e-23
YDR365C,YLR312W-A,4.0493918820929124e-16
YDR365C,YBL038W,8.225198116928094e-19
YDR365C,YNL252C,3.1998805469501558e-21
YDR365C,YNL185C,1.5558008156296973e-29
YDR365C,YKL194C,2.9700885238583396e-24
YDR365C,YKR085C,6.746283243913031e-17
YDR365C,YNL177C,1.0900353467676518e-19
YDR365C,YOR150W,8.825642323861645e-16
YDR365C,YDR268W,8.394151928391157e-18
YDR365C,YMR193W,1.7787000421047e-21
YDR365C,YGR076C,4.0279030823483333e-22
YDR365C,YBR282W,2.8659691807264576e-14
YDR365C,YNL081C,4.74154919763998e-19
YDR365C,YDR462W,2.4533466867290357e-23
YDR365C,YMR024W,1.6704036056105782e-15
YDR365C,YKL138C,5.559851473883323e-17
YDR365C,YCR003W,5.582893581816488e-23
YDR365C,YML025C,1.3701998825106036e-15
YDR365C,YMR286W,8.824004114371975e-21
YDR365C,YDR322W,1.0703843788467475e-19
YDR365C,YBR122C,3.534067955767482e-18
YDR365C,YBR268W,6.3037751242821115e-22
YDR365C,YKL170W,3.7550978015732224e-19
YDR365C,YOR335C,3.9564798851965226e-15
YDR365C,YML009C,7.603163399165416e-15
YDR365C,YBR121C,2.9959779132485164e-23
YDR365C,YPL173W,6.192682304245861e-22
YDR365C,YMR225C,6.3974425680356366e-18
YDR365C,YDR041W,3.071474741777426e-23
YDR365C,YJL096W,2.3859750765514175e-19
YDR365C,YER050C,2.767788334867912e-20
YDR365C,YNR022C,6.316611590100903e-20
YDR365C,YNR037C,8.209095247186917e-17
YDR365C,YPR100W,1.1594555103238843e-20
YDR365C,YKL155C,1.9232997085141118e-13
YDR365C,YHR147C,3.163457336964938e-21
YDR365C,YGL129C,1.4425342437977557e-23
YDR365C,YDR237W,2.9150028559405176e-21
YDR365C,YDR175C,2.278639643668332e-21
YDR365C,YJL063C,8.128876036523591e-19
YDR365C,YIL093C,5.581434834311949e-07
YDR365C,YJR101W,1.5947540938571166e-17
YDR365C,YOL023W,1.8942273176281237e-19
YDR365C,YGR215W,6.0690606059862725e-22
YDR365C,YPL040C,8.870288265841117e-14
YDR365C,YNR036C,4.949888241184353e-23
YDR365C,YMR282C,9.909155440634976e-11
YDR365C,YPL013C,2.3183298119097305e-15
YDR365C,YMR188C,2.752260216065731e-19
YDR365C,YJR113C,2.07938829596785e-17
YDR365C,YDR115W,5.560930117402092e-18
YDR365C,YNL306W,7.597964098518883e-25
YDR365C,YDR337W,1.6501194001118244e-21
YDR365C,YGR165W,6.642148483981995e-17
YDR365C,YBR251W,1.837553606645724e-18
YDR365C,YMR158W,1.054914483674882e-14
YDR365C,YBR146W,8.089377231695994e-18
YDR365C,YPL183W-A,2.495834883369289e-15
YDR365C,YCR046C,1.5286419729120303e-18
YDR365C,YCR071C,7.007989954835008e-17
YDR365C,YHR011W,2.2088343582181707e-23
YDR365C,YPL104W,2.2313934036640147e-25
YDR365C,YNL137C,6.583078232655273e-15
YDR365C,YOL033W,4.050882466726612e-20
YDR365C,YPR047W,5.403437798054745e-21
YDR365C,YBL080C,4.211342619992329e-24
