Gene A,Gene B,Score
YFR037C,YDR115W,6.611450970028798e-12
YFR037C,YNL306W,9.566093983571708e-14
YFR037C,YDR337W,1.27460637600052e-08
YFR037C,YGR165W,2.160641965635781e-14
YFR037C,YBR251W,7.619617159448921e-10
YFR037C,YMR158W,1.7146657427247192e-09
YFR037C,YBR146W,1.6091180610189326e-09
YFR037C,YPL183W-A,9.82792069947891e-10
YFR037C,YCR046C,6.751066372601144e-11
YFR037C,YCR071C,1.6518195145032166e-10
YFR037C,YHR011W,4.329168534072947e-12
YFR037C,YPL104W,9.990358048478105e-15
YFR037C,YNL137C,2.7674610464600846e-05
YFR037C,YOL033W,1.7443520586302164e-11
YFR037C,YPR047W,2.284438957445012e-11
YFR037C,YBL080C,0.01280424278229475
YFR037C,YOR158W,1.1226450880030825e-09
YFR037C,YLR139C,3.2283071504934924e-07
YFR037C,YDR347W,1.3868848963242964e-16
YFR037C,YDL045W-A,1.7092106645577587e-06
YFR037C,YNL073W,9.484367284595674e-12
YFR037C,YGR084C,2.339084655134105e-12
YFR037C,YKL003C,1.8510857557885174e-07
YFR037C,YPR166C,3.692742292504825e-12
YFR037C,YDR405W,1.0116951898453408e-07
YKL074C,YHL004W,4.3560801367552024e-23
YKL074C,YPL118W,1.0693119271240447e-25
YKL074C,YNL005C,1.0804974373170326e-18
YKL074C,YHR091C,1.5043843327622416e-20
YKL074C,YLR069C,4.364182495558291e-22
YKL074C,YDR116C,1.6909481644803798e-34
YKL074C,YNL284C,1.355865664667828e-29
YKL074C,YDL202W,3.8056683849882882e-28
YKL074C,YKR006C,1.1757995458146338e-24
YKL074C,YLR312W-A,1.9937904273819287e-21
YKL074C,YBL038W,4.398119441584471e-25
YKL074C,YNL252C,7.850068266609414e-26
YKL074C,YNL185C,7.697570922337108e-23
YKL074C,YKL194C,1.6165409653346575e-24
YKL074C,YKR085C,1.7320400133165223e-25
YKL074C,YNL177C,1.3720954702906483e-27
YKL074C,YOR150W,6.369584779366076e-18
YKL074C,YDR268W,2.9271275546526333e-20
YKL074C,YMR193W,9.010822430750311e-28
YKL074C,YGR076C,1.3616854673434646e-23
YKL074C,YBR282W,7.735137968013121e-21
YKL074C,YNL081C,6.380420900320483e-21
YKL074C,YDR462W,7.304436597122987e-18
YKL074C,YMR024W,2.2769100632828736e-29
YKL074C,YKL138C,3.817137118957556e-22
YKL074C,YCR003W,2.753850942342859e-23
YKL074C,YML025C,1.6637792903030824e-20
YKL074C,YMR286W,6.14834172775745e-20
YKL074C,YDR322W,8.655400944370148e-31
YKL074C,YBR122C,4.0014131886868194e-20
YKL074C,YBR268W,2.008417307057339e-20
YKL074C,YKL170W,1.3188764648045145e-28
YKL074C,YOR335C,3.040622615432076e-19
YKL074C,YML009C,3.819279892368077e-21
YKL074C,YBR121C,1.1781399067938072e-22
YKL074C,YPL173W,7.397396808722921e-17
YKL074C,YMR225C,3.60270553982127e-22
YKL074C,YDR041W,1.3858409499302965e-19
YKL074C,YJL096W,4.750310830062984e-27
YKL074C,YER050C,2.2633043462370776e-30
YKL074C,YNR022C,1.9669560047154025e-22
YKL074C,YNR037C,3.615745801859582e-21
YKL074C,YPR100W,6.665918168995969e-21
YKL074C,YKL155C,4.822572816949049e-29
YKL074C,YHR147C,4.711218487905706e-21
YKL074C,YGL129C,3.894921515659783e-28
YKL074C,YDR237W,5.078473120938012e-24
YKL074C,YDR175C,1.2510259133821884e-24
YKL074C,YJL063C,5.54313374011332e-20
YKL074C,YIL093C,1.2817526517002921e-18
YKL074C,YJR101W,2.485065348062755e-27
YKL074C,YOL023W,8.315917334084063e-23
YKL074C,YGR215W,7.363869506565412e-23
YKL074C,YPL040C,3.3715665809099995e-23
YKL074C,YNR036C,2.3701202782759452e-17
YKL074C,YMR282C,9.30552546523167e-18
YKL074C,YPL013C,1.776886509259304e-24
YKL074C,YMR188C,5.772637489077986e-28
YKL074C,YJR113C,1.5112279483364688e-10
YKL074C,YDR115W,3.2176311284163333e-27
YKL074C,YNL306W,1.1572252633713794e-18
YKL074C,YDR337W,8.871508046440605e-25
YKL074C,YGR165W,8.507985164096659e-25
YKL074C,YBR251W,9.47776125687208e-28
YKL074C,YMR158W,8.27088381914728e-19
YKL074C,YBR146W,7.063570701734283e-18
YKL074C,YPL183W-A,2.381534436345957e-14
YKL074C,YCR046C,2.023329594147416e-11
YKL074C,YCR071C,1.609265664555137e-20
YKL074C,YHR011W,4.436567982844559e-27
YKL074C,YPL104W,5.412809366654059e-19
YKL074C,YNL137C,2.3849090475369898e-20
YKL074C,YOL033W,3.573611273251791e-19
YKL074C,YPR047W,8.268749289522545e-24
YKL074C,YBL080C,4.437475591107876e-15
YKL074C,YOR158W,8.039432693965644e-22
YKL074C,YLR139C,6.484882744914063e-20
YKL074C,YDR347W,8.079884944759962e-24
YKL074C,YDL045W-A,2.5366553302319517e-09
YKL074C,YNL073W,2.779041164312738e-23
YKL074C,YGR084C,3.9605641880442435e-34
YKL074C,YKL003C,1.9915956522605356e-19
YKL074C,YPR166C,1.753572104552929e-19
YKL074C,YDR405W,1.0669971259371312e-18
YPL249C-A,YHL004W,0.017939584329724312
YPL249C-A,YPL118W,1.250831519428175e-05
YPL249C-A,YNL005C,5.233819319983013e-05
YPL249C-A,YHR091C,2.191500061599072e-05
YPL249C-A,YLR069C,2.6543661988398526e-06
YPL249C-A,YDR116C,4.055712270201184e-05
YPL249C-A,YNL284C,0.00010619145177770406
YPL249C-A,YDL202W,2.0682082890743914e-07
YPL249C-A,YKR006C,0.0005027311854064465
YPL249C-A,YLR312W-A,5.291474369784055e-09
YPL249C-A,YBL038W,0.0001166848887805827
YPL249C-A,YNL252C,0.00024510876392014325
YPL249C-A,YNL185C,0.0019198997179046273
YPL249C-A,YKL194C,3.913152795576025e-06
YPL249C-A,YKR085C,0.00030314098694361746
YPL249C-A,YNL177C,3.490262315608561e-05
YPL249C-A,YOR150W,0.00024309259606525302
YPL249C-A,YDR268W,8.945077070166008e-07
YPL249C-A,YMR193W,1.2496632280090125e-06
YPL249C-A,YGR076C,2.087641041725874e-05
YPL249C-A,YBR282W,6.66548612571205e-06
YPL249C-A,YNL081C,3.072930439884658e-06
YPL249C-A,YDR462W,2.5856573415694584e-07
YPL249C-A,YMR024W,2.835020495695062e-06
YPL249C-A,YKL138C,3.894415669947193e-07
YPL249C-A,YCR003W,0.0008268569363281131
YPL249C-A,YML025C,0.0019465830409899354
YPL249C-A,YMR286W,2.820514600898605e-05
YPL249C-A,YDR322W,8.424851785093779e-07
YPL249C-A,YBR122C,4.32010529038962e-05
YPL249C-A,YBR268W,0.0026442157104611397
YPL249C-A,YKL170W,1.2091689995941124e-06
YPL249C-A,YOR335C,1.7778196692574966e-08
YPL249C-A,YML009C,5.432218586065574e-06
YPL249C-A,YBR121C,6.772263441234827e-05
YPL249C-A,YPL173W,0.002453362802043557
YPL249C-A,YMR225C,0.00010255722008878365
YPL249C-A,YDR041W,0.017941467463970184
YPL249C-A,YJL096W,4.314205580158159e-05
YPL249C-A,YER050C,4.182644453010198e-09
YPL249C-A,YNR022C,7.669536717003211e-05
YPL249C-A,YNR037C,0.0019630491733551025
YPL249C-A,YPR100W,3.372764922460192e-06
YPL249C-A,YKL155C,1.725898641780077e-07
YPL249C-A,YHR147C,3.4085621791746235e-07
YPL249C-A,YGL129C,0.0015011407667770982
YPL249C-A,YDR237W,9.088087972486392e-05
YPL249C-A,YDR175C,6.990192673583806e-07
YPL249C-A,YJL063C,1.0725535730671254e-06
YPL249C-A,YIL093C,2.7466006940812804e-05
YPL249C-A,YJR101W,1.5741695733595407e-06
YPL249C-A,YOL023W,0.0002067198947770521
YPL249C-A,YGR215W,9.20579805097077e-06
YPL249C-A,YPL040C,0.000225250274525024
YPL249C-A,YNR036C,1.9654781624467432e-07
YPL249C-A,YMR282C,2.7747417334467173e-05
YPL249C-A,YPL013C,2.30696277867537e-05
YPL249C-A,YMR188C,8.587792763137259e-06
YPL249C-A,YJR113C,0.0024692416191101074
YPL249C-A,YDR115W,8.891115044207254e-08
YPL249C-A,YNL306W,4.431646812008694e-05
YPL249C-A,YDR337W,6.125200346929205e-09
YPL249C-A,YGR165W,8.009266707631468e-07
YPL249C-A,YBR251W,6.392368231900036e-05
YPL249C-A,YMR158W,0.001927777542732656
YPL249C-A,YBR146W,0.0001833550340961665
YPL249C-A,YPL183W-A,1.2759185374910942e-10
YPL249C-A,YCR046C,0.0001346470817225054
YPL249C-A,YCR071C,1.0603779628581833e-05
YPL249C-A,YHR011W,9.97773974553695e-10
YPL249C-A,YPL104W,0.00909786019474268
YPL249C-A,YNL137C,1.858576615632046e-05
YPL249C-A,YOL033W,4.4899757085659076e-06
YPL249C-A,YPR047W,1.2282644092920236e-05
YPL249C-A,YBL080C,4.462150926531905e-10
YPL249C-A,YOR158W,9.759691238286905e-06
YPL249C-A,YLR139C,2.521154237911105e-05
YPL249C-A,YDR347W,1.7280481188208796e-05
YPL249C-A,YDL045W-A,5.625221208976905e-12
YPL249C-A,YNL073W,0.0001238376717083156
YPL249C-A,YGR084C,0.00012851183419115841
YPL249C-A,YKL003C,0.00013369126827456057
YPL249C-A,YPR166C,5.770225016021868e-06
YPL249C-A,YDR405W,0.0007126303389668465
YLR212C,YHL004W,3.1351764846476726e-06
YLR212C,YPL118W,1.5505413841765403e-08
YLR212C,YNL005C,1.9335600828784827e-11
YLR212C,YHR091C,7.591849918902119e-14
YLR212C,YLR069C,5.128997315750894e-08
YLR212C,YDR116C,4.74846391057304e-19
YLR212C,YNL284C,9.802749900700292e-08
YLR212C,YDL202W,4.540299733402087e-11
YLR212C,YKR006C,7.384731715021076e-11
YLR212C,YLR312W-A,2.542729589549708e-06
YLR212C,YBL038W,1.5440447809211832e-09
YLR212C,YNL252C,7.48276907103218e-09
YLR212C,YNL185C,2.131925924686584e-07
YLR212C,YKL194C,1.219863238199892e-10
YLR212C,YKR085C,5.721608742348394e-10
YLR212C,YNL177C,8.230500482542258e-12
YLR212C,YOR150W,9.736456831888063e-07
YLR212C,YDR268W,9.624467622870725e-08
YLR212C,YMR193W,4.583897407428594e-06
YLR212C,YGR076C,1.4090867416025749e-14
YLR212C,YBR282W,7.547101432692216e-08
YLR212C,YNL081C,3.05110114950935e-09
YLR212C,YDR462W,1.2311278663190706e-09
YLR212C,YMR024W,2.1973067354345843e-13
YLR212C,YKL138C,7.296389603617115e-10
YLR212C,YCR003W,3.081737887100644e-08
YLR212C,YML025C,1.1879078698484591e-07
YLR212C,YMR286W,8.663346949544515e-12
YLR212C,YDR322W,4.5854848577616715e-15
YLR212C,YBR122C,2.9119878064420845e-08
YLR212C,YBR268W,1.2838693237426924e-06
YLR212C,YKL170W,0.6704967617988586
YLR212C,YOR335C,0.000124067795695737
YLR212C,YML009C,1.3697396106238102e-08
YLR212C,YBR121C,4.185639852494205e-07
YLR212C,YPL173W,1.1632481644596737e-08
YLR212C,YMR225C,6.31602290468436e-08
YLR212C,YDR041W,1.0714601428318815e-09
YLR212C,YJL096W,1.5237685602187412e-06
YLR212C,YER050C,1.285763856495592e-10
YLR212C,YNR022C,5.474567660712637e-05
YLR212C,YNR037C,1.1609904504439328e-06
YLR212C,YPR100W,1.374164004808165e-09
YLR212C,YKL155C,9.40275494940579e-05
YLR212C,YHR147C,7.203805152226905e-15
YLR212C,YGL129C,0.0003013388777617365
YLR212C,YDR237W,4.8358737262006735e-14
YLR212C,YDR175C,3.714650462227631e-11
YLR212C,YJL063C,8.513902256812589e-12
YLR212C,YIL093C,1.4508997082884889e-05
YLR212C,YJR101W,1.5288107585442745e-11
YLR212C,YOL023W,1.0745571898951312e-06
YLR212C,YGR215W,3.966480464391575e-13
YLR212C,YPL040C,2.4948471377683745e-07
YLR212C,YNR036C,1.2469236754242274e-09
YLR212C,YMR282C,9.938455614033614e-11
YLR212C,YPL013C,2.009876015618417e-10
YLR212C,YMR188C,1.6375378208977054e-06
YLR212C,YJR113C,3.0786325169174233e-06
YLR212C,YDR115W,1.0958491891699396e-08
YLR212C,YNL306W,1.2482788240564258e-11
YLR212C,YDR337W,1.9967509590212984e-10
YLR212C,YGR165W,1.151675434706012e-12
YLR212C,YBR251W,6.221485826518602e-11
YLR212C,YMR158W,5.642887401791086e-08
YLR212C,YBR146W,0.0001567617291584611
YLR212C,YPL183W-A,4.075271499459632e-05
YLR212C,YCR046C,1.692615381188034e-09
YLR212C,YCR071C,8.12033196240236e-09
YLR212C,YHR011W,4.735464746567254e-16
YLR212C,YPL104W,8.442538614872319e-07
YLR212C,YNL137C,1.7323447536909953e-05
YLR212C,YOL033W,7.633026939402043e-07
YLR212C,YPR047W,8.625459958596964e-19
YLR212C,YBL080C,2.5331206643386395e-07
YLR212C,YOR158W,0.00023889084695838392
YLR212C,YLR139C,1.1885730799576777e-07
YLR212C,YDR347W,8.718929223050509e-08
YLR212C,YDL045W-A,5.0296879635425285e-05
YLR212C,YNL073W,1.6943763015905833e-12
YLR212C,YGR084C,2.4410935512558796e-12
YLR212C,YKL003C,2.349500937270932e-05
YLR212C,YPR166C,1.512354543820038e-07
YLR212C,YDR405W,6.719953944411827e-07
tI(GAU)Q,YHL004W,1.092284929171683e-08
tI(GAU)Q,YPL118W,1.092284929171683e-08
tI(GAU)Q,YNL005C,1.092284929171683e-08
tI(GAU)Q,YHR091C,1.092284929171683e-08
tI(GAU)Q,YLR069C,1.092284929171683e-08
tI(GAU)Q,YDR116C,1.092284929171683e-08
tI(GAU)Q,YNL284C,1.092284929171683e-08
tI(GAU)Q,YDL202W,1.092284929171683e-08
tI(GAU)Q,YKR006C,1.092284929171683e-08
tI(GAU)Q,YLR312W-A,1.092284929171683e-08
tI(GAU)Q,YBL038W,1.092284929171683e-08
tI(GAU)Q,YNL252C,1.092284929171683e-08
tI(GAU)Q,YNL185C,1.092284929171683e-08
tI(GAU)Q,YKL194C,1.092284929171683e-08
tI(GAU)Q,YKR085C,1.092284929171683e-08
tI(GAU)Q,YNL177C,1.092284929171683e-08
tI(GAU)Q,YOR150W,1.092284929171683e-08
tI(GAU)Q,YDR268W,1.092284929171683e-08
tI(GAU)Q,YMR193W,1.092284929171683e-08
tI(GAU)Q,YGR076C,1.092284929171683e-08
tI(GAU)Q,YBR282W,1.092284929171683e-08
tI(GAU)Q,YNL081C,1.092284929171683e-08
tI(GAU)Q,YDR462W,1.092284929171683e-08
tI(GAU)Q,YMR024W,1.092284929171683e-08
tI(GAU)Q,YKL138C,1.092284929171683e-08
tI(GAU)Q,YCR003W,1.092284929171683e-08
tI(GAU)Q,YML025C,1.092284929171683e-08
tI(GAU)Q,YMR286W,1.092284929171683e-08
tI(GAU)Q,YDR322W,1.092284929171683e-08
tI(GAU)Q,YBR122C,1.092284929171683e-08
tI(GAU)Q,YBR268W,1.092284929171683e-08
tI(GAU)Q,YKL170W,1.092284929171683e-08
tI(GAU)Q,YOR335C,1.092284929171683e-08
tI(GAU)Q,YML009C,1.092284929171683e-08
tI(GAU)Q,YBR121C,1.092284929171683e-08
tI(GAU)Q,YPL173W,1.092284929171683e-08
tI(GAU)Q,YMR225C,1.092284929171683e-08
tI(GAU)Q,YDR041W,1.092284929171683e-08
tI(GAU)Q,YJL096W,1.092284929171683e-08
tI(GAU)Q,YER050C,1.092284929171683e-08
tI(GAU)Q,YNR022C,1.092284929171683e-08
tI(GAU)Q,YNR037C,1.092284929171683e-08
tI(GAU)Q,YPR100W,1.092284929171683e-08
tI(GAU)Q,YKL155C,1.092284929171683e-08
tI(GAU)Q,YHR147C,1.092284929171683e-08
tI(GAU)Q,YGL129C,1.092284929171683e-08
tI(GAU)Q,YDR237W,1.092284929171683e-08
tI(GAU)Q,YDR175C,1.092284929171683e-08
tI(GAU)Q,YJL063C,1.092284929171683e-08
tI(GAU)Q,YIL093C,1.092284929171683e-08
tI(GAU)Q,YJR101W,1.092284929171683e-08
tI(GAU)Q,YOL023W,1.092284929171683e-08
tI(GAU)Q,YGR215W,1.092284929171683e-08
tI(GAU)Q,YPL040C,1.092284929171683e-08
tI(GAU)Q,YNR036C,1.092284929171683e-08
tI(GAU)Q,YMR282C,1.092284929171683e-08
tI(GAU)Q,YPL013C,1.092284929171683e-08
tI(GAU)Q,YMR188C,1.092284929171683e-08
tI(GAU)Q,YJR113C,1.092284929171683e-08
tI(GAU)Q,YDR115W,1.092284929171683e-08
tI(GAU)Q,YNL306W,1.092284929171683e-08
tI(GAU)Q,YDR337W,1.092284929171683e-08
tI(GAU)Q,YGR165W,1.092284929171683e-08
tI(GAU)Q,YBR251W,1.092284929171683e-08
tI(GAU)Q,YMR158W,1.092284929171683e-08
tI(GAU)Q,YBR146W,1.092284929171683e-08
tI(GAU)Q,YPL183W-A,1.092284929171683e-08
tI(GAU)Q,YCR046C,1.092284929171683e-08
tI(GAU)Q,YCR071C,1.092284929171683e-08
tI(GAU)Q,YHR011W,1.092284929171683e-08
tI(GAU)Q,YPL104W,1.092284929171683e-08
tI(GAU)Q,YNL137C,1.092284929171683e-08
tI(GAU)Q,YOL033W,1.092284929171683e-08
tI(GAU)Q,YPR047W,1.092284929171683e-08
tI(GAU)Q,YBL080C,1.092284929171683e-08
tI(GAU)Q,YOR158W,1.092284929171683e-08
tI(GAU)Q,YLR139C,1.092284929171683e-08
tI(GAU)Q,YDR347W,1.092284929171683e-08
tI(GAU)Q,YDL045W-A,1.092284929171683e-08
tI(GAU)Q,YNL073W,1.092284929171683e-08
tI(GAU)Q,YGR084C,1.092284929171683e-08
tI(GAU)Q,YKL003C,1.092284929171683e-08
tI(GAU)Q,YPR166C,1.092284929171683e-08
tI(GAU)Q,YDR405W,1.092284929171683e-08
YNL279W,YHL004W,6.240796634794845e-23
YNL279W,YPL118W,1.868456867535552e-18
YNL279W,YNL005C,1.7889323758389836e-23
YNL279W,YHR091C,2.805478102057229e-23
YNL279W,YLR069C,7.08701126192228e-22
YNL279W,YDR116C,5.514013235383267e-26
YNL279W,YNL284C,9.494830198347242e-23
YNL279W,YDL202W,2.378591565951036e-30
YNL279W,YKR006C,1.4984662805807893e-22
YNL279W,YLR312W-A,8.958206494719818e-22
YNL279W,YBL038W,3.3500096195240465e-19
YNL279W,YNL252C,6.90708218291665e-25
YNL279W,YNL185C,3.011974347287091e-31
YNL279W,YKL194C,2.446827910783588e-19
YNL279W,YKR085C,2.5557022569284577e-24
YNL279W,YNL177C,1.8281425660215552e-18
YNL279W,YOR150W,5.6803783303566224e-24
YNL279W,YDR268W,5.2133277011231875e-15
YNL279W,YMR193W,2.1269125518550427e-18
YNL279W,YGR076C,9.100180253078468e-22
YNL279W,YBR282W,5.455395931318745e-31
YNL279W,YNL081C,1.2186742346210089e-26
YNL279W,YDR462W,1.7281891142603304e-21
YNL279W,YMR024W,2.2091500760680285e-27
YNL279W,YKL138C,2.4872194236683542e-26
YNL279W,YCR003W,1.6746299830117228e-27
YNL279W,YML025C,2.081050509915779e-21
YNL279W,YMR286W,6.516149202716287e-21
YNL279W,YDR322W,9.450460748287523e-22
YNL279W,YBR122C,3.7289226220134714e-24
YNL279W,YBR268W,6.903094329262642e-28
YNL279W,YKL170W,1.00447168080759e-18
YNL279W,YOR335C,1.0876461860452234e-28
YNL279W,YML009C,2.7004217087766017e-23
YNL279W,YBR121C,1.847321380370121e-27
YNL279W,YPL173W,1.3847833865924504e-20
YNL279W,YMR225C,4.770220200196565e-24
YNL279W,YDR041W,1.6544074104468657e-26
YNL279W,YJL096W,3.163345482799465e-23
YNL279W,YER050C,5.036447874809143e-19
YNL279W,YNR022C,4.7891591481572076e-26
YNL279W,YNR037C,4.7740743403863934e-26
YNL279W,YPR100W,3.8815952117358725e-24
YNL279W,YKL155C,4.767121486277057e-19
YNL279W,YHR147C,2.3442830087919855e-20
YNL279W,YGL129C,2.721601986339266e-15
YNL279W,YDR237W,7.989915897469276e-19
YNL279W,YDR175C,3.410137969684664e-16
YNL279W,YJL063C,3.493270542531777e-24
YNL279W,YIL093C,2.5996305942715507e-20
YNL279W,YJR101W,8.423384170746684e-23
YNL279W,YOL023W,7.628012101015109e-20
YNL279W,YGR215W,3.1544730754515925e-25
YNL279W,YPL040C,7.730771843783777e-21
YNL279W,YNR036C,2.453319802349386e-22
YNL279W,YMR282C,8.600653329014381e-19
YNL279W,YPL013C,3.1346143876089455e-29
YNL279W,YMR188C,3.261451812440976e-27
YNL279W,YJR113C,6.683194509465856e-17
YNL279W,YDR115W,2.7946330082328542e-18
YNL279W,YNL306W,1.7999691908288281e-28
YNL279W,YDR337W,1.0370498580313177e-24
YNL279W,YGR165W,3.6661887740701325e-22
YNL279W,YBR251W,3.3233161007803454e-28
YNL279W,YMR158W,4.260012968396929e-30
YNL279W,YBR146W,2.912027646328878e-26
YNL279W,YPL183W-A,9.440962848852274e-19
YNL279W,YCR046C,2.9940959435641487e-21
YNL279W,YCR071C,2.6133876317366537e-23
YNL279W,YHR011W,1.1931420217271935e-22
YNL279W,YPL104W,1.3677593314654978e-25
YNL279W,YNL137C,1.140266716645547e-18
YNL279W,YOL033W,1.8382526841232566e-20
YNL279W,YPR047W,2.3565250686002686e-17
YNL279W,YBL080C,6.347684759058428e-17
YNL279W,YOR158W,9.848174558630239e-20
YNL279W,YLR139C,9.175292937900971e-23
YNL279W,YDR347W,3.1123599902491214e-27
YNL279W,YDL045W-A,7.194522518157945e-15
YNL279W,YNL073W,1.726542750191537e-20
YNL279W,YGR084C,9.286407253324038e-19
YNL279W,YKL003C,5.5263769044393765e-25
YNL279W,YPR166C,4.465627199624891e-24
YNL279W,YDR405W,1.0207112297372823e-16
YBR274W,YHL004W,8.279012681845516e-15
YBR274W,YPL118W,1.6849657519940608e-12
YBR274W,YNL005C,1.8942613742049062e-21
YBR274W,YHR091C,3.0303189834822095e-14
YBR274W,YLR069C,4.929977063770438e-20
YBR274W,YDR116C,7.467682676243797e-17
YBR274W,YNL284C,1.8989771404930456e-15
YBR274W,YDL202W,3.9984974966461584e-13
YBR274W,YKR006C,5.345597825067577e-15
YBR274W,YLR312W-A,4.0222691036163535e-14
YBR274W,YBL038W,3.806788217985968e-12
YBR274W,YNL252C,5.5076057537777385e-17
YBR274W,YNL185C,2.365985579588152e-15
YBR274W,YKL194C,1.4604668813446533e-25
YBR274W,YKR085C,2.31678608589303e-12
YBR274W,YNL177C,5.335614694751238e-15
YBR274W,YOR150W,1.150180536750589e-12
YBR274W,YDR268W,9.232868376091163e-13
YBR274W,YMR193W,2.424253789975498e-17
YBR274W,YGR076C,4.44138496579681e-16
YBR274W,YBR282W,4.573810405937573e-13
YBR274W,YNL081C,8.320742607024947e-15
YBR274W,YDR462W,4.471129172940522e-18
YBR274W,YMR024W,9.625993846098495e-19
YBR274W,YKL138C,3.12720154219647e-19
YBR274W,YCR003W,1.3426321364510283e-15
YBR274W,YML025C,5.442093512484682e-16
YBR274W,YMR286W,4.063239522622553e-09
YBR274W,YDR322W,3.7186430285962926e-14
YBR274W,YBR122C,2.0740431941335125e-11
YBR274W,YBR268W,1.3583311992554359e-12
YBR274W,YKL170W,1.76259284945246e-11
YBR274W,YOR335C,5.828744775726591e-08
YBR274W,YML009C,1.930248955013519e-17
YBR274W,YBR121C,1.222568157821513e-09
YBR274W,YPL173W,2.509551540099547e-13
YBR274W,YMR225C,9.913470044864425e-10
YBR274W,YDR041W,1.1561767854751889e-15
YBR274W,YJL096W,5.990668895059772e-15
YBR274W,YER050C,1.5450500037358927e-12
YBR274W,YNR022C,5.067210651077403e-09
YBR274W,YNR037C,1.2703227216948227e-19
YBR274W,YPR100W,1.4583944945786853e-12
YBR274W,YKL155C,2.5985433249609e-10
YBR274W,YHR147C,8.038479041747818e-15
YBR274W,YGL129C,2.0857209591269843e-16
YBR274W,YDR237W,2.0018359799672814e-12
YBR274W,YDR175C,4.902920110920819e-14
YBR274W,YJL063C,1.6992137703327632e-17
YBR274W,YIL093C,3.682629474667997e-15
YBR274W,YJR101W,5.626829810094069e-16
YBR274W,YOL023W,6.690546431700518e-23
YBR274W,YGR215W,2.7089296084081838e-11
YBR274W,YPL040C,6.980517552879206e-11
YBR274W,YNR036C,8.55721472414056e-14
YBR274W,YMR282C,1.4860796648157384e-14
YBR274W,YPL013C,8.144323548897603e-10
YBR274W,YMR188C,3.1287080965858706e-17
YBR274W,YJR113C,1.5211634942053037e-15
YBR274W,YDR115W,1.5845454831055206e-13
YBR274W,YNL306W,5.379055287670943e-14
YBR274W,YDR337W,4.36367750147121e-17
YBR274W,YGR165W,1.39682216030285e-19
YBR274W,YBR251W,2.4175392243641625e-10
YBR274W,YMR158W,3.752985725332834e-15
YBR274W,YBR146W,6.822089204661097e-08
YBR274W,YPL183W-A,1.2630130274970952e-10
YBR274W,YCR046C,2.208080289792247e-12
YBR274W,YCR071C,1.1203052313265449e-16
YBR274W,YHR011W,1.6741659057337155e-13
YBR274W,YPL104W,5.826893086165961e-18
YBR274W,YNL137C,2.0813198712242575e-14
YBR274W,YOL033W,6.941027897538717e-16
YBR274W,YPR047W,8.924613187548005e-21
YBR274W,YBL080C,1.8784640406835758e-16
YBR274W,YOR158W,8.408362236187773e-15
YBR274W,YLR139C,9.613096350034617e-15
YBR274W,YDR347W,2.094585254211207e-14
YBR274W,YDL045W-A,1.2966251405899243e-09
YBR274W,YNL073W,8.084908305718615e-17
YBR274W,YGR084C,6.06156112624139e-23
YBR274W,YKL003C,8.66865546087902e-15
YBR274W,YPR166C,2.533595512207998e-12
YBR274W,YDR405W,8.043185041606282e-12
YNL239W,YHL004W,1.3570122114878421e-17
YNL239W,YPL118W,1.8274607763234757e-24
YNL239W,YNL005C,1.0913329863535944e-20
YNL239W,YHR091C,2.1958215309242097e-15
YNL239W,YLR069C,2.1177124229000292e-21
YNL239W,YDR116C,2.07899203418159e-24
YNL239W,YNL284C,7.261505173699055e-20
YNL239W,YDL202W,1.914090585815325e-22
YNL239W,YKR006C,1.4061860576400682e-23
YNL239W,YLR312W-A,2.4562146820578317e-21
YNL239W,YBL038W,7.54159589618684e-18
YNL239W,YNL252C,3.3381383162834764e-16
YNL239W,YNL185C,5.196210965204191e-16
YNL239W,YKL194C,9.139849460343424e-20
YNL239W,YKR085C,5.497359632966167e-18
YNL239W,YNL177C,1.5600861622626475e-21
YNL239W,YOR150W,5.81500797417904e-20
YNL239W,YDR268W,5.478187348195718e-13
YNL239W,YMR193W,3.1594838475842735e-17
YNL239W,YGR076C,2.9526231817415024e-17
YNL239W,YBR282W,3.3261002670932244e-24
YNL239W,YNL081C,9.391720166601533e-18
YNL239W,YDR462W,4.554106522230636e-15
YNL239W,YMR024W,2.1446689424537852e-30
YNL239W,YKL138C,1.6724482279409627e-25
YNL239W,YCR003W,2.895841063569949e-20
YNL239W,YML025C,2.861576904035626e-22
YNL239W,YMR286W,4.8338052717434785e-15
YNL239W,YDR322W,7.287566662120274e-19
YNL239W,YBR122C,6.315413134640284e-18
YNL239W,YBR268W,2.6162144346422452e-20
YNL239W,YKL170W,1.0464308438943457e-19
YNL239W,YOR335C,1.47105895427637e-15
YNL239W,YML009C,3.28460634125078e-23
YNL239W,YBR121C,2.4422399018172745e-19
YNL239W,YPL173W,2.959013493185477e-19
YNL239W,YMR225C,1.7753479702205114e-17
YNL239W,YDR041W,4.241351464918247e-14
YNL239W,YJL096W,2.9054397949536672e-24
YNL239W,YER050C,1.1345458123406113e-22
YNL239W,YNR022C,2.9108558282937153e-15
YNL239W,YNR037C,7.280270416265577e-16
YNL239W,YPR100W,1.1336952319679077e-19
YNL239W,YKL155C,4.292140523273848e-18
YNL239W,YHR147C,1.0859318071463528e-17
YNL239W,YGL129C,1.2133143941422707e-22
YNL239W,YDR237W,4.345528724561975e-21
YNL239W,YDR175C,5.0119897596830835e-20
YNL239W,YJL063C,7.742573101951687e-22
