Batch,Training Loss,Validation Loss
0,69.88421678543091,69.90358293056488
100,66.99474155902863,64.94199275970459
200,63.88802391290665,63.0034339427948
300,62.40851670503616,61.89081311225891
400,61.51843523979187,61.18744373321533
500,60.926615953445435,60.70270001888275
600,60.515285313129425,60.356945395469666
700,60.21082842350006,60.08120059967041
800,59.9769384264946,59.8706990480423
900,59.78880447149277,59.69399333000183
1000,59.634998202323914,59.57067370414734
1100,59.51111286878586,59.459115862846375
1200,59.39856231212616,59.340760707855225
1300,59.30408614873886,59.244388937950134
1400,59.22274512052536,59.1983300447464
1500,59.1487734913826,59.09629225730896
1600,59.08568948507309,59.0583062171936
1700,59.0313560962677,59.01419997215271
1800,58.98331308364868,58.95770192146301
1900,58.93847304582596,58.91035616397858
2000,58.90067130327225,58.91158401966095
2100,58.86736744642258,58.864644169807434
2200,58.83871966600418,58.8112074136734
2300,58.80986434221268,58.805922865867615
2400,58.787597358226776,58.773069977760315
2500,58.76557058095932,58.740997314453125
2600,58.748818933963776,58.74806106090546
2700,58.72956657409668,58.7312787771225
2800,58.71370702981949,58.69719386100769
2900,58.70181101560593,58.69268774986267
3000,58.69107848405838,58.67642164230347
3100,58.68022829294205,58.66420090198517
3200,58.67046481370926,58.65010142326355
3300,58.66162645816803,58.641284704208374
3400,58.65295726060867,58.62639546394348
3500,58.6408429145813,58.652710914611816
3600,58.63481718301773,58.61678719520569
3700,58.625601053237915,58.61320495605469
3800,58.61866521835327,58.61820578575134
3900,58.61306411027908,58.60050916671753
4000,58.60505110025406,58.59838128089905
4100,58.599729180336,58.602988719940186
4200,58.59046012163162,58.576637506484985
4300,58.58650702238083,58.59571099281311
4400,58.57475608587265,58.564311265945435
4500,58.57164388895035,58.56175422668457
4600,58.560405910015106,58.546435832977295
4700,58.55401784181595,58.58144164085388
4800,58.546386659145355,58.54989290237427
4900,58.535975098609924,58.52200388908386
5000,58.52680402994156,58.51247310638428
5100,58.51588875055313,58.51932764053345
5200,58.50752627849579,58.509957790374756
5300,58.49607318639755,58.49115252494812
5400,58.487191915512085,58.482664823532104
5500,58.471865117549896,58.462679386138916
5600,58.45968532562256,58.45562219619751
5700,58.44470477104187,58.4181547164917
5800,58.42830955982208,58.40284824371338
5900,58.41173428297043,58.39185118675232
6000,58.39574980735779,58.3879292011261
6100,58.3763924241066,58.385056257247925
6200,58.35450506210327,58.34118723869324
6300,58.33093339204788,58.298879861831665
6400,58.30881458520889,58.284711837768555
6500,58.28085607290268,58.24342370033264
6600,58.25203222036362,58.22482705116272
6700,58.216384172439575,58.1845223903656
6800,58.180990755558014,58.15827250480652
6900,58.138992726802826,58.119237422943115
7000,58.09421956539154,58.06005001068115
7100,58.04560649394989,58.00642967224121
7200,57.99207615852356,57.99359083175659
7300,57.93058770895004,57.893043756484985
7400,57.86034274101257,57.847583293914795
7500,57.78399449586868,57.73410201072693
7600,57.69670748710632,57.650357484817505
7700,57.59534168243408,57.52060413360596
7800,57.4732391834259,57.419151067733765
7900,57.33509600162506,57.26826786994934
8000,57.17691904306412,57.066214084625244
8100,56.99076163768768,56.886595487594604
8200,56.75605660676956,56.63989186286926
8300,56.475099980831146,56.29566311836243
8400,56.12570583820343,55.9149444103241
8500,55.680328726768494,55.41350841522217
8600,55.1038915514946,54.777729511260986
