Gene A,Gene B,Label,Score,Precision,Recall,False Positive Rate
YMR070W,YHR098C,0,1.3292336,0.0,0.0,0.00010001000191550702
YLR362W,YHR084W,1,1.1966838,0.5,0.0009990009712055326,0.00010001000191550702
YKL043W,YOR030W,1,0.996596,0.6666666865348816,0.001998001942411065,0.00010001000191550702
YDL035C,YPL049C,1,0.99377644,0.75,0.0029970030300319195,0.00010001000191550702
YMR313C,YOL007C,0,0.960654,0.6000000238418579,0.0029970030300319195,0.00020002000383101404
YNL116W,YIR006C,0,0.938856,0.5,0.0029970030300319195,0.00030002999119460583
YLR083C,YGL197W,1,0.93576217,0.5714285969734192,0.00399600388482213,0.00030002999119460583
YOR042W,YGR041W,0,0.9349041,0.5,0.00399600388482213,0.0004000400076620281
YDL035C,YKL048C,1,0.9108046,0.5555555820465088,0.004995005205273628,0.0004000400076620281
YNL076W,YDR477W,1,0.9073607,0.6000000238418579,0.005994006060063839,0.0004000400076620281
YER129W,YDR207C,1,0.89829004,0.6363636255264282,0.00699300691485405,0.0004000400076620281
YOR127W,YER027C,1,0.8982819,0.6666666865348816,0.00799200776964426,0.0004000400076620281
YDL159W,YHR143W,1,0.8949271,0.692307710647583,0.008991008624434471,0.0004000400076620281
YPL273W,YPL164C,0,0.8831795,0.6428571343421936,0.008991008624434471,0.0005000500241294503
YNL076W,YLR353W,1,0.87759024,0.6666666865348816,0.009990010410547256,0.0005000500241294503
YOR301W,YJL165C,0,0.8632475,0.625,0.009990010410547256,0.0006000599823892117
YGR262C,YJR065C,0,0.85838324,0.5882353186607361,0.009990010410547256,0.0007000699988566339
YOR373W,YNR035C,0,0.8567592,0.5555555820465088,0.009990010410547256,0.0008000800153240561
YDR200C,YGL035C,0,0.84024096,0.5263158082962036,0.009990010410547256,0.0009000900317914784
YOR043W,YOR085W,0,0.82434756,0.5,0.009990010410547256,0.0010001000482589006
YLL021W,YKL185W,1,0.79201126,0.523809552192688,0.010989011265337467,0.0010001000482589006
YNL197C,YMR238W,1,0.78402126,0.5454545617103577,0.011988012120127678,0.0010001000482589006
YER129W,YDR477W,1,0.76948065,0.5652173757553101,0.012987012974917889,0.0010001000482589006
YJL155C,YOL059W,0,0.75412613,0.5416666865348816,0.012987012974917889,0.001100110006518662
YOL138C,YKR088C,0,0.74086255,0.5199999809265137,0.012987012974917889,0.0012001199647784233
YHR143W,YDR422C,1,0.7393997,0.5384615659713745,0.0139860138297081,0.0012001199647784233
YBR212W,YPL256C,0,0.73845816,0.5185185074806213,0.0139860138297081,0.0013001300394535065
YBR065C,YNL152W,0,0.7132877,0.5,0.0139860138297081,0.0014001399977132678
YGR217W,YOL116W,0,0.71033585,0.48275861144065857,0.0139860138297081,0.001500150072388351
YGL006W,YOR241W,0,0.7049781,0.46666666865348816,0.0139860138297081,0.0016001600306481123
YOL060C,YDR159W,0,0.6993127,0.4516128897666931,0.0139860138297081,0.0017001699889078736
YGR032W,YGL133W,0,0.697558,0.4375,0.0139860138297081,0.0018001800635829568
YJL133W,YOR042W,0,0.6920967,0.42424243688583374,0.0139860138297081,0.0019001900218427181
YOR315W,YDR251W,1,0.6916596,0.44117647409439087,0.01498501468449831,0.0019001900218427181
YBR121C,YMR313C,0,0.6910738,0.4285714328289032,0.01498501468449831,0.0020002000965178013
YGR163W,YDR518W,0,0.69013125,0.4166666567325592,0.01498501468449831,0.002100209938362241
YDR368W,YGR014W,0,0.6875213,0.4054054021835327,0.01498501468449831,0.002200220013037324
YJR139C,YDR420W,0,0.6860319,0.3947368562221527,0.01498501468449831,0.002300230087712407
YMR016C,YLR362W,1,0.6745504,0.41025641560554504,0.01598401553928852,0.002300230087712407
YDR146C,YDR481C,0,0.674052,0.4000000059604645,0.01598401553928852,0.0024002399295568466
YHR079C,YPL161C,0,0.67388505,0.39024388790130615,0.01598401553928852,0.0025002500042319298
YDR392W,YBR083W,1,0.67189217,0.4047619104385376,0.016983017325401306,0.0025002500042319298
YLR332W,YGR238C,0,0.671466,0.39534884691238403,0.016983017325401306,0.002600260078907013
YIL049W,YDL035C,1,0.66961485,0.40909090638160706,0.017982017248868942,0.002600260078907013
YNL197C,YGL197W,1,0.66376823,0.42222222685813904,0.018981019034981728,0.002600260078907013
YJL082W,YDR283C,0,0.66320074,0.41304346919059753,0.018981019034981728,0.0027002699207514524
YER027C,YLR079W,0,0.6625216,0.40425533056259155,0.018981019034981728,0.0028002799954265356
YOR371C,YKL185W,1,0.657078,0.4166666567325592,0.019980020821094513,0.0028002799954265356
YHR111W,YOR032C,1,0.64517707,0.4285714328289032,0.02097902074456215,0.0028002799954265356
YLR083C,YPL049C,1,0.64171237,0.4399999976158142,0.021978022530674934,0.0028002799954265356
YBR003W,YMR037C,0,0.63094205,0.4313725531101227,0.021978022530674934,0.0029002900701016188
YIR010W,YOR014W,0,0.62433636,0.42307692766189575,0.021978022530674934,0.003000300144776702
YER027C,YGL197W,1,0.61162376,0.43396225571632385,0.02297702245414257,0.003000300144776702
YLR313C,YHR084W,1,0.61028486,0.4444444477558136,0.023976024240255356,0.003000300144776702
YCL018W,YER060W,0,0.60438347,0.4363636374473572,0.023976024240255356,0.0031003099866211414
YAL040C,YER176W,0,0.59492326,0.4285714328289032,0.023976024240255356,0.0032003200612962246
YCR093W,YER027C,1,0.5836885,0.4385964870452881,0.024975024163722992,0.0032003200612962246
YOL066C,YLR309C,0,0.5836315,0.43103447556495667,0.024975024163722992,0.0033003301359713078
YLR355C,YMR110C,0,0.5598767,0.4237288236618042,0.024975024163722992,0.0034003399778157473
YNL142W,YOR032C,1,0.55898315,0.4333333373069763,0.025974025949835777,0.0034003399778157473
YKL190W,YJR049C,0,0.55527836,0.4262295067310333,0.025974025949835777,0.0035003500524908304
YLR362W,YDR480W,1,0.55238235,0.4354838728904724,0.026973027735948563,0.0035003500524908304
YJR147W,YDR477W,1,0.5461966,0.4444444477558136,0.0279720276594162,0.0035003500524908304
YDL230W,YOR315W,1,0.5423821,0.453125,0.028971029445528984,0.0035003500524908304
YNL216W,YLR248W,0,0.53445876,0.446153849363327,0.028971029445528984,0.0036003601271659136
YPL115C,YIL056W,0,0.5344303,0.43939393758773804,0.028971029445528984,0.003700369969010353
YDR400W,YDL013W,0,0.53263706,0.43283581733703613,0.028971029445528984,0.0038003800436854362
YGL028C,YFL004W,0,0.5269444,0.4264705777168274,0.028971029445528984,0.0039003901183605194
YKL189W,YKR100C,0,0.5231201,0.4202898442745209,0.028971029445528984,0.004000400193035603
YOR071C,YOR316C,0,0.5195652,0.41428571939468384,0.028971029445528984,0.004100410267710686
YML104C,YIL002C,0,0.518713,0.4084506928920746,0.028971029445528984,0.004200419876724482
YLR098C,YPR140W,0,0.5185584,0.4027777910232544,0.028971029445528984,0.004300429951399565
YDL230W,YBR083W,1,0.51747143,0.4109589159488678,0.02997002936899662,0.004300429951399565
YER177W,YPL049C,1,0.5170778,0.4189189076423645,0.030969031155109406,0.004300429951399565
YOR315W,YLR353W,1,0.5136039,0.4266666769981384,0.03196803107857704,0.004300429951399565
YGR004W,YJR059W,0,0.5120868,0.42105263471603394,0.03196803107857704,0.004400440026074648
YKL157W,YAL042W,0,0.5089154,0.41558441519737244,0.03196803107857704,0.004500450100749731
YKL176C,YDR088C,0,0.5086072,0.41025641560554504,0.03196803107857704,0.004600460175424814
YLR083C,YDL035C,1,0.50722647,0.4177215099334717,0.032967034727334976,0.004600460175424814
YNL197C,YKL185W,1,0.50580525,0.42500001192092896,0.03396603465080261,0.004600460175424814
YNL119W,YBR083W,1,0.49940765,0.43209877610206604,0.03496503457427025,0.004600460175424814
YPL026C,YLR353W,1,0.4969988,0.4390243887901306,0.035964034497737885,0.004600460175424814
