Gene A,Gene B,Label,Score,Precision,Recall,False Positive Rate
YLR074C,YOR294W,1,4.9422817,1.0,0.0009980039903894067,0.0
YLR074C,YER006W,1,4.918631,1.0,0.0019960079807788134,0.0
YKL143W,YGL099W,1,4.850445,1.0,0.002994012087583542,0.0
YLR074C,YAL059W,1,4.8340087,1.0,0.003992015961557627,0.0
YKL143W,YOR294W,1,4.6565313,1.0,0.004990019835531712,0.0
YDR083W,YNL096C,0,4.465801,0.8333333134651184,0.004990019835531712,0.00010002000635722652
YDR101C,YOR145C,1,4.464549,0.8571428656578064,0.005988024175167084,0.00010002000635722652
YNR053C,YFR001W,1,4.4467907,0.875,0.006986028049141169,0.00010002000635722652
YKR094C,YGL099W,1,4.4145765,0.8888888955116272,0.007984031923115253,0.00010002000635722652
YOR145C,YAL059W,1,4.406623,0.8999999761581421,0.008982036262750626,0.00010002000635722652
YCR047C,YFR001W,1,4.3887396,0.9090909361839294,0.009980039671063423,0.00010002000635722652
YLR074C,YNR053C,1,4.382254,0.9166666865348816,0.010978044010698795,0.00010002000635722652
YLR293C,YOR294W,1,4.355604,0.9230769276618958,0.011976048350334167,0.00010002000635722652
YLR074C,YFR001W,1,4.3078537,0.9285714030265808,0.012974051758646965,0.00010002000635722652
YOR294W,YKR094C,1,4.2841144,0.9333333373069763,0.013972056098282337,0.00010002000635722652
YDR101C,YKR094C,1,4.277067,0.9375,0.014970059506595135,0.00010002000635722652
YLR074C,YGL099W,1,4.2746973,0.9411764740943909,0.015968063846230507,0.00010002000635722652
YIL148W,YGR245C,1,4.260805,0.9444444179534912,0.016966067254543304,0.00010002000635722652
YER006W,YFR001W,1,4.2418776,0.9473684430122375,0.01796407252550125,0.00010002000635722652
YHR170W,YKR094C,1,4.2286596,0.949999988079071,0.01896207593381405,0.00010002000635722652
YPL093W,YNL178W,1,4.1835423,0.9523809552192688,0.019960079342126846,0.00010002000635722652
YDR101C,YOR294W,1,4.1671777,0.9545454382896423,0.020958084613084793,0.00010002000635722652
YLR074C,YIL148W,1,4.1461153,0.95652174949646,0.02195608802139759,0.00010002000635722652
YCR047C,YGL099W,1,4.142634,0.9583333134651184,0.022954091429710388,0.00010002000635722652
YDR324C,YGL103W,0,4.126983,0.9200000166893005,0.022954091429710388,0.00020004001271445304
YGR285C,YOR294W,1,4.1267796,0.9230769276618958,0.023952096700668335,0.00020004001271445304
YOR294W,YDR091C,1,4.113634,0.9259259104728699,0.024950100108981133,0.00020004001271445304
YCR047C,YNL178W,1,4.075865,0.9285714030265808,0.02594810351729393,0.00020004001271445304
YAL025C,YJL189W,0,4.0671577,0.8965517282485962,0.02594810351729393,0.0003000600263476372
YHR170W,YAL059W,1,4.0651393,0.8999999761581421,0.026946106925606728,0.0003000600263476372
YIL148W,YAL059W,1,4.0625687,0.9032257795333862,0.027944112196564674,0.0003000600263476372
YER006W,YGL099W,1,4.062335,0.90625,0.028942115604877472,0.0003000600263476372
YHR170W,YFR001W,1,4.0340724,0.9090909361839294,0.02994011901319027,0.0003000600263476372
YLR074C,YPL146C,1,4.026142,0.9117646813392639,0.030938124284148216,0.0003000600263476372
YOR145C,YKR094C,1,4.0242023,0.9142857193946838,0.031936127692461014,0.0003000600263476372
YKL143W,YFR001W,1,4.0224886,0.9166666865348816,0.03293413296341896,0.0003000600263476372
YGR081C,YLR074C,1,4.014483,0.9189189076423645,0.03393213450908661,0.0003000600263476372
YER006W,YKR094C,1,4.0002394,0.9210526347160339,0.034930139780044556,0.0003000600263476372
YNR053C,YNL178W,1,3.998162,0.9230769276618958,0.0359281450510025,0.0003000600263476372
YHR169W,YKL180W,0,3.972183,0.8999999761581421,0.0359281450510025,0.0004000800254289061
YER006W,YKL009W,1,3.9468124,0.9024389982223511,0.03692614659667015,0.0004000800254289061
YGR081C,YOR294W,1,3.9445426,0.9047619104385376,0.0379241518676281,0.0004000800254289061
YLR293C,YGL099W,1,3.9390047,0.9069767594337463,0.038922157138586044,0.0004000800254289061
