Gene A,Gene B,Label,Score,Precision,Recall,False Positive Rate
YIL040W,YDL093W,1,11.385994,1.0,0.0008554320083931088,0.0
YDR518W,YFR042W,1,10.506087,1.0,0.0017108640167862177,0.0
YML029W,YPL010W,0,10.146295,0.6666666865348816,0.0017108640167862177,0.00010171905159950256
YDL095W,YPL094C,1,10.112537,0.75,0.0025662959087640047,0.00010171905159950256
YEL002C,YBR026C,0,10.086834,0.6000000238418579,0.0025662959087640047,0.00020343810319900513
YBR293W,YJL034W,1,10.001983,0.6666666865348816,0.0034217280335724354,0.00020343810319900513
YHR181W,YLR077W,0,9.78038,0.5714285969734192,0.0034217280335724354,0.0003051571547985077
YMR292W,YAL058W,1,9.756754,0.625,0.004277159925550222,0.0003051571547985077
YDL178W,YDL093W,0,9.583809,0.5555555820465088,0.004277159925550222,0.00040687620639801025
YNR002C,YKL128C,0,9.368071,0.5,0.004277159925550222,0.0005085952579975128
YGL067W,YMR040W,0,9.299946,0.4545454680919647,0.004277159925550222,0.0006103143095970154
YEL002C,YBR045C,0,9.171961,0.4166666567325592,0.004277159925550222,0.0007120333611965179
YOR103C,YDL236W,0,9.145653,0.38461539149284363,0.004277159925550222,0.0008137524127960205
YDL052C,YER015W,1,9.034237,0.4285714328289032,0.005132591817528009,0.0008137524127960205
YNL009W,YJR143C,0,9.02676,0.4000000059604645,0.005132591817528009,0.0009154714643955231
YGR284C,YFR041C,1,8.80949,0.4375,0.005988024175167084,0.0009154714643955231
YKL163W,YOR236W,0,8.721669,0.4117647111415863,0.005988024175167084,0.0010171905159950256
YLR292C,YOR100C,0,8.540588,0.3888888955116272,0.005988024175167084,0.0011189095675945282
YHR039C,YMR274C,1,8.495968,0.42105263471603394,0.006843456067144871,0.0011189095675945282
YLR100W,YHR142W,1,8.474779,0.44999998807907104,0.007698887959122658,0.0011189095675945282
YER026C,YLR240W,0,8.454485,0.4285714328289032,0.007698887959122658,0.0012206286191940308
YIL023C,YLR056W,1,8.377929,0.4545454680919647,0.008554319851100445,0.0012206286191940308
YDR292C,YCR048W,1,8.354847,0.47826087474823,0.009409751743078232,0.0012206286191940308
YER013W,YDR483W,0,8.353393,0.4583333432674408,0.009409751743078232,0.0013223476707935333
YML077W,YEL002C,1,8.293333,0.47999998927116394,0.010265183635056019,0.0013223476707935333
YFL055W,YMR149W,1,8.290982,0.5,0.011120615527033806,0.0013223476707935333
YNL012W,YPR139C,1,8.286574,0.5185185074806213,0.011976048350334167,0.0013223476707935333
YER015W,YMR296C,1,8.184927,0.5357142686843872,0.012831480242311954,0.0013223476707935333
YDR320C,YMR274C,1,8.121372,0.5517241358757019,0.013686912134289742,0.0013223476707935333
YPR159W,YGR028W,0,8.106895,0.5333333611488342,0.013686912134289742,0.0014240667223930359
YLL031C,YDR294C,1,8.097252,0.5483871102333069,0.014542344026267529,0.0014240667223930359
YMR149W,YLR240W,0,8.09137,0.53125,0.014542344026267529,0.0015257857739925385
YOR085W,YNL258C,1,8.062721,0.5454545617103577,0.015397775918245316,0.0015257857739925385
YBR185C,YMR149W,0,8.043525,0.529411792755127,0.015397775918245316,0.001627504825592041
YHR124W,YJR105W,0,8.024332,0.5142857432365417,0.015397775918245316,0.0017292238771915436
YNR060W,YKL046C,0,7.9908595,0.5,0.015397775918245316,0.0018309429287910461
YFR021W,YDR292C,0,7.932734,0.4864864945411682,0.015397775918245316,0.0019326619803905487
YNL270C,YMR215W,0,7.916807,0.4736842215061188,0.015397775918245316,0.0020343810319900513
YOR288C,YJL196C,1,7.8828974,0.4871794879436493,0.016253208741545677,0.0020343810319900513
YMR274C,YCR083W,0,7.825551,0.4749999940395355,0.016253208741545677,0.002136100083589554
YBR042C,YGL126W,1,7.798208,0.4878048896789551,0.01710863970220089,0.002136100083589554
YOR239W,YJL048C,0,7.7977495,0.4761904776096344,0.01710863970220089,0.0022378191351890564
YFR044C,YIL044C,0,7.786419,0.4651162922382355,0.01710863970220089,0.002339538186788559
YJL002C,YCR017C,1,7.786106,0.47727271914482117,0.01796407252550125,0.002339538186788559
YBR243C,YMR022W,1,7.7798357,0.4888888895511627,0.018819503486156464,0.002339538186788559
YOR085W,YNL087W,1,7.769436,0.5,0.019674936309456825,0.002339538186788559
YNR026C,YIL043C,1,7.765622,0.5106382966041565,0.020530367270112038,0.002339538186788559
YIL124W,YDL093W,1,7.764453,0.5208333134651184,0.0213858000934124,0.002339538186788559
YOR099W,YER166W,0,7.743801,0.5102040767669678,0.0213858000934124,0.0024412572383880615
