Gene A,Gene B,Label,Score,Precision,Recall,False Positive Rate
YDL150W,YLR029C,0,0.3534294,0.0,0.0,9.999999747378752e-05
YGL195W,YEL034W,1,0.28409293,0.5,0.0010000000474974513,9.999999747378752e-05
YKL191W,YOL039W,1,0.15774357,0.6666666865348816,0.0020000000949949026,9.999999747378752e-05
YDR385W,YGR285C,1,0.10853332,0.75,0.003000000026077032,9.999999747378752e-05
YLR172C,YMR116C,1,0.0958167,0.800000011920929,0.004000000189989805,9.999999747378752e-05
YGR285C,YOL039W,1,0.05564839,0.8333333134651184,0.004999999888241291,9.999999747378752e-05
YDL130W,YKL191W,1,0.049152184,0.8571428656578064,0.006000000052154064,9.999999747378752e-05
YLR074C,YDL083C,0,0.03461157,0.75,0.006000000052154064,0.00019999999494757503
YML014W,YEL034W,1,0.026668105,0.7777777910232544,0.007000000216066837,0.00019999999494757503
YML014W,YPR080W,1,-0.026206609,0.800000011920929,0.00800000037997961,0.00019999999494757503
YLR172C,YEL034W,1,-0.032930803,0.8181818127632141,0.008999999612569809,0.00019999999494757503
YDL081C,YKL191W,1,-0.03476296,0.8333333134651184,0.009999999776482582,0.00019999999494757503
YMR116C,YKL191W,1,-0.042478662,0.8461538553237915,0.010999999940395355,0.00019999999494757503
YLR172C,YDR382W,1,-0.05508965,0.8571428656578064,0.012000000104308128,0.00019999999494757503
YGR285C,YEL034W,1,-0.06772872,0.8666666746139526,0.013000000268220901,0.00019999999494757503
YLR172C,YDL081C,1,-0.07072356,0.875,0.014000000432133675,0.00019999999494757503
YPL143W,YNL248C,0,-0.074240535,0.8235294222831726,0.014000000432133675,0.0003000000142492354
YLR150W,YKL191W,1,-0.08135289,0.8333333134651184,0.014999999664723873,0.0003000000142492354
YDL229W,YKL191W,1,-0.10210076,0.8421052694320679,0.01600000075995922,0.0003000000142492354
YML014W,YOL039W,1,-0.108441666,0.8500000238418579,0.017000000923871994,0.0003000000142492354
YMR014W,YLR029C,0,-0.12440835,0.8095238208770752,0.017000000923871994,0.00039999998989515007
YLR367W,YLR449W,0,-0.14576325,0.7727272510528564,0.017000000923871994,0.0005000000237487257
YBR118W,YOL039W,1,-0.15237714,0.782608687877655,0.017999999225139618,0.0005000000237487257
YGR285C,YPL048W,1,-0.16762123,0.7916666865348816,0.01899999938905239,0.0005000000237487257
YBL087C,YKL154W,0,-0.1811368,0.7599999904632568,0.01899999938905239,0.0006000000284984708
YDR382W,YKL191W,1,-0.1826205,0.7692307829856873,0.019999999552965164,0.0006000000284984708
YDR385W,YKL191W,1,-0.18713653,0.7777777910232544,0.020999999716877937,0.0006000000284984708
YML014W,YDR385W,1,-0.18729354,0.7857142686843872,0.02199999988079071,0.0006000000284984708
YML014W,YOR133W,1,-0.18762085,0.7931034564971924,0.023000000044703484,0.0006000000284984708
YPR080W,YFR009W,1,-0.19399439,0.800000011920929,0.024000000208616257,0.0006000000284984708
YLR172C,YDL130W,1,-0.20098402,0.8064516186714172,0.02500000037252903,0.0006000000284984708
YOR133W,YKL191W,1,-0.20196378,0.8125,0.026000000536441803,0.0006000000284984708
YHR064C,YPR080W,1,-0.20803098,0.8181818127632141,0.027000000700354576,0.0006000000284984708
YLR172C,YKL081W,1,-0.21460009,0.8235294222831726,0.02800000086426735,0.0006000000284984708
YPR080W,YNL209W,1,-0.2160614,0.8285714387893677,0.028999999165534973,0.0006000000284984708
YLR172C,YOR133W,1,-0.22384179,0.8333333134651184,0.029999999329447746,0.0006000000284984708
YLR172C,YDR385W,1,-0.22449517,0.837837815284729,0.03099999949336052,0.0006000000284984708
YLR200W,YLR388W,0,-0.2285214,0.8157894611358643,0.03099999949336052,0.000699999975040555
YNL299W,YLR185W,0,-0.23725209,0.7948718070983887,0.03099999949336052,0.0007999999797903001
YJR097W,YJR047C,1,-0.24008831,0.800000011920929,0.03200000151991844,0.0007999999797903001
YML014W,YDR382W,1,-0.24024774,0.8048780560493469,0.032999999821186066,0.0007999999797903001
YGL195W,YLR249W,1,-0.24117139,0.8095238208770752,0.03400000184774399,0.0007999999797903001
YPR132W,YKL143W,0,-0.24300317,0.7906976938247681,0.03400000184774399,0.0008999999845400453
YLR249W,YKL191W,1,-0.25930595,0.7954545617103577,0.03500000014901161,0.0008999999845400453
YCL037C,YAR002W,0,-0.26407698,0.7777777910232544,0.03500000014901161,0.0010000000474974513
YGR285C,YMR116C,1,-0.26623473,0.782608687877655,0.035999998450279236,0.0010000000474974513
YDR465C,YGL189C,0,-0.26875484,0.7659574747085571,0.035999998450279236,0.0010999999940395355
YHR064C,YLR249W,1,-0.27755654,0.7708333134651184,0.03700000047683716,0.0010999999940395355
YER056C-A,YJL125C,0,-0.27972385,0.7551020383834839,0.03700000047683716,0.0012000000569969416
YKL081W,YGR285C,1,-0.290651,0.7599999904632568,0.03799999877810478,0.0012000000569969416
YJL184W,YBR039W,0,-0.30191776,0.7450980544090271,0.03799999877810478,0.0013000000035390258
YHR064C,YEL034W,1,-0.3061766,0.75,0.039000000804662704,0.0013000000035390258
YPR080W,YJL183W,0,-0.30698004,0.7358490824699402,0.039000000804662704,0.00139999995008111
YLR150W,YDR385W,1,-0.31055197,0.7407407164573669,0.03999999910593033,0.00139999995008111
YGR061C,YIL052C,0,-0.32451856,0.7272727489471436,0.03999999910593033,0.001500000013038516
YLR075W,YOR212W,0,-0.3314783,0.7142857313156128,0.03999999910593033,0.0015999999595806003
YJR047C,YGR285C,1,-0.33575243,0.719298243522644,0.04100000113248825,0.0015999999595806003
YKR059W,YMR163C,0,-0.35293254,0.7068965435028076,0.04100000113248825,0.0017000000225380063
YMR153W,YAL003W,0,-0.3582281,0.694915235042572,0.04100000113248825,0.0017999999690800905
YAL003W,YPR080W,1,-0.36377883,0.699999988079071,0.041999999433755875,0.0017999999690800905
YGR285C,YPR080W,1,-0.36891496,0.7049180269241333,0.0430000014603138,0.0017999999690800905
YLR022C,YPL198W,0,-0.36943543,0.6935483813285828,0.0430000014603138,0.0019000000320374966
YML014W,YGR285C,1,-0.37265956,0.6984127163887024,0.04399999976158142,0.0019000000320374966
YOR293W,YDR280W,0,-0.3779636,0.6875,0.04399999976158142,0.0020000000949949026
YPR080W,YKL191W,1,-0.3841728,0.692307710647583,0.04500000178813934,0.0020000000949949026
YIL103W,YOR133W,1,-0.38936162,0.6969696879386902,0.04600000008940697,0.0020000000949949026
YDR487C,YBL042C,0,-0.40198752,0.6865671873092651,0.04600000008940697,0.002099999925121665
YMR230W,YLR367W,0,-0.40448272,0.6764705777168274,0.04600000008940697,0.002199999988079071
YDR454C,YNL248C,0,-0.40799206,0.6666666865348816,0.04600000008940697,0.002300000051036477
YLR172C,YLR150W,1,-0.4111135,0.6714285612106323,0.04699999839067459,0.002300000051036477
YKL094W,YPL057C,0,-0.4154232,0.6619718074798584,0.04699999839067459,0.002400000113993883
YML014W,YMR116C,1,-0.41975805,0.6666666865348816,0.04800000041723251,0.002400000113993883
YML014W,YAL003W,1,-0.41989636,0.6712328791618347,0.04899999871850014,0.002400000113993883
YMR202W,YBL071W-A,0,-0.42366594,0.662162184715271,0.04899999871850014,0.0024999999441206455
YDL201W,YDL083C,0,-0.42817146,0.653333306312561,0.04899999871850014,0.0026000000070780516
YIL104C,YOR182C,0,-0.43410286,0.6447368264198303,0.04899999871850014,0.0027000000700354576
YHR064C,YGR285C,1,-0.44556448,0.649350643157959,0.05000000074505806,0.0027000000700354576
YLR143W,YMR116C,1,-0.4497274,0.6538461446762085,0.050999999046325684,0.0027000000700354576
YLR002C,YKL181W,0,-0.4534385,0.6455696225166321,0.050999999046325684,0.00279999990016222
YGL123W,YJR075W,0,-0.45487165,0.637499988079071,0.050999999046325684,0.002899999963119626
YNL131W,YDL153C,0,-0.45808455,0.6296296119689941,0.050999999046325684,0.003000000026077032
YGL105W,YLR449W,0,-0.4584993,0.6219512224197388,0.050999999046325684,0.003100000089034438
YPR080W,YPL048W,1,-0.46361113,0.6265060305595398,0.052000001072883606,0.003100000089034438
YGL195W,YPR080W,1,-0.46399915,0.6309523582458496,0.05299999937415123,0.003100000089034438
YKL191W,YNL209W,1,-0.4653165,0.6352941393852234,0.05400000140070915,0.003100000089034438
YLR150W,YPR080W,1,-0.4668554,0.6395348906517029,0.054999999701976776,0.003100000089034438
YGR200C,YOR063W,0,-0.46757165,0.6321839094161987,0.054999999701976776,0.0031999999191612005
YKL081W,YKL191W,1,-0.4686683,0.6363636255264282,0.0560000017285347,0.0031999999191612005
YKR084C,YGR285C,1,-0.46884382,0.6404494643211365,0.05700000002980232,0.0031999999191612005
YPR052C,YNL182C,0,-0.4692679,0.6333333253860474,0.05700000002980232,0.0032999999821186066
YJR009C,YBR189W,0,-0.47160494,0.6263736486434937,0.05700000002980232,0.0034000000450760126
YJR097W,YDL081C,1,-0.4727903,0.6304348111152649,0.057999998331069946,0.0034000000450760126
YOR133W,YPR080W,1,-0.47335386,0.6344085931777954,0.05900000035762787,0.0034000000450760126
YIL103W,YDR382W,1,-0.48301497,0.6382978558540344,0.05999999865889549,0.0034000000450760126
YOL109W,YPR043W,0,-0.48358554,0.6315789222717285,0.05999999865889549,0.0035000001080334187
YKL081W,YDR385W,1,-0.48626623,0.6354166865348816,0.061000000685453415,0.0035000001080334187
YIL004C,YKL180W,0,-0.49109423,0.6288659572601318,0.061000000685453415,0.003599999938160181
YJR097W,YPR080W,1,-0.49109635,0.6326530575752258,0.06199999898672104,0.003599999938160181
YKL160W,YLR110C,0,-0.49219465,0.6262626051902771,0.06199999898672104,0.003700000001117587
YLR048W,YDR487C,0,-0.4938023,0.6200000047683716,0.06199999898672104,0.003800000064074993
YKL081W,YPR080W,1,-0.494862,0.6237623691558838,0.06300000101327896,0.003800000064074993
YLR048W,YLR316C,0,-0.49695742,0.6176470518112183,0.06300000101327896,0.0038999998942017555
YGR285C,YDL081C,1,-0.49766776,0.6213592290878296,0.06400000303983688,0.0038999998942017555
YJR097W,YOL039W,1,-0.4985749,0.625,0.06499999761581421,0.0038999998942017555
YPR080W,YOL039W,1,-0.4996475,0.6285714507102966,0.06599999964237213,0.0038999998942017555
YHR064C,YDR382W,1,-0.50057214,0.6320754885673523,0.06700000166893005,0.0038999998942017555
YLR172C,YAL003W,1,-0.5032027,0.6355140209197998,0.06800000369548798,0.0038999998942017555
YGR285C,YLR249W,1,-0.5045285,0.6388888955116272,0.0689999982714653,0.0038999998942017555
YIL103W,YNL209W,1,-0.507112,0.642201840877533,0.07000000029802322,0.0038999998942017555
YLR061W,YHR152W,0,-0.50944185,0.6363636255264282,0.07000000029802322,0.004000000189989805
YMR116C,YPR080W,1,-0.51043177,0.6396396160125732,0.07100000232458115,0.004000000189989805
YHR064C,YNL209W,1,-0.51169235,0.6428571343421936,0.07199999690055847,0.004000000189989805
YLR249W,YMR116C,1,-0.5148257,0.6460176706314087,0.0729999989271164,0.004000000189989805
YEL034W,YBL071W-A,1,-0.51534367,0.6491228342056274,0.07400000095367432,0.004000000189989805
YLR043C,YBR164C,0,-0.5193342,0.643478274345398,0.07400000095367432,0.004100000020116568
YML014W,YNL209W,1,-0.51968783,0.6465517282485962,0.07500000298023224,0.004100000020116568
YLR143W,YOR133W,1,-0.52323776,0.6495726704597473,0.07599999755620956,0.004100000020116568
YLR172C,YLR249W,1,-0.524093,0.6525423526763916,0.07699999958276749,0.004100000020116568
YMR093W,YOR369C,0,-0.527677,0.6470588445663452,0.07699999958276749,0.00419999985024333
YKL081W,YML014W,1,-0.5289887,0.6499999761581421,0.07800000160932541,0.00419999985024333
YML014W,YLR249W,1,-0.5318126,0.6528925895690918,0.07900000363588333,0.00419999985024333
YOR104W,YML081C-A,0,-0.53186756,0.6475409865379333,0.07900000363588333,0.00430000014603138
YJL177W,YOR281C,0,-0.5324732,0.642276406288147,0.07900000363588333,0.004399999976158142
YER057C,YLR262C-A,0,-0.53401434,0.6370967626571655,0.07900000363588333,0.0044999998062849045
YML106W,YBL087C,0,-0.53748125,0.6320000290870667,0.07900000363588333,0.004600000102072954
YMR318C,YJR006W,0,-0.5379552,0.6269841194152832,0.07900000363588333,0.004699999932199717
YHR064C,YMR116C,1,-0.53852254,0.6299212574958801,0.07999999821186066,0.004699999932199717
YOR265W,YGR034W,0,-0.5386809,0.625,0.07999999821186066,0.004800000227987766
YPR125W,YNL182C,0,-0.5402556,0.6201550364494324,0.07999999821186066,0.004900000058114529
YPL131W,YHR060W,0,-0.5412354,0.6153846383094788,0.07999999821186066,0.004999999888241291
YJR105W,YHR170W,0,-0.54745203,0.6106870174407959,0.07999999821186066,0.005100000184029341
YOL010W,YDR418W,0,-0.5477952,0.6060606241226196,0.07999999821186066,0.005200000014156103
YGR162W,YDL083C,0,-0.5485006,0.6015037298202515,0.07999999821186066,0.0052999998442828655
YDR007W,YIL065C,0,-0.55190706,0.5970149040222168,0.07999999821186066,0.005400000140070915
YLR018C,YPL249C-A,0,-0.55417997,0.5925925970077515,0.07999999821186066,0.005499999970197678
YLR452C,YKL060C,0,-0.55466396,0.5882353186607361,0.07999999821186066,0.00559999980032444
YIL078W,YLR222C,0,-0.5566968,0.5839415788650513,0.07999999821186066,0.00570000009611249
YEL034W,YPL048W,1,-0.5587459,0.5869565010070801,0.08100000023841858,0.00570000009611249
YCR044C,YHR100C,0,-0.5613823,0.5827338099479675,0.08100000023841858,0.005799999926239252
YHR064C,YOR133W,1,-0.5624939,0.5857142806053162,0.0820000022649765,0.005799999926239252
YOL039W,YHR072W-A,0,-0.5639012,0.5815602540969849,0.0820000022649765,0.005900000222027302
YDL111C,YFR032C-A,0,-0.5681257,0.577464759349823,0.0820000022649765,0.006000000052154064
YLR172C,YBR118W,1,-0.5686543,0.5804196000099182,0.08299999684095383,0.006000000052154064
YHR203C,YNL255C,0,-0.57038176,0.5763888955116272,0.08299999684095383,0.006099999882280827
YJR047C,YBL071W-A,1,-0.57109725,0.5793103575706482,0.08399999886751175,0.006099999882280827
YGR285C,YBR118W,1,-0.57173777,0.5821917653083801,0.08500000089406967,0.006099999882280827
YPR113W,YPL079W,0,-0.5747208,0.5782312750816345,0.08500000089406967,0.006200000178068876
YMR217W,YLR029C,0,-0.57496464,0.5743243098258972,0.08500000089406967,0.006300000008195639
YJR047C,YML014W,1,-0.5759439,0.5771812200546265,0.0860000029206276,0.006300000008195639
YAL003W,YKL191W,1,-0.57765913,0.5799999833106995,0.08699999749660492,0.006300000008195639
YNL209W,YBL071W-A,1,-0.5789589,0.5827814340591431,0.08799999952316284,0.006300000008195639
YKL216W,YLR186W,0,-0.58372986,0.5789473652839661,0.08799999952316284,0.006399999838322401
YBL087C,YPL234C,0,-0.58423424,0.5751634240150452,0.08799999952316284,0.006500000134110451
YBR127C,YKR026C,0,-0.5856176,0.5714285969734192,0.08799999952316284,0.006599999964237213
YDR497C,YMR208W,0,-0.5857041,0.5677419304847717,0.08799999952316284,0.0066999997943639755
YBR048W,YMR121C,0,-0.58972913,0.5641025900840759,0.08799999952316284,0.006800000090152025
YDL061C,YCL037C,0,-0.59074503,0.5605095624923706,0.08799999952316284,0.006899999920278788
YLR249W,YIL103W,1,-0.5914288,0.5632911324501038,0.08900000154972076,0.006899999920278788
YBL092W,YPL063W,0,-0.5921381,0.5597484111785889,0.08900000154972076,0.007000000216066837
YLR143W,YDL081C,1,-0.5935727,0.5625,0.09000000357627869,0.007000000216066837
YDR385W,YPR080W,1,-0.5938409,0.5652173757553101,0.09099999815225601,0.007000000216066837
YGL191W,YJL001W,0,-0.59453803,0.5617284178733826,0.09099999815225601,0.0071000000461936
YGR063C,YEL026W,0,-0.5950208,0.558282196521759,0.09099999815225601,0.007199999876320362
