Gene,Label,Score,Background Score,Precision,Recall,False Positive Rate
YHR052W,-1,164.48468720912933,-8080.855655193329,0.0,0.0,0.00028776978417266187
YHR169W,-1,146.95758378505707,-11228.274412930012,0.0,0.0,0.0005755395683453237
YDR101C,-1,142.57825422286987,-8441.766633570194,0.0,0.0,0.0008633093525179857
YGL029W,-1,141.31239658594131,-11968.324007689953,0.0,0.0,0.0011510791366906475
YDL051W,-1,140.79174876213074,-11554.292207121849,0.0,0.0,0.0014388489208633094
YMR290C,-1,140.57611620426178,-10816.500158548355,0.0,0.0,0.0017266187050359713
YOR294W,-1,139.94481241703033,-12115.85985660553,0.0,0.0,0.002014388489208633
YNL112W,-1,138.75126731395721,-13996.256239712238,0.0,0.0,0.002302158273381295
YLR276C,-1,135.683034658432,-10173.656785070896,0.0,0.0,0.002589928057553957
YBR142W,-1,135.602443754673,-9735.44599455595,0.0,0.0,0.0028776978417266188
YDR083W,-1,134.42929995059967,-10810.242439299822,0.0,0.0,0.0031654676258992807
YOR145C,-1,132.0434566140175,-10247.066186964512,0.0,0.0,0.0034532374100719426
YLR186W,-1,131.8350454568863,-8716.449807167053,0.0,0.0,0.0037410071942446045
YMR049C,-1,131.6146325469017,-10960.262149333954,0.0,0.0,0.004028776978417266
YDR465C,0,130.48125898838043,-15809.528090178967,0.0,0.0,0.004028776978417266
YNR053C,1,129.88269329071045,-8355.449862897396,0.06666666666666667,0.034482758620689655,0.004028776978417266
YLR074C,-1,129.06491804122925,-16148.94935798645,0.0625,0.034482758620689655,0.004316546762589928
YMR131C,-1,128.62840169668198,-8471.690592706203,0.058823529411764705,0.034482758620689655,0.00460431654676259
YDL201W,-1,127.77782529592514,-8602.987199902534,0.05555555555555555,0.034482758620689655,0.004892086330935252
YNL002C,-1,127.28586274385452,-9670.448545396328,0.05263157894736842,0.034482758620689655,0.005179856115107914
YNL110C,-1,127.27993416786194,-9531.173438727856,0.05,0.034482758620689655,0.005467625899280576
YNL062C,-1,127.04252803325653,-10778.521954238415,0.047619047619047616,0.034482758620689655,0.0057553956834532375
YER006W,-1,126.49291133880615,-12065.814684569836,0.045454545454545456,0.034482758620689655,0.0060431654676258995
YDR087C,-1,125.63778185844421,-9577.16140934825,0.043478260869565216,0.034482758620689655,0.006330935251798561
YHR170W,1,123.76817321777344,-10043.867047578096,0.08333333333333333,0.06896551724137931,0.006330935251798561
YJL069C,-1,123.07855784893036,-8500.300918400288,0.08,0.06896551724137931,0.006618705035971223
YNL248C,-1,121.12779253721237,-12944.994517982006,0.07692307692307693,0.06896551724137931,0.006906474820143885
YLL008W,-1,120.43223106861115,-12742.362328350544,0.07407407407407407,0.06896551724137931,0.007194244604316547
YKR081C,-1,119.76056230068207,-9470.401063978672,0.07142857142857142,0.06896551724137931,0.007482014388489209
YCR057C,-1,119.07322585582733,-10737.34064567089,0.06896551724137931,0.06896551724137931,0.00776978417266187
YLL034C,1,118.97455739974976,-10198.605111598969,0.1,0.10344827586206896,0.00776978417266187
YIL103W,-1,118.91203510761261,-10618.21010300517,0.0967741935483871,0.10344827586206896,0.008057553956834532
YLR175W,-1,118.7850387096405,-13794.960563361645,0.09375,0.10344827586206896,0.008345323741007195
YNL132W,-1,118.41697573661804,-9401.304285436869,0.09090909090909091,0.10344827586206896,0.008633093525179856
YOR206W,1,118.2043845653534,-8710.276646077633,0.11764705882352941,0.13793103448275862,0.008633093525179856
YJL033W,-1,118.14249014854431,-12867.064610004425,0.11428571428571428,0.13793103448275862,0.008920863309352519
YML014W,-1,117.43956649303436,-16493.684214174747,0.1111111111111111,0.13793103448275862,0.00920863309352518
