GO Term,AUC,Average Precision
GO:0000054,0.9194182860870004,0.28244682253120046
GO:0000278,0.7436401814756258,0.18969017353653908
GO:0000747,0.7012047276584622,0.16454326368597422
GO:0000902,0.6616822730342921,0.14704199559377
GO:0000910,0.7089495459205514,0.16341625257175077
GO:0001403,0.6203693547870105,0.12830547659802646
GO:0003700,0.7169862735034073,0.1617160297090357
GO:0004518,0.8337909093117024,0.23471768349612301
GO:0005085,0.6690146416181839,0.14623880934387992
GO:0006260,0.8190590908471177,0.22896753798357464
GO:0006281,0.7767352699705463,0.1914585884436965
GO:0006310,0.7504529100640105,0.18994586044414477
GO:0006325,0.7907851806336019,0.20436875974590127
GO:0006352,0.8303793899153308,0.2233383812978288
GO:0006353,0.7117503450151955,0.15662236833990292
GO:0006360,0.8457323244700886,0.2403943147645755
GO:0006364,0.9378308160889746,0.2983999458470128
GO:0006366,0.7209779098072957,0.17194322216578506
GO:0006383,0.7271665531896685,0.19822584489358505
GO:0006397,0.7994920907932525,0.2131691971245137
GO:0006401,0.7330210916155695,0.19733383281732148
GO:0006413,0.8084255670116739,0.2331138682141099
GO:0006414,0.8608775270954621,0.258119596349019
GO:0006418,0.7219892802182585,0.18460398511517614
GO:0006457,0.6970824549246939,0.170562092943625
GO:0006468,0.6485723639311777,0.13857264236563985
GO:0006470,0.6137332512561667,0.13851664870719374
GO:0006486,0.8057058185966876,0.23220498474958268
GO:0006497,0.7115583747647309,0.17286695394223714
GO:0006605,0.7040389084747717,0.16655723079497164
GO:0006629,0.7341480018770407,0.18580660442737015
GO:0006766,0.7276614545370261,0.18027352723885667
GO:0006811,0.7554610005430454,0.1787527510415424
GO:0006865,0.6546500895586761,0.14185252338184715
GO:0006869,0.6276129698749884,0.1337876460618443
GO:0006873,0.6452639084279812,0.1383317331089215
GO:0006887,0.7239445258694693,0.17079511242812273
GO:0006897,0.7627516369653484,0.19717760307815943
GO:0006970,0.6959064540304561,0.1617085038708015
GO:0006979,0.7801980904751902,0.20240296829762783
GO:0006997,0.8159700233573883,0.2171965357701832
GO:0007005,0.6962819092543902,0.1676387546766888
GO:0007010,0.7291472740938401,0.16938012399050323
GO:0007031,0.7854056804945496,0.19628905137738656
GO:0007033,0.6695799092616653,0.149443479323929
GO:0007059,0.8251099079042694,0.22458041709390553
GO:0007114,0.7392433637726988,0.18022916670211336
GO:0007124,0.6336922725564694,0.1329859325445511
GO:0008033,0.7045245075402925,0.1799962375630289
GO:0008135,0.8550708818534816,0.2530670878615816
GO:0008213,0.7410858390790424,0.1906990055103748
GO:0008380,0.7994005470437908,0.2136822865144773
GO:0008643,0.6540600114163685,0.15035421239025423
GO:0009408,0.6780045460433864,0.15916842760848793
GO:0009451,0.8621750909242123,0.25134876762127334
GO:0010324,0.7574775458278071,0.19089271661232818
GO:0015931,0.7395079100651941,0.187194691054523
GO:0016050,0.6301861621090532,0.13504571402984217
GO:0016197,0.8433472205966006,0.22995206396316678
GO:0016570,0.7853670912774026,0.20257906434075398
GO:0018193,0.746720515535126,0.1870657069576666
GO:0032196,0.9488531772888541,0.30523990733041007
GO:0032200,0.6323198174931405,0.14194340616938741
GO:0032787,0.7855146353494228,0.2110640089498325
GO:0042221,0.7025842718694211,0.1636338467767293
GO:0042255,0.9332064432391121,0.2957699325342754
GO:0042273,0.946527645105803,0.30262998662347146
GO:0042274,0.9391477264837842,0.29471051733602177
GO:0042594,0.6830261907076617,0.1585316855024982
GO:0043543,0.6592169994201871,0.14173359160870314
GO:0045333,0.7918635460227749,0.22982207707044752
GO:0048193,0.8127527275841196,0.217451850742779
GO:0048284,0.7235374251316056,0.19079229757512287
GO:0048308,0.7482621233119654,0.1964055912383447
GO:0051049,0.6724386812869089,0.14716301297212575
GO:0051052,0.6181180670860453,0.15001160061204588
GO:0051321,0.7743404539399886,0.20764225361699407
GO:0051603,0.8341364549453985,0.241111116099764
GO:0051726,0.7270628175673879,0.17336948928372425
